,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X600688.SH,X000629.SZ,X002080.SZ,X002353.SZ,X300037.SZ,X601168.SH,X002128.SZ,X600612.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.647785415254537,0,0,0,0,0,-0.0353114677585966,0.246636860696723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129633066915759,0,0,0,0,0,0,0.0797023798723156,0,0,0,0,0,0,0,0,0,0,0.103480489278672,0,0,0,0.0594797329273204,0.000278369510250085,0.00280391638084911,0.0544582464075573,0,0,0,0,0
X600028.SH,0.518701815899481,0,0,0,0,0.0400970796341768,0,0,0.0825109320479364,0,0,0,-0.0278967090018358,0,0,0,0,0,0,0,0,0.111255560227699,0,0,0,0,0,0.0531476518394271,0.052396935340936,0,0,0,0,0.157813298146422,0,0,0,0,0,0,0,0,0,0,-0.11832233994228,0,0,0,0,0,-0.00861096096083529,0.0137619629050172,-0.00522336115207865,-0.0523908431631531,0,0,0,0,0
X601088.SH,0,0,0,0,0.245989768689535,0.0385486341519369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698795169280165,0,0,0,0,0,0,0,0.0137538783405257,0,0,0,0,0,0,0,0,0,0,0,0.112004435594163,0,0,0,0.0154901713246748,0,0.0835142846709054,0,0,0,0,-0.00686082868041145,0.00667538059594154,0,0,0,0,0,0
X600309.SH,0.0124647124927035,0,0,0,0.029890264386995,0.0920029125746332,0,0,0,0,0.140937819572436,0,0,0,0,0.00716574092696915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763737967940946,0.0168185845173719,0,0,0,0,0,0,0,0,0,0,0.0256372965994287,0,0,0.137147149761625,0,0,0,4.33680868994202e-19,0.0163013243792911,0.0160288677767191,0,0,0,0,0,0
X600188.SH,0,0,0.423417059594707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300440287731243,0,0,0,-0.0649623561304393,0,0.366483056787783,0,0,0,0,0,-0.0262955217140825,0,0,0,0,0.0602035335233788,0,0,0,0,0,0,0.080364869530353,0,0,0,-0.162090406891551,0,0,0.0066763646106607,-0.00339251392839647,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610312268155687,0,0,0,0,0,0,0,0,0,0.0807376200474559,0,-0.0566513218114132,0,0,0,0.359762256403976,0,0,0,0,0,0,0,0,0,0,-0.0468269354054503,0,0,-0.0504200951735277,0.0639663485811212,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.148123241460203,0,0,0,-0.0222848748213283,0,0,0,0,0,0,0,0,0,0.0887227524618428,0,0,0,0,0,-0.0163123201566613,0,0.0784613007813063,0,0,-0.0349095853394418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378276755885606,0,-0.00249636695617242,-0.0218693259508674,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.169661373213926,0,0,0,0,0,0,0,0,0.304673891584174,0,0,0,0,0,0,0,0,0,0,-0.136458599075798,0,0,0,0,0,0.788823868027448,0,0,0,0,0.0648591881064129,0,0,0,0,0,0,0,0,0,0.108856645649333,0,0,0,0,-0.130536187625395,4.33680868994202e-19,-0.0182797744663857,0,0,0,0,0,0
X601898.SH,0.129871615922572,0,0,0,0.0771343640218399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797405032447455,0.144818677444802,0,0.077550446716849,0,0.0202791171859332,0,0,0,0,0,0,0.0345758743278374,0,0,0.182302001984105,0,0,0,0,0,0.0798119821484504,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.105175684572228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395669859659492,0.101046197340116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122618725673532,0,0,0,0,0.0910526126511732,-0.0109460906839189,0,0,-0.0159888966136878,0,0,0,0,0,0
