,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X002466.SZ,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X600623.SH,X600352.SH,X000709.SZ,X600660.SH,X000883.SZ,X000898.SZ,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X000060.SZ,X600808.SH,X600307.SH,X600578.SH,X600547.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.492470636691337,0,0,0,0,0,0.127239282136539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284269941845509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227631288024623,0,0,0.0633335002797058,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.180706369723568,0,0.00801228291245778,0,0,0,0,0.0544741624320435,0,0,0.0175813153186289,0,0,0,0,0,0.0308645204077116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629916151064967,0,0,0,0,0.0164456153591876,0,0,0,-0.0105849332632817,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.194683898405388,0.000454904839379398,0,0,0,0,0,0,0,0.058870677794418,0,0,0,0,0,0,0.110541366570077,0,0,0.134502347113204,0.15127583871767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317437508265214,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.447624589640385,0.047097111563866,0,0,0,0,0,0,0.050031111557827,0,0,0,0,0,0,0.00674033322454271,0,0,0,0,0,0.0822893565541861,0,0,0.0824199526717537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639614717908669,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820594526811298,0,0,0.075535034394994,0,0,0,0,0.0179191126561793,0,0,0,0,0,0,0,0,0.0804361149794272,0,0,0,0,0,0,0,0,0.335956251655966,0,0,0,0,0,0,0,0,-0.045351729012069,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.049392497767106,0,0,0,0.129769680146753,0,0.0988441149226425,0,0,0,0,0,0,0.0334937332204236,0,0,0,0,0,0,0,0,0.125603603705918,0,0,0,0,0,0,0.0725682105691941,0,0,0,0.0126244954957186,0,0,0,0,0,0,-0.0282373048918214,0,0,0,0,0,0,0
X600585.SH,0,0,0.078628752594632,0,0,0,0,0,0,0,0,0,0,0,0,0.0217511605031476,0,0,0,0,0,0,0.112087969301679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356125601185696,0,0,0.115163476412526,0,0,0,0,0,0,0,0,-0.0450799885743882,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197809516497725,0,0,0,0,0,0,0.0421557946557379,0,0,0,0,0,0,0,0,0,0,0,0,0.280731982756135,0,0,0,0.185474307871396,0,0,0,0,0,0,0,0,0,0,0,-0.034690670306229,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204286595143817,0.283701323106753,0,0,0,0.0119640160911561,0,0,0,0.194597231656494,0,0.0476138529255251,0,0,0,0,0.0334452489989981,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.0202801608524672,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.141521754838366,0,0,0,0,0,0,0.164119672386269,0,0,0.0129322245003274,0,0,0.045280302928133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003577142330531,0,0,0.195401504149798,0,0,0.115944170456862,0,0,0.169631953861984,0,0,0,-0.0280665542224487,0.0162704897830505,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169167715969927,0,0,0.186569683739077,0,0.0846146521182746,0,0,0,0,0,0,0,0,0,0,0,0,0.0937459113887288,0,0,0,0,0.0487927937362352,0,0,0,0,0,0,0,0,-0.0402864087706396,0,0,0,0,0,0,0
X601991.SH,0,0,0.0211457820148006,0.282535139734878,0.0449362035764642,0,0,0,0,0,0.067101025814075,0,0,0,0,0,0,0,0.197602815651243,0,0,0,0.0431916120434248,0.00307016137972554,0,0,0.0246188258591904,0,0,0,0,0,0.138593346921578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136981646751991,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.245441933789967,0,0,0,0,0,0,0.109088380871419,0,0,0,0,0,0,0,0,0.0018892382602735,0,0,0,0.0902926044256987,0,0,0,0,0,0,0,0,0.109052904643873,0,0,0,0,0,0,0.0541266328245177,0,0,0,0,0,0,0,0,0,0,-0.0663578541579493,0.0314144229961937,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.107657594654125,0,0,0,0,0,0,0,0,0,0,-0.0229343672017978,0,0,0,0,0,-0.00693274616702964,0,0.493524281672102,0.16033645367747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371287267481822,0,0,-0.0896877758875176,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.164292735690445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165661483157843,0,0,0,0,0,0,0,0,0,0,0,0,0.149571007950457,0,0,0.0203222087686795,0,0,0,0,0,0.312277504166549,0,0,0,0,0,0,0,-0.0102767007967488,0,0,0,0,0,0
