,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000027.SZ,X000883.SZ,X600583.SH,X601158.SH,X600021.SH,X600352.SH,X601992.SH,X000539.SZ,X000709.SZ,X600309.SH,X000060.SZ,X000898.SZ,X600307.SH,X000792.SZ,X600808.SH,X600098.SH,X000629.SZ,X000825.SZ,X600489.SH,X002075.SZ,X002470.SZ,X600547.SH,X600008.SH,X600660.SH,X002353.SZ,X600578.SH,X600863.SH,X000831.SZ,X600549.SH,X600219.SH,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.211120054892521,0,0,0,0,0,0,0,0,0.0260308484300741,0,0,0,0,0,0,0,0.0841043859512419,0,0,0,0.00516125978369062,0,0,0.0173670594712418,0,0,0.0642670953566353,0,0,0,0.0132902869144977,0,0,0,0,0.0169843849935547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334944294638316,0,0,0,0,0,0
X600028.SH,0.485494089787441,0,0,0,0,0,0.0514051264308841,0,0,0,0,0,0.0256500506284636,0,0,0,0,0,0,0,0,0,0,0,0,0.0162332737137425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015985214738858,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.182142239756703,0,0,0.0693564148396302,0.0153520071843264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185414850276846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531085052990704,0,0,0.272394881038784,0.01698736059696,0,-0.015676996760888,0.00245517892650315,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0611561733078316,0,0,0.10475575666341,0,0,0,0,0.0665824477059561,0,0,0.0547122144166331,0.0738244164962649,0,0,0,0,0,0,0,0.190125697382327,0,0.0428683115615871,0,0,0,0.01962123381776,0,0.061776350722445,0,0,0,0,0,0,0,0,0.160631879021035,0,0,0,0,0,0,0,0.0100043121412656,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.114661837076178,0.0252020482826976,0,0,0.0413301641933671,0.116146095111087,0,0.000910727617363782,0,0,0.0208533491110479,0,0,0,0,0,0,0,0,0,0.115896990092893,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.126618131143151,0,0,0,0,0,0,0,0.226483666603792,0,0,0,0,0,0,0,-0.002077700573095,0.00139132878035069,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.126663103197871,0,0,0.069773025744731,0,0,0,0,0,0.122193057989452,0,0,0,0,0,0,0,0,0,0,0.182773190187434,0,0.0625316904589254,0.181373683875239,0,0,0.0858853414448925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00304531748109012,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.27004630786485,0,0,0,0,0.187097824249932,0,0.00838760771049572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119541572741421,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,1.0842021724855e-19,0.00639103467362452,0,0,0,0,0,0
X600585.SH,0,0,0.0636679478030332,0,0,0,0,0,0,0.0131824931825118,0,0,0,0,0,0.205773542167571,0,0,0,0,0,0,0,-0.00210560976544353,0.0814272508862581,0,0,0,0,0,0,0,0,0,0,0,0,0.134980487711515,0,0,0,0,0.0957927576960242,0,0,0,0,0.0143996191560615,0,0,0,0.00351884597564003,0.0140992978748656,0,0,0,0,0,0
X600795.SH,0,0,0,0.0752639002115441,0,0,0,0,0,0.104504898512362,0.111832538527191,0.0288458495589169,0,0,0,0.156468666872395,0,0.0510355996586916,0,0,0,0,0.09049290802083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337732520339082,0,0,0,0,0,0,-0.000506973397782669,0.0160284663657505,0,0,0,0,0,0
X601600.SH,0,0,0.508095065460298,0,0,0,0.0116260200705482,0,0,0,0.074121916240398,0,0.0283423015874551,0,0,0,0,0,0,0,0,0,0,0,0.0232713752629411,0,0,0,0,0,0,0,0.144764304255695,0,0,0,0,0,0,0,0,0,0,0,0,0.00519879086134199,0,0,0,0,0,0,0.0241657332220267,0,0,0,0,0,0
