,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X002466.SZ,X600111.SH,X600886.SH,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X000792.SZ,X601158.SH,X600489.SH,X600309.SH,X600583.SH,X000709.SZ,X000883.SZ,X300072.SZ,X000898.SZ,X000539.SZ,X600352.SH,X002407.SZ,X000027.SZ,X000723.SZ,X000630.SZ,X002470.SZ,X600176.SH,X002460.SZ,X000012.SZ,X600021.SH,X000983.SZ,X600549.SH,X600098.SH,X600612.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0403647020352505,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0143891134514246,0,0,0,0,0.0331918711840775,0,0,0,0.20209293172766,0.006758012897954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.142791695613397,0,0,0,0,0,0,0,0,0.0282901334200183,0,0,0,0,-0.00737973235403335,0,0,0,0,0,0.0625298578590982,0.133946230327257,0,0,0,0,0,0,0,0,0,0,0,0.00776094411033167,0,0,0,0,0.00883225482276847,0,0.0662074962534473,0,0,0,0.0129002997812688,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.116690365049098,0.00952678723172209,0.187880706727739,0,0,0,0.00541033319142283,0,0,0,0,0,0.000365788320190855,0,0,0,0,0,0,0,0,0.121173611709631,0,0,0,0,0,0,0,0,0,0.105728214830823,0,0,0,0,0,0,0,0,0,0,0,0.0594499221471677,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0306701951229368,0,0,0,0,0,0.00858628413195964,0.345153817433604,0,0,0,0,0,0,0,0,0,0,0.0357079400327332,0,0,0.0409826068450976,0.101288697888557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262119249778049,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282350404575453,0,0,0,0,0,0,0,0.064608190376681,0,0,0.247495843493657,0,0,0,0,0,0,0,0.0147578739825658,0,0,0,0,0.0788227182851242,0,0,0.072421118073711,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0665615464524658,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0394269048637843,0,0,0,0,0,0,0,0,0,0,0.0983188976077075,0,0,0.214924757651447,0,0.0369541432699614,0,0,0,0,0,0,0,0.0508737225718831,0,0.0112087972160119,0.0333276782883871,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.230864025549293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130223927150485,0,0,0,0,0,0,0,8.67361737988404e-19,0.282501939768687,0,0,0,0,0.0715275806156863,0.0040168616905685,0,0,0,0,0,0.0152677383233373,0,0,0,0.0192354827972377,0,0,0,0,0,-0.0286600373290301,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182059394794425,0.0138543498724436,0,0,0,0,0,0.0237073157293617,0,0,0,0,0,0,0,0.0402698958939698,0,0,0,0,0,0,0,0,0.0833426102995753,0,0,0,0,0,0,0,0,0.302778968212712,0,-0.058615452051994,0.0192625952303713,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133984851757348,0,0,0,0,0,0.109694594815082,0,0,0,0,0.0671059559670749,0,0,0.069223832912416,0,0,0,0,0,0,0.159476175532288,0.0103746277943025,0,0,0,0.080065203049968,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0683880761173474,0,0,0,0.090570553264333,0,0,0,0,0,0,0,0.0707319386986234,0,0,0,0,0,0,0,0,0,0.0231142744470368,0,0,0.143819352909046,0,0,0,0,0,0,0,0.121435054464631,0,0,0.0500108994846731,0,0,0,0.0325569507853387,0,0,0,0,0,0
