,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600011.SH,X000786.SZ,X600176.SH,X601898.SH,X600886.SH,X601600.SH,X600111.SH,X000301.SZ,X600188.SH,X601991.SH,X002466.SZ,X600426.SH,X600352.SH,X600801.SH,X000027.SZ,X600803.SH,X600795.SH,X000932.SZ,X600219.SH,X002080.SZ,X600489.SH,X600688.SH,X600299.SH,X600486.SH,X000898.SZ,X600516.SH,X600027.SH,X002353.SZ,X000807.SZ,X600315.SH,X600157.SH,X000723.SZ,X601168.SH,X601992.SH,X000630.SZ,X000883.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.29791749996952,0,0,0,0.0184612604331835,0,0,0,-0.0110053099228765,0,0.0301883520134338,0.0161868103824776,0,0,0,0,0,0,0,0.025206940373106,0,0,0,0.00325234049005713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393175502435447,0,0,0,0,0.0353401419139238,0,0,0,0,0,-0.00177153125172086,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280816024800094,0.091809777324298,0,0,-0.0238260687611946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105045483384146,0,0,0,0,0,0,0,0,0,-0.025816495618132,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0888051220974406,-0.0390382673399231,0.0327913539231313,0,0,0,0,0,0,0,0.177362824123952,0,0.0492367137762492,0,0,0,0.0242403300226737,0,0,0.0638713954020763,0,0,0,0,0,0,0,0,0,0,0.125132165396386,0,0,0,0,0,0,0,0,0,0.016266094966783,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0199988831449459,0,0.331899439539803,0,0,0,0.0636936600149456,0,0,0,0.00678090016138272,0,0,0,0,0.161862813348503,0,0,0.0370394072731317,0,0,0,0,0,0,0,0,0,0,0,0,0.0694303738616756,0,0,0,0,0,0.229678363582854,0,0,0,0,0,0,0,0,0,-0.013632290468551,0,0,0,0.165520203885749,0,0
X600585.SH,0,0,0,0,0,0,0.0413020973600016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883264677001177,0,0,0,0,0.105395692298433,0,0,0,0.0111483716930874,0,0,-0.0278958754656224,0,0,0,0,0,0,0,0,0.020614967089909,0,0,0.0424350969993458,0,0,0,0,0,-0.0234475166319266,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895291287023919,0.232506925663263,0,0,0,0,0,0,0,0,0,0,0.138817410939893,0,0,0,0,0,0,0.176908138318589,0.104104112361603,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147443486777014,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0205714365619494,0,0,0,0,0,0,-0.241487955631791,-0.0802272482579118,0,0,0,0.0759920115814764,0,0,0,0,0.0902114385805448,0,0,0,-8.67361737988404e-19,0,0,-0.26490779536658,-0.0151235825835008,0,0,0,0,0.269762599540708,0,0,0.454153518581493,-0.155221955503777,0,0,0,0.19997512321034,0,0,0,0,0,0,-0.0897128514861576,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.115167977916123,0,0,0,0,0,0,0.321525041112123,0,0,0,0.0799798454412032,0.114340837558675,0,0,0.026036132896822,0,0,0,0,0.0271391885995251,0,0,0,0,0,0,0,0.272884347233002,0,0,0,0,0,0,0,0.0592969721179752,0.390900088995767,0,0,0,0,0,0.0117189928186784,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.124560220937949,0,0.158871047913599,0,0,0,0,0,0,0,0,0,0,0.0837594320972943,0,0,0,0,0,0,0,0.125473220627013,0,0,0.096687080779742,0,-0.205289339139362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159398671603205,0,-0.0209603414256293,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0425074828394775,0,-0.318747031101242,0,0.0175256461534057,0.142223990121814,0,0,0,0,0,0,0.094905795581103,0,0,0,0,0.0471383411564307,0,0,0,0.136827241773951,0,0,0,0,0,0,0,0,-0.103026583996397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324414741982871,-2.16840434497101e-19,0,0,0,-0.0576071309601321,0,0
