,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X600176.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X000408.SZ,X000807.SZ,X600096.SH,X600219.SH,X000723.SZ,X000831.SZ,X600378.SH,X600489.SH,X002080.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X000539.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.05664236441272,0,0,0,0,0,0.157850942251115,0.0309484739016743,0,0,0.0377453431847758,0,0,0,0,0,0,0.0175245249467677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132130497668336,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.292777083674942,0,0,0,0,0,0.0324232826149431,0,0,0,0,0,0.0887379349279257,0,0,0,0,0,0,0,0,0,0,0,0.0388745265662414,0.0597244029647834,0,0,0,0,0,0,0,0,0,0,0,-0.122820994065919,0,0,0,0,0,0,0,0,0,-0.0387119735328571,0.0285501906845061,0,0,0,0,0,0
X600028.SH,0,0,0,0,-2.16840434497101e-19,0,0.00191942590001194,0,0,0.041500810213727,0,0.102026897542189,0,0,0,0,0,0,0.023317030475355,0,0,0,0,0,0,0,0,0,0,0,0.0812231976169462,0.0217542807091377,0,0,0,0,0,0,0.0672205746303932,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0175870524751131,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0164572102490232,0.158761836689746,0.0286168014202029,0,0,0,0,0.0497097632732681,0.0691808995063947,0,0,0,0,0,0,0,0,0,0,0,0.293991949587548,0,0,0,0,0,0,0,0,0,0,0,-0.0969133278517961,0,0,0.115812159687239,0,-0.108104697470772,0,0.0382653089952176,0.0314706543782913,-0.0252517279717776,0,0,0,0,0,0
X600188.SH,0,0.18190881747554,0,0,0,0,0,0,0,0,0,0.172946305225145,0.0161603668493991,0,0,0,0,0,0,0,0,0,0,0.0699911688841884,0,0,0,0.0600377226647703,0,0.214897803232672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743184764104954,0.24783131481248,0,0,0,0,0,-0.0271262308688526,0.0318980741113339,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0481201035472136,0,0,0.614664362011613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044091799825215,0.00329331991183589,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0240913248762476,0,0,0,0,0,0,0,0,0.458797041898916,0,0,0,0,0,0,0,0,0,0.121159213599357,0,0,0,0,0,0,0,0,0,0,0,0,0.178748219493459,0,0,0,-0.0111157973256752,0,0,0.00564915096588144,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0232713258886998,0.538189316568362,0,0,0,0,0,0,0,0.109030417701019,0,0,0,0,0,0,0,0,0,0,0,-0.0753242565191437,0,0,0,0,0,0,0,0,0,0,0.0247029294933044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718891315125237,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0019344610890446,0,0.314010123131528,0,0.170327062244984,0,0,0,0,0,3.46944695195361e-18,0,0,-0.00769279734676157,0,0,0,0,0.135234708924851,0,0,0,0,0.0762690440257744,0,0,0,0,0.00705737373098003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111562401398711,1.73472347597681e-18,-0.0244162749721399,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0439109626578829,0,0,0,0,0.14418460372155,0,0,0,0,0.0843997591453239,0.168304325184493,0.193908581215847,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119809965253096,0,0,0,0,0.00361259463940723,-0.00896169883274567,0,0,0,0,0,0
