,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X000301.SZ,X600111.SH,X002466.SZ,X000708.SZ,X601898.SH,X600010.SH,X601600.SH,X600188.SH,X600547.SH,X600362.SH,X600426.SH,X600886.SH,X000786.SZ,X600176.SH,X600011.SH,X600219.SH,X300037.SZ,X600803.SH,X002080.SZ,X000027.SZ,X000408.SZ,X601991.SH,X000932.SZ,X600795.SH,X000825.SZ,X000898.SZ,X600489.SH,X002353.SZ,X600688.SH,X600352.SH,X000830.SZ,X000807.SZ,X002409.SZ,X000959.SZ,X601699.SH,X600549.SH,X600399.SH,X600486.SH,X600315.SH,X600801.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0932198598316394,-0.0125836236112955,0.0423456700935497,0,0.127148550095487,0,0.0190361327558761,0,0,0,0,0,0,0.0782863837610029,0,0,0,0,0,0,0,0,0,0,0.119024638415822,0,0,0,0.102072667177051,0,0,0,-0.0114575700202216,0.00719395231765077,0.0248667909620253,0,-0.0169539550089691,0,0,0,0,0,0.0189144270211152,0,0,0,0,0,0,0
X600028.SH,0.202087702710212,0,0,0,0,0,0.0528140796310781,0,0,0,0,-0.0303725754625341,0,0,0,0,0.0193053542178627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422233710640996,0,0,0,0,0,0.101118750196221,0,0.0359020636430965,0.000824034566583802,0,0.0239483869775273,0.0165261657151192,0,-0.0574266602855998,0,0,0,0,0,0,0.0405965411902181,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.104418754439566,0,0,0.122076531484425,-0.0563915064626385,0,0,0,0,0,0,0,0.311231077634304,0,0.0018843105077621,0,0,0,0,0,0.0588231592821996,0,0,0,0,0,0,0,0,0,0,0,0,0.0813816655513007,0.0433990030852266,0,0,0,0,0,0.0141080458342392,0,0,0,-0.033260125194572,-0.0203082305627619,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0147005530477498,0,0,0.0470289783843887,0.234760620088059,0,0,0,0,0.0180834183001323,0,0,0,0,0,0,0,0,0,0.0235441243069072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403368617012272,0,0,0,0.0134036359493136,0.0174552178733795,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0234922614121334,0,0.425976805039159,0,0,0,0,0,0,-6.93889390390723e-18,0.0718660616831622,0,0,0.0427868439214344,0,0,0.266994152536506,0,0,0.0160845988016875,0,0,0,0,-0.0305201327306426,0,0,0,0,0,0,0.220772710198961,0.110559015414083,0,0,0.0871863291295368,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600585.SH,0,0,0.0145800755642383,0,0,0,0,0,0,0,0,0,0,0.0208069103148703,0,0,0,0,0,0,0,0.0370160711604882,0,0,0,0.00991367664250191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503561579508794,0.0444066608014192,0,0,0.0492288808191694,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0676792433306793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146357921077314,0,0.0485654132156532,0.286983884298612,0,0,0,0,0,0.0451792473111173,0,0,0,0.0245707669647995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0164554843920303,0,0,0,0,0,0,0,0,0,0,-0.0174369333810401,0,0,0,0,0,0,0,0,0,0,0,0.0093624056098313,0,0,0,0.0531797543374822,0,-0.012959205435406,0,0,0,0.104847610576017,0,0,0,0,0,0,0,0,0,0.0825877394204334,0.101033591901881,0.0135187343559717,0,-0.0818176595259053,0,-0.0218012799797611,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0927947648349787,0.0745405171120431,0.141442182084112,-0.112418438917867,0,0,0,0,0,0,0,0,0,0,0,0.241561173157466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450339450525669,0,0,0,0,0,0.0838897812100374,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0.02475670939838,0,0.0633854340026451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596779164527095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191664774960855,0,0.131453102241753,0,0,0,0,0,0,0,0,0,0,0.12571968521335,0,0,0,0.229726322998789,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312342956992728,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0979524368616304,0,0,0,0.0154879313920348,0,0,0,0.0938934000989122,0,0,0,0,0,0,-8.67361737988404e-19,0,0,8.67361737988404e-19,0.0903438750894194,0,0,0,0,0,0,-0.065977664747876,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.486397436947273,0,0,0,0,0,0,0,-0.00504185999991101,0,0,0.0454568852438148,-0.211185779575573,0,0.153748656044613,0,0,0,0,0,0,0,0,0,-0.038035495919509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239089735295396,0,0,0,0.233594954799548,0,-0.0972520108650348,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.118697218137203,-0.0243013060984265,0,0.0297807164285917,0,0,0,0.0323758676419902,0,0,0.0146698757609194,0,0,0.126659933641227,0,0,0,0,0,0,0,-0.0255589124329857,0,0.204771815803401,0,0,0,0,0,0,0,0,0,0,0,0.0343548300006856,0,0,0,0,0,-0.108435945815107,0,0,-0.0862826319934161,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11560961285054,0,0,0,0.421445943927815,0,0,0,0,0,0,0,0,0,0,-0.0293826790841063,0,-0.100561388118625,0,0,0,0,0,0,0,0,0,0,0.1698393520237,0,0,0.176792281820735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0289534914162626,0,0,0,0,0,0.161517501196094,0.0132563227145855,0,0,0,0.0852255111331743,0,0,0,0,0,0,0,0,0,0,0,0,0.129099569304936,0,0,0.0564933524185775,0,0,0.134249362556954,0,0,0,0,0,0,0,0.15397942125226,0,0,0,0,0,0,0.000647100910980216,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.00467831797913327,0,0.116726787737195,0,0,0,0,0,0,0.0376652686278277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897077635048895,0,0,0,0,0,0,0.555360078048826,0,0,0.0590746623026074,0,0.0168102092660394,0,0,0,0,0,0.0360886896498653,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.0132468191112717,0,0,0,0,0,0,0,0,0.549592654142975,0,0,0,0,0,0,0,0,0,0,0,-0.251174543565364,0,0,0,0,0,0.0985689978269069,0,0,0,0,0.139096327198684,0,0,0,0,0,0,0.0081072989036304,0,0,0,0,0,0.2291267770042,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0011962801931979,0.0171848766566737,0,0,0,0.030531603885671,0,0,0,0,0,0,0,0,0,0,0,0.0391204722464336,0,0.0243226254611932,0,0,0,0.0773869665643573,0,0.113295296569988,0,0,0,0,0,0,0,-0.0311129750517016,0,0,0.0347978602795419,0,0,-0.00199934740179409,0,0,-0.0256296949996753,0,0,0,-0.0328672524104702,0,0
