,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600352.SH,X000831.SZ,X000883.SZ,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X000630.SZ,X000825.SZ,X600549.SH,X600660.SH,X000027.SZ,X600008.SH,X002470.SZ,X000629.SZ,X600021.SH,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,X000959.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.609743156710428,0,0,0,0,0,0,0,0.0463520421415411,0,0.0696388520240336,0.076360392383851,0,0,0,0,0,0.0553368110822324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626884250056875,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.49703682363493,0,0,0,0,0,0,0,0,0,0,0,0.0253912977979464,0,0,0,0,0.3971892161968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399174076803162,-0.0108866647750362,0,0,0,0,0,0
X601088.SH,0.0357912211032624,0.0358099606770292,0,0.0829565653004293,0,0,0.101244255442083,0,0,0,0,0,0.101631950818974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412557005180248,0,0,0,0,0,0.000700134278018288,0,0,0,0,0,0
X600019.SH,0,0.0261838635596232,0,0,0.0572197013994881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225563933229912,0,0,0,0.320494142514057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182749644185271,0,0,-1.38777878078145e-17,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600011.SH,0.0205465475211225,0.190753586508372,0,0,0,0,0,0.0719051829348527,0.121488608845537,3.46944695195361e-18,0,0,0.0545665503028883,0,0,0.128868493811236,0,0,0,0,0,0,0.109101672575596,0,0,0,0,0,0,0,0.022503707265795,0,0,0,0,0,0,0,0,0,0,0,0.165175056592354,0,0,0,0,0,0,0,0,0,-0.000815701527885895,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0860818445295866,0,0,0,0,0,0.0305780499667414,0,0,0,0,0.0336916912936898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149016906215842,0.0600858762041622,0,0,0,0,-0.0251938439467226,6.7762635780344e-21,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.053592500429867,0.0991320010028326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291455394557914,0,0.0937559313687642,0,0,0,0,0.0426674813411478,0.0233235391190259,0.203853589144623,0.377232126507355,0,0,0,0,0,-0.0055720752740893,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252737357967712,0,0.486913411569899,0,0.0351877984676513,0,0,0,0,0,0,0,0.0923678579529754,0.0189673950612433,0,0,0,0,0,0,0.177396635213614,0,0,0,0,0,0,0,0.0397369418261248,0,0,0,-0.00988297841545018,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.133330331543056,0,0,0.247587559351172,0,0.171264320305875,0,0,0,0.0245393527288462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599285138675775,0,0,0.00767709937162813,0.0885496197039665,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225977883520702,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.161601331797239,0,0.219545485297845,0,0,0.127752280728579,0,0,0,0,0,0,0.000403363312934788,0.00357863695260332,0,0,0.136082388734615,0,0,0,0,0,0,0.0281521922326355,0,0,4.33680868994202e-19,0,0,0,0.0068794243111857,0,0.0605088826418984,0,0,0.0306507676633802,0,0,0,0,0,0,0,0,0,-0.0418433765028025,-0.0337814261225695,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.261854337887109,0.226533162483636,0,0.138172747487689,0,0,0,0.153704748627435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019452051078514,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0177242966302521,0,0.00291130775332427,0,0,0,0,0,0,0,0,0,0,-0.0111157438859968,0,0,0,0,0,0
X600886.SH,0.023835031002348,0,0,0,0,0,0,0,0.0676431150270101,0.0462015063086991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170665417551955,0,0,0,0,0,0.00506618171550421,0,0,-3.46944695195361e-18,0.0258335756156902,0,0,0.103113808493437,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204685575880625,0,0,0,0,0,0
X600188.SH,0.284903631538761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154600504871094,0,0,0,0,0.219729924021604,0,0,0,0,0,0,0,0,0.146921891951088,0.185187439909579,0,0,0,0,-0.0338819693949226,0,0,0,0,0,0,0
X600362.SH,0.0625925573450624,0,0,0,0,0,0,0,0,0.0197484144677115,0,0,0,0,0,0,0,0,0.111915717850375,0.0313785976138922,0,0,0,0,0,0,0,0,0,0,0,0.0576938275432261,0,0,0,0,0,0,0,0,0,0,0.092691298647938,0,0,0.163627090808496,0.0541774129032466,0,0,0,0,0,-0.00872471451894934,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.034835492564524,0,0,0,0,0,0,0,0,0,0,0,0,0.0741411051433263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536418943853909,0.383730673090869,0,0.00335083087766918,0.0529788739005977,0,0,0.0315068584112128,0,0,0,0,0,0,0.0469972393729778,0,0,0,0,0,-0.00872889543080039,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.473819304127415,0,0,0,0.116171943165578,0.0939964173916539,0,0,0,0,0,0,0,0,0,0,0,0.0764185006833181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222620229956155,0,0,0,0,0,0,0,0,-0.0206879965531001,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.226192407169029,0.149364634270226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756907026063149,0,0,0,0,0.00480920204397005,0,0,0,0.0557978658700056,0,0.162973026351021,0,0,0,0,0,0,-0.00326331640926838,0,0,0,0,0,0
X600688.SH,-1.73472347597681e-18,0.346248811744847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789121545719509,0,0,0,0,0,0,0,0,0,0,0,0,0.190599580582723,0,0,0.0619209068311857,0,0,0,0.0435387238755485,0,0,0,0,0,0.0295333932160417,0,0,0,0,0,-0.0487306269900764,0.00223414638082506,0,0,0,0,0,0
