,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600795.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X600352.SH,X601158.SH,X000883.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X000060.SZ,X600660.SH,X000831.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600863.SH,X600008.SH,X600578.SH,X000012.SZ,X600219.SH,X600307.SH,X000959.SZ,X000630.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.4461490946237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150996642305013,0.016602906205105,0,0,0,0,0,0,0,0,0,0.0311656053528331,0,0,0,0,0.0354211218064587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510276259420742,0,0,0,0,0,0
X600028.SH,0.608201327836593,0,0,0,0.0270792162817131,0,0,0,0.0797181046224522,0,0,0,0,0,0,0,0,0,0.00961999826946595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0074984425934935,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.120984538243231,0.168878468583429,0.181751571555447,0,0,0,0,0,0,0,0,0,0,0.106333849004119,0.0301632244939279,0,0,0.130539543473294,0.0133674098651205,0,0,0,0,0.00423399306743161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0692762496118976,0,0.0730112356360265,0,0,0,0,0.184554917813016,0,0,0.0907183903908127,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.136387165628718,0.00747580629042224,0,0,0,0,0,0,0,0,0,0.200351447713182,0,0,0,0,0,0,0,-0.0100834340832301,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0344042385785875,0,0,0.107802788957921,0,0,0,0.166519055715676,0,0,0,0.0381500520489887,0.498050548619758,0,0,0,0,-0.0964297258143437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380965469563701,0,0,0,0.128942320371646,0,0,0,0,0,0,0,0,0,0,0.0235266007858886,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.304101865777046,0,0,0,0,0,0,0,0,0,0.0490196011394567,0,0,0.230854058622786,0,0.180599716101985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00130519422452,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0810198472841304,0,0.0889987268688363,0.0743055127571269,0,0,0,0,0,0,0,0,0,0,0,0.0722404429642522,0.00908620639062517,0,0,0,0,0,0,0,0.0402265232773842,0.0745779313788577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411278127155525,0,0,0,0,0,0
X600585.SH,0,0,0.342982934809766,0,0,0,0,0,0,0,0,0,0,0,0.107201762614539,0,0,0,0,0,0.0632739269683733,0,0.111321883656127,0,0,0,0,0,0,0,0,0,0,0,0,0.00973297678233169,0,0,0.00962667044750958,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075140442281726,0.00030629242008035,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0689994089640243,0.155812089916156,0,0,0,0.0859380691284999,0,0,0,0,0,0.0134624874869301,0,0,0,0.0959129612907718,0,0,0.110139683235668,0,0,0,0,0,0,0,0.0141142442582207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042137584776248,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237909195505718,0,0,0,0,0,0,0,0,0.079908284677624,0.055100624651034,0,0,0,0,0,0,0,0,0,0,0,0.266959043888342,0.0574690098800318,0,0,0,0,0,0,0.0482196350440374,0.0609844980044072,0,0,0,0,0,0
X601991.SH,0,0,0,0.289183070213032,0.0196247728479213,0,0,0,0.0458496113456023,0,0,0,0,0,0,0,0,0,0.212240168715171,0,0.0595339483481985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122852317157304,0,0,0,0,0,0,0,-0.0289528924281652,-8.67361737988404e-19,0,0,0,0,0,0
X600688.SH,0.0185972074606535,0.389555024949189,0,0,-0.0946104774162227,0,0,0,0.120811925852498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16122591797387,0,0,0,0,0,0,0,0.0673707410658424,0,0,0,0,0,0,0,0,0.0415372221595623,0,0.0221972984630542,0.0886149058731334,0,0,0,0,0,0,0.0428316498507164,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.110348421861687,0,0,0,0,0,0,0.105621960596946,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00384347398239476,0,0,0.0959055933250801,0,0.193924975436139,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868490236095743,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0993385801602281,0,0,0,0,0,0,0,0,0,0.0355561849523501,0,0,0,0.0169628755606016,0,0,0,0.0271284345210494,0,0,0,0,0,0,0.0613208174975861,0.084856528165781,0,0,0.179972672873272,0,0,0,0,0.0272746755575544,0,0.0472601944145624,0,0,0.0662485527463763,0,0,0,0,0,0,0.00227771441946897,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.157711825533555,0.0388263072956986,0.0342378316651107,0.437665368917061,0,0,0,0,0.12242563158614,0,0,0,0.00395348475525912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229039322301577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105375499068151,0.00467454725401764,0,0,0,0,0,0
X600027.SH,0,0,0,0.156335636182481,0.347947862747941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429999375951247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244098097426307,0,0,0,0,0,0,0.0599857271106524,0,0.0607014973017113,0,0,0,0,0,0,0,-0.0148852790150758,0.00657448323686254,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00516469137005054,0,0.047086922220597,0,0,0.0295656269999602,0.221992525823071,0,0,0,0,0,0,0,0,0.0754973376431254,0,0.0770678844453824,0,0,0,0,0,0,0.19030908756575,0,0.207828421119586,0,0,0.0370721672870141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000388181255144544,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0674948964428501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142578803215459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231668331071284,0,0,0,0,0,0,0,0,0,0,0.0596438170674196,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.222136435283298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567937067881582,0,0.271526366897317,0,0,0,-1.0842021724855e-19,0,0.0272956733121165,0,0,0,0,0,0,0,0.203782342842271,0.315932650392407,0,0,0,0,0,0,0,0,0,0.00931596474043292,0,0,0,0,0,0
