,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X600886.SH,X002271.SZ,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600378.SH,X600219.SH,X600995.SH,X600348.SH,X002080.SZ,X600489.SH,X600096.SH,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600688.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.467048885446536,0,0,0,0,0,0,0,0.207876658450252,0,0,0.0241276386345866,0,0,0,0,0,0,0,0,0,0,0,-0.0385829306697131,0,0,0,0,0.00327097564240633,0,0,0.0482581781002874,0.0812930584037698,0.00238514284966172,0,0,0,0,0,0,0,0,0.082928599168795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.459697069554709,0,0,0,0,0,0.0248973346074814,0,0,0,0,0,0,-0.0433906537567041,0,0,0,0,0,0,0,-0.0383431980273628,0.0877581221604669,0,0,0,0.0671696838938858,0,0.0194071306622955,0,0,0,0.0401563517918517,0,-0.0141948761071872,0,0,0,0,0,0,0,0.144646080641272,0,0,-0.00447326104134722,0,0,0,0,0,0,0,0,0
X600028.SH,0.574312759769986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126018228266166,0,0,0,0,0,0,0,0.0714747628147872,0.0121504426182916,0,0,0,0,0,0,0,0,0.00583632015244456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234014137269944,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.020851873999538,0,0,0,0,0,0,0,0,0,0,0.148851644470124,0,0,-0.0360204802345639,0,0,0.21802228904448,0,0.0255393100247278,0,0.100237988370371,0,0,0,0,0,0,0.15787703096639,0,0,0,0,-0.151556405431073,0,0,0,0,0,0,0,0,0,0,0,0.0137673603742019,-0.07218571968104,0,0,0,0,0,0
X600188.SH,0,0.68867668622258,0,0,0,0,0,0,0,0,0,0,-0.047245861234587,0,0,0,0,0,0,-0.068734703812269,0,0,0,0,0,0,0,0.0869766906475982,0,0,0.0977731369951036,0,0,0,0,0,0,0,0,0.0541124304667495,0,0,0,0,0.217553534801523,0,0,0,0,0,0,0.0266468875948257,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.541505798190423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353546479260048,0,-0.0725146472219508,0,0,0,0.0640692604002734,0,0,0,0,0.0539473695490677,0,1.0842021724855e-19,0,0,0,0,0.108921668907339,0,0,0,0,0,0.00199423823166262,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.582130483537506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027521527373981,0,0,0,0,0,0,0.0733389521039964,0.0622569042791037,0,0.449448647822239,0,0,0,0,0,0,-0.0629772041242216,0,0,0,0,0,-0.0105007830079848,0,0,0,0,0,0,-0.0111258874920156,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0962912712006163,0,0,0,0.0959724438175487,0,0,0,0,0,0,0,0.0293353905031874,-0.0535570884934335,0,0,0,0,0.358168412482721,0.00320017955768296,0,0,0,0,0.0733420600534811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.185123604387678,0.0328414637485539,0,0,0,0,0,0,0.134436875552065,0,0,0,0,0,0,0,0,0.152519702844418,0,0,0,0,0,0,0,0,0.278485655524507,0,0.0594819831285627,0.162951176486354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034840612671725,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222992867436831,0,0,0.272464146652626,-0.0179807829424485,0,0,0.0669580449986563,0,0,0,0,0,0,0.0643031991860637,0,0,0,0,-0.21509742873951,0,3.46944695195361e-18,0,0,0,0,-0.0502261603162462,0.0539347827649596,0,0,0,0,0,0
