,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X000883.SZ,X600489.SH,X000539.SZ,X600547.SH,X002353.SZ,X000629.SZ,X000831.SZ,X000630.SZ,X000825.SZ,X000027.SZ,X600808.SH,X600578.SH,X600549.SH,X601699.SH,X000983.SZ,X600008.SH,X600863.SH,X600660.SH,X600307.SH,X600315.SH,X000937.SZ,X600348.SH,X600098.SH,X601168.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.725201113384506,0,0,0,0,0,0,0,0,0,0.0631901300081957,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364151363769842,0,0,0,0,0,0,0,0,0,0,0,0.00407045791888775,0,0,0.0392522786656065,0,0,0,0,0,0,0,0,0,0.0270998042007553,0,-0.0151398915678002,0,0.0132734170806965,0,0,0,0,0
X600028.SH,0.539083813652329,0,0,0,0,0,0,0,0,0,0,0.00155778300056083,0,0,0,0,0,0,0.262061006365932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029736860232835,0,0,0.00461955487041507,0,0,0,0,0.0493315490320854,0,0,0,0,0,0,0,0,0,0,-0.0399089955046935,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.337226701455076,0,0,0,0,0,0.0255945940803616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682639935540679,0,0,0,0.0325943382978567,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083321181384168,0,0,0,0,0,0
X600011.SH,0,0.0151809920800068,0,0,0,0.114467598441741,0.0386866807251564,0.111510395995752,-6.93889390390723e-18,0,0.229462509237079,0.0597494059101625,0.0204766319085618,0,0,0.100640148339371,0,0,0,0,0,0,0,0,0,-0.051387861183284,0,0,0,0,0,0,0.0464221250600982,0,0.11011293937031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0989948793505974,0.0715952621649943,0,0,0,0.0303461540515215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659340280002862,0,-0.0289231701534097,0,0,0,0.0508891181962659,0,0,-0.0526531661138514,0,0.0823296365254329,0,0,0,0,0,0.041298823092264,0,0,-0.0522536564075237,-0.00666612185659816,0,0,0,0,0,0
X600019.SH,0.0862452921001771,0,0,0.0752387693788184,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.018773099179477,0,0,0,0,0.191996716504474,0,0.333761759476048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0431116251509078,-0.0195993919807635,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0929221902132588,0.108457842426183,0,0,0,0.0154607195766451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10001925130596,0,0,0.501147047462234,0,0,0,0,0,0,0,0,0,0,0,-0.020764531546586,-0.0135648526311921,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0497008455713629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131495179347494,0,0,0,0,0,0.142806365249416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305981055331323,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0659291413842422,0.0967975020791857,0,0,0,0.0602969659126687,0,0.0746883448364943,0,0,0,0,0,0,0.252504167062016,0,-1.73472347597681e-18,0,0,0,0.133046669945095,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0182241824445435,0,0,0,0,0,0,0,0,0,0,0,0,0.113016457308179,0,0,0,-0.00632324646126745,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.255605146727548,0,0,0,0,0.270701646770055,0,0,0,0,0,0,0.00120342120006253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150877351426085,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00617391771258085,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.003035259089216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116923190036613,0,0,0,0,0,0,0,0,0,0,0,0.0904822681660162,8.67361737988404e-19,0.126410941633108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142108341902397,0,0,0,0,0,0
X600188.SH,0.0425719544634752,0.141066134459901,0,0,0,0,0.00628097756759377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0904247515900448,0,0,0,0.162938925652663,0.323614156755824,0.131392839734482,0,0,0,0,0.0410849911912191,0,0,0,0,0,-0.0325717749950039,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.239396451239231,0,0,0,0,0,0,0,0,0.0259164302624377,0,0,0,0,0,0.143276660190507,0,0.0330972915663713,0.143154194613635,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0229086563361484,0,0,0,0.189562053903271,0,0,0,0,0,0,0.0849527746914276,0,0,0,0.0485031520866497,0.0684198587588503,0,0.0225851405322695,0,0,0,0,0,0,0
X600362.SH,0.0231596756944898,0,0,0,0,0,0.177842437178938,0,0.118985195467263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602312758767169,0,0,0.0396994664725711,0.0181527769478645,0,0.0767010349083986,0,0,0,0,0,0,0,0,0,0.0436807365592331,0,0,0,-0.0178156643515375,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0239603408667685,0.0458389369240949,0,0,0,0,0.0856928915112741,0,0,0,0,0,0,0,0,0,0,0,0.0178837472264676,0.0619468952996385,0,0,0.0245806455242169,0,0,0,0.3284284352364,-6.93889390390723e-18,0,0.00623434263132704,0,0,0,0,0,0,0,0,0,0,-0.00733576989201233,-0.0076131621632061,0,0,0,0,0,0
X600027.SH,0,0,0,0.276397292185357,0,0,0,0.0994833225127616,0.14725480076495,0.142827517000675,0,0.00359203303451078,0.00398543747113008,0,0,0,0,0,0,0,0,0.0248969911374573,0,0,0,0,0,0,0,0,0.00633215637161961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147724120343964,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0364911719921879,0,0.125034910840108,0,0,0,0,0,0,0,0.122754057061129,0,0,0,0,0.0215638139325436,0,0,0,0,0.126658951646189,0,0,0,0,0,-0.0258805154419515,0.0978633686333662,0,0,0,0,0,0.0767347101520508,0,0,0,0.0840542753516622,0,0,0,0,0,0,-0.0205203294666737,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.12607567567799,0,0,0,0,0,0,0,0,0,0,0.318873726897159,0,0,0,0,0,0,0,0,0,0,0,0.0715447878733041,0,0,0,0,0,0,0,0.199871183770462,0,0,0.0177133707598383,0,0,0,0,0,4.33680868994202e-19,-0.0175968897796057,0.0155883523730082,0,0,0,0,0
X600688.SH,0,0.170598745296589,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0575110417796243,0,0,0,0,0,0,0,0.0778498293495688,0,0,0,0,0.0666793757807213,0,0.0571130318113391,0,0.183876750046719,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0262662462263446,0,0,-0.0476445534735998,-0.0191077492060438,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.129393565846605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033877813529949,0,0,0,8.67361737988404e-19,0,0,0.0411785258020758,0,0.0873365594371759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829334002304019,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,-3.46944695195361e-18,0,0,0.136788787503925,0,0,0,0.109959727317861,0,0,0,0,0,0,0,0,0,0.113776999750968,0,0,0,0,0,0,0,0,0,0,0.127132553778664,0,0.0486920002843624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197914014084693,0,0.0144046237335132,4.33680868994202e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.042487380794195,0,0,0,0,0.0318367128415765,0,0,0,0,0,0,0,0,0,0,0,0,0.112041737575284,0,0,0,0,0,0,0,0,0,0,0.246527680082303,0,0,0,0,0,0,0,0,0.116680188135171,0,0,-0.0285825541314902,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0822585149415043,0,0,0.000862379426345533,0,0,0,0,0,0,0.0608379649395611,0,0.00965858243889691,0,0,0.383919402010876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428669368002894,0,0,0,0,0,0,0,0.198391212728864,0,0,0,0,0,0.167028643568105,0,0,-0.00114420207240263,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0378498656061831,-0.00639922844626635,0,0,0,0.102653634708917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913109563542879,0,0,0,0.0970111532655421,0.0878023017723485,0,0,0,0,0,0.0369798910248991,0,0,0,0.0727236539367685,0,0,0,0,0,0,0,-0.0105984061793837,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.119893729121157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04864920101611,0.177331661528206,0,0.191955191312723,0,0,0,0,0,0.0113403808654276,0,0,0,0,0.128410082119044,0,0,0,0,0,0,0,0,0.0347638979798243,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,-0.0552848194766382,0,0,0,0,0,0,-0.0941361258278295,0,0,0,0,0,0,0,0,0.0323000332385021,0,-0.0857820958213986,0,0,0,0,0,0,0,0,0.0473217434256299,0.100952394563421,0,0,0.137672597157973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584402508086868,0.0174967947877685,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.185706218587337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424774336777728,0.0374412561931805,0,0,0,0,0,0,0,0,0,0,0,0.325615654293182,0,0,-0.0176165944884161,-0.0106869032830898,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780640438667436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420656926330543,0.0696839281944334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418492446721033,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.331292074285111,0,0,0,0,0,0,0,0,0,0,0.0054854488092394,0,0,0,0,0,0,0,0,0.0229508706302959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422965226139171,0,0,0,0,0.0135698285484217,0,0,0,-0.0250614093718822,-0.0228360910488422,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,-0.0591630650558987,0,0,0,0,0,-0.0571703733635565,0,0,0,0,0,0,0,0,0,0.0371545928006869,0,0,0.156844842263337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364810476657883,0,0,0,0,0,0,0,0,0,0,0,-0.00241778247533276,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0.0312704162987342,0.0919238417461894,0,0,0,0,0.119143428054723,0,0,0,0,0.049935801699334,0,0,0.386328552929474,0,0,0,0,0,0,0,0,0,0,0,0,0.079309045188347,0,0,0,0,0.0197195442593803,0,0,0,0,0,0,0,0,0,0,0,0,-0.023236873509918,0,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0,0,0.207232431767952,0,0,0.0222020702100706,0,0,0,0,0,0,0,0,0,0.0401512706903873,0,0,0,0,0,0,0,0,0,0,0.133835016764907,0,0,0,0,0.148859999141468,0.150577443121223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090583310856441,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0.0969122060048416,0,0,0,0,0.0280800376663329,0,0.00990571624799521,0,0,0,0,0,0.04851770201444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.161053129589267,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0883916435842787,0.135125099156739,0,0,0,0.115020532748405,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.21173579930799,0,0,-0.0855920948609973,0,0.0210392581621223,0,0,0.252315911266864,0,0,0,0,0,0,0,0,0.111206891481102,0.179776368968655,0,0,0,0,0.0322120502290035,0,0,0,0,0,0,0,0,0,0,0,0,0.030455270902204,0.0967680249927797,0,0.0245661318195816,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0684917003950662,0,0,0,0,0,0.0963638009753511,0.205446386509045,0,0,0,0,0,0,0,0,0,0,0.0765127143400273,0,0,0,0.0921664715078251,0,6.93889390390723e-18,0.238550612644701,0,0,0,0.0506918601837339,0,0,0,0,0,0,0,0,0,0,-0.0182406845350225,-0.0210886855863022,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554924218371476,0,0,0,0,0,0,0,-0.0547629234870263,0.446943947453516,0,0,0,0,0.262387674251719,0,0,0,0,0,0.0924495443024074,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0752155649328583,0,0,-0.0124072224121719,0,0,0,0,0,0
X600578.SH,0,0,0,0.173899788432347,0,0,0.0101431992521886,0,0.0346437843949907,0,0,0.0402275525772594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766743431276953,0.0615637962981941,0.108980852076352,0,0,0,0,0.183907605413766,0.052917238023501,0,0,0,0,0,0,0,0.0596952783004783,0,0,-0.0126215240825254,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0.0813962935433029,0,0,0,0,0,0.11277228986624,0,0.218429897957022,0,0,0.0282345340312805,0,0,0,0.00625749317147911,0,0,0,0,0,0,0,0.0523466717081746,0,0,0,0,0,0,0,0,0,0,0.0642970872880367,0,0,0,0,0,0,0,0,0,0,0,-0.00513873946168122,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0.139470686642543,0,0,0,0,0.0986901998795887,0,0,0,0,0,0.00983583227084289,0,0,0,0,0.00346987725169067,0,0,0,0,0,0,0,0.014442676645748,0,0,3.46944695195361e-18,0,0,0.0852801079522583,0,0,0.123779064712376,0,0,0,0,0,0.194027749962947,0,0,0,0,0,-0.0287379853676676,-0.00517948587498426,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0.145164175772315,0,0.0473031830517406,0,0,0.128319684775536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055584666725278,0,0,0.303973364951508,0,0.00309499199725671,0,0,0,0,0,0,0,0,0,0,-0.00121145632661653,-0.0106996778453219,0,0,0,0,0,0
X600008.SH,0,0,0.0247226802957724,0,0,0,0,0,0,0,0,0.0337037614279478,0,0,0,0,0,0.088943489507616,0,0,0,0.289333870285186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116250306172934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012134243246783,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.309614562710964,0,0,0.17292587113446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082323817686433,0,0,0,6.93889390390723e-18,0,0,0.0322341355839938,0,0,0.162365383267495,0,0,0,0.018743675913433,0,0,0,0,0,0,0,0.0391481501542889,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.127703046073306,0,0,0,0.0113295731500381,0,0,0,0,0.0857291696873952,0.125839112814727,0,0,0,-0.0413403146187307,0.0341442180780648,0,0,0,0.06208209875802,-8.67361737988404e-19,0,0,0.0546588791004512,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00682658997256985,0.0662307519112494,0,0,0,0,0,0,-0.0375403194162707,-0.0140582890610811,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820536766544195,0,0,0.177607790772576,0,0.294782589323798,0,0,0,0,0,0,0,0.0359072391236145,0,0,0.173493229807136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167300479349982,0,0,0.0219179295594191,0,0,0,0,0,0
X600315.SH,0,0,0,-0.0159569397644894,0,0,0,0,0,0,0,0,0,0,0.157958151997285,0,0,0.011430061955694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748743697950941,0,0.159990656382333,0,0,0,0,0.210057733008878,0,0,0,0,0,0,0,0,0.0280224929300009,0.00116686623791528,0,0,0,0,0,0
X000937.SZ,0,0,0,0,0,0.0474066826085892,0,0,0,0,0,0.142648030304273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173062055566704,0.357774477399703,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119967398853055,0,0,0,0,0,0
X600348.SH,0,0,0,0,0,0,0.327238916039758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330634283837753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122744795980566,0.139420661645581,0,0.0496934020051359,0,0,0,0,0,0,0,0,0,0,-0.00101921799668812,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199278114408507,0,0,1.73472347597681e-18,0,0,0,0.068838396181965,0.122442056091614,0,0,0,0,0,0.18285798495528,0,0,0,0,0,0,0,0.00804158832977069,0.0201674076248383,0,0,-0.0297957471509169,0,0,0,0,0,0
X601168.SH,0,0,0,0,0,0,0,0,0.071035642595703,0,0,0,0,0,0,0,0,0.098262314191647,0,0.254783346577722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962971696561493,0,0.054887641807537,0,0,0,0.0416701225300572,0,0,0,0,0,0,0,0,0,0,0,0,-0.00589657831021617,0,0,0,0,0,0
