,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600309.SH,X600660.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X600758.SH,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X601699.SH,X000012.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0117199939836416,0,0,0,0,0,0.00172255033961506,0,0,0,0,0.044053440507075,0,0,0,0,0,0.00379505406050604,0,0,0,0,0,0,0,0.0567942455551193,0,0,0,0,0,0,0,0.0310632690792666,0,0.00729389006844842,0,0,0.00861924948508079,0,0,0.0259589469315298,0,0.0338267521062683,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0479270994011028,0,0,0.0503388832234719,0.00391367469484186,0,0,0,0.0149434261949927,0,-0.0193616512073939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774086350018218,0,0,0,0,0.0254788314593592,0,0.0570314411445395,0,0,0,0,0,0,0.00549144914546785,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.160818020654832,0.0113873011528305,0,0,0.0179462755798334,0,0,0,0,0,0,0.0236420696539136,0,0.034028657681875,0.0898373058336203,0,0,0,0,0,2.16840434497101e-19,0,0,0.037834762133356,0,0,0.0218255513214438,0,0,0,0,0,0,0.0793442879111493,0,0,0,0,0,0,0,0,0,0.0200368414239394,0.0421630487593865,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.124668794572041,0,0,0.106226236541115,0,0,0,0.0739058012610114,0,0,0.00845168494992472,0,0,0,0,0,0,-0.180338200422622,0,0,0,0,0,0,0,0,0,0,0.144510287507323,-0.0226594292239975,0,0,0,0,-0.134459428319141,0,0,0,0,0,0,0,0.0241732044209248,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569100627316798,0,0,0,0,0,0.157151553632148,0,0,0,0,0,0,0.125999968430284,0,0,0,0,0.0246304601651562,0,0,0,0,0,0,0,0.025014364184342,0,0,0,-0.00282623708399623,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.221513559505349,0,0,0.0509871176843006,0,0,0,0,0,0.211030066791985,0,0.136869988560209,0,0,0,0,-0.0773899491116464,0,0,-0.114660465143389,0,0,0,0,0,0,0,0,0.0847562849653903,0,0,0,0.0632845616008074,0,0,-0.0845799532783779,0,0,0,-0.0143229543693858,0.156856251890464,0,0.0488090970566833,-0.0687044539589409,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0344627097840461,0,0,0.0901807486287962,0.0205634849048977,0,0,0,0,0,0,0,0,0,0,0.0334301519267754,0,0,0,0.00725880288370794,0,0,0,0,0,0.0751573479166362,0,0,0,0,0,0,0.0356611875770616,0,0,0,0,0,0.255555372279628,0.169814277600598,0,0,0.0142502385746797,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00822271227764446,0,0,0,0.10717040985358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866975823429959,0,0,0.00161010535694361,0,0,0,0,0.0219243122963342,0,0,0,0,0.00677589099773198,0,0,0.125744532239329,0.0650242739761254,0,0,0.00165870343697999,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.046118398033092,0,0,0,0,0,0,0,0,0.0652758551044411,0,0,4.33680868994202e-19,0,0,0,0.115133976866619,0,0,0,0,0,0.628799972574362,0,0,0,0,0.0696235645469846,0,0,0,0,0,0,0,0,0.101180055249224,0,0,0.0428294547247386,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113644597139765,0,0,0,0,0.0892779552138638,0,0,0,0,0.074248994291257,0,0.00326836487621648,0,0,0,0,0.0151058171441326,0,0,0.0201467076301322,0.0247122327828501,0.00569495072800537,0,-0.0117387486835907,0,0.0427506060113444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0182228389397743,0,0,0,0,0.192058420289343,0,0.0365023419879471,0,0,0,0,0,0,0,0.0138996435667142,0,0,0,0.0194740589295621,0,0,0,0,0,0,0,0.0389435034409108,0,0,0,0,0.107701997844915,0,0,0.0279220437315314,0.149530358244657,0,0,0,0,0,0,0,0,0,0
