,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X002466.SZ,X601991.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X002460.SZ,X600795.SH,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600111.SH,X600176.SH,X600516.SH,X000786.SZ,X000898.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600352.SH,X600027.SH,X000792.SZ,X000553.SZ,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X600219.SH,X000883.SZ,X600549.SH,X000630.SZ,X600583.SH,X600808.SH,X002470.SZ,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.275161607821816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138614928598583,0,0.0100977094287799,0,0,0,0,0.0368023064657013,0,0,0,0,0,0,0,0,0,0,0.0256180422443871,0,0,0,0,0,0,0.138790078464736,0,0,0,0.0554448558764525,0,-0.0149417055663666,0.0157671553681057,0,0,0,0,0,0
X600028.SH,0.123573710261798,0,0.116041826947122,0,0,0,0,0,0,0,0,0.231823278824831,0,0,0,0,0,0,0.145540317935365,0,0,0,0,0,0.100720026083392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09008170179554,0,0,-0.0111006673051926,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.339310590957005,0,0,0,0,-0.0243467032107801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744380954820632,0,0,0,0,0,0,0,0,0,0,0.358766192743506,0,0,0,0,0,0,0,0,0,0,0.0132578609182137,-0.0100860817755299,0,0,0,0,0,0
X600019.SH,0,0.0807902637131178,0.12633854104259,0,0.0341321687007135,0,0,0,0,0,0,0,0.0860009063820111,0,0,0,0,0,0,0,0,0,0,0,0,0.0357104800091383,0,0,0,0,0,0,0,0,0,0,0,0.0674096702193514,0,0,0,0,0,0,0,0,0,0,0.018882241369988,-0.0586673543125154,0,0,0,0,0,0
X600585.SH,0,0,0,0.161193103523094,0,0,0,0,0,0,0,0,0.20828756778104,0,0.0187662098112213,0,0,0,0,0,0,0,0.0275486765919663,0,0.204966222232031,0,0,0,0,0,0,-0.112844875555125,0,0,0,0,0,0.0580523309552974,0,0,0,0,0,0,0,0,0.0558284547009735,0,0,0.000792533055393913,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0878227761847696,0,0,0,0,0,0,0,0,0,0,0,0,0.0364132969941526,0,0,0,0,0,0.0110951398234368,0,0.0544992224263286,0.119986977792826,0,0,0,0,0,0,0,0.0244932548510051,0,0.0507464801834945,0,0.022372708005305,0,0,0,0.0275828272642099,-0.0371073531575851,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0420671986454034,0,0,0,0,0,0,0.114204995141581,0,0.0719361205239977,0,0,0,0,0,0,0,0.0915588341927042,0,0,0.00828454044420279,0,0,0,0,0,0,0,0,0,0,0.17949907106274,0.105249697278758,0.0617048774827527,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.140214591752999,0,0,0,0,0,0,0,0,0,0,0.140829941761552,0,0,0,0,-0.246925277340585,0,0,0,0,0,0,0,0,0.375274362925943,0,0,-0.0726596254246933,0,-0.133230044453078,0,0,0,0,0,0.175963652160399,0,0,0,0,0,0,-0.395765646371724,0,-0.259943883474374,0,0.164759372841101,-0.286805256471822,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416940963197862,0,0,-0.0862147723097365,0,0,0,0,0.181435536264958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019043361579224,0,0,0,4.33680868994202e-19,-0.0124856352114688,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168229609494125,0,0,0,0.0717579778412299,0,0,0,0,0.0709583354702677,0,0,0,0,0,0.0658810018909948,0,0,0.0194945520705958,0,0,0.0396822077930429,0,0,0.0624873294650493,0,0,0,0,0,-1.90534387080266e-05,0,0,0,0,0,0
