,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000301.SZ,X600160.SH,X601991.SH,X000786.SZ,X600426.SH,X601699.SH,X002466.SZ,X000983.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X000408.SZ,X002128.SZ,X000933.SZ,X600096.SH,X000877.SZ,X000883.SZ,X600378.SH,X600352.SH,X600995.SH,X002353.SZ,X600863.SH,X600612.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.439324389492129,0,0.00520390947524529,0,0,0,0.0289759564478477,0,0,0.311099304855199,0,0.0178054057794627,0,0,0,0.0776513364489766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173573057348746,0,0,0,0,0.130797136930591,0,0,0,0,0,0,0,0,0,0.0640897461633545,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0540086809247612,0,0,0,0.229884305786038,0,0,0,0,0,0,0,0,0.223365752003165,0,0,0,0,0,0,-0.0512658480479506,0,0,0,0,0,0,0,0,-0.0245515950101484,0,0,0,0,0,0,0,0,0.0907912470789595,0.0496394790337272,0,0,0,0,0,0,0,0.0156983294569026,0,0,0,-0.00941471261714864,-0.00156411689101296,0,0,0,-0.0343837096707944,0,0
X600028.SH,0.29264949147518,0.154845113928416,0,0,0.124974772361827,0,0,0,0,0.0894564467151655,0,0.133134507327731,0,0.131637161200665,0,0,0,0,0,0,0,0.0371300435218899,0,0,-0.0290864386741316,0,0,0,0,-0.0512791453352127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124472040887641,0,0.0685666426081173,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310617070174606,0.329859590794767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265736892436603,-0.0117271304978345,0,-0.0813426199248086,-0.0432830073224522,0.0204264131432437,0,0,2.16840434497101e-19,0,0
X601898.SH,0,0.460519616473556,0.195239318229442,0,0,0.147282650360622,0,0,0,0.0306076792216339,0,0,0,0,0,0,0,0.0612714100072406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387369799297064,0,0,0,0,0.100460957488109,0,0.107886461781447,0,0,0,-8.67361737988404e-19,0.105759754212874,0,0,0,0,0,0,0,0,0.0193135186166968,0,0
X600188.SH,0,0,0,0,0.147307590724268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369234548042486,0,0,0,0,0,0.161811312162764,0,0,0,0,0,0.481561402448141,0,0,0,0,0,0,0,0,0,0,0,0,0.17863941874788,0,0,0,0.00439783554936673,0,0,0,0,0,0,0
X600019.SH,0,0.0426140885700369,0.26769562092912,0,0,0,0,0,0,0,0,0,0,0,0.18368654587086,0,0,0.0553502171444277,0,0.27869367795147,0,0,0,1.73472347597681e-18,-0.0206497352865341,0,0,0,0,0,0,0.0290073245878627,0,0,0,0,0,0,0,-0.0297496205702882,-0.0213468262085502,0,0,-0.0706808150738503,0,0,0,0,0,0.0511182406849263,0,-0.00727564901392195,-0.00477100624411694,0,0,0,-0.0855571379826555,0,0
X600660.SH,0,0,0,0.0661347464930312,0.0406084123161871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.487805026927101,0,0,0,0,0,0,0.158795003407986,0.430205895041449,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177457876571303,0,0,0,0,-0.0595858423874173,0,0,0,0,-0.0907984351566971,-0.0554317511029484,-0.175099049824722,0,0,-0.0498175359095379,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515850809829333,0,0,0,0,0,0,0,0,0,0.132571202607606,0,0,0,0.418681368295262,0,0.223137350655498,0.0848099913966755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0942858594459841,0,0,0,0,0,0,0,0,-0.11779189207524,0,0,0.710441003231239,0,0,0,0.0225145023247073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376294635116259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312726354667409,0.0341221721878408,0,0,0,0,0,0
