,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002460.SZ,X002271.SZ,X601992.SH,X002466.SZ,X000723.SZ,X600176.SH,X600583.SH,X002353.SZ,X000898.SZ,X600516.SH,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000553.SZ,X000629.SZ,X000792.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0323120769625219,0.131666975344853,0,0,0,0,0,0,0,0,0,0.10942294384347,0,0,0.0481885744491881,0,0,0,0.0407461272217972,0,0.00218657693548998,0,0.0995270222579886,0.0103419028869815,0,0.0207982000148083,0,0,0.0321455916174954,0,0,0,0,0,0,0,-0.0394692726055962,0,0,0,0,0,0,-0.0116177954742907,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0518989243335581,0,0,0,0,0,0,-0.0276997129206142,0.0777176769983317,0,0,0,0,-0.0161050666218964,0,0,0,0,0,0,0.118196928069,0,0.0180356043285503,0.0123415754278061,0,0,0,0,0,0,0,0,0,0,0,-0.0213375212928365,-0.0173387508019585,0,0,0,0,0,0,-0.00311408321370515,0.007455471498889,0,0,0,0.00695689983925107,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.00337861853297513,0,0,0,0,0,0.0339485329571642,0.0993554442133024,0,0,0,0,0,0,0,0,0.133354166720836,0,0.0621899519213126,0,0,0,-0.0204930263859114,0,0.0425586123660981,0.0440164975930212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158844194257058,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.01655168255328,0,0,0,0.378972786825887,0,0,0,0,0,0.0660998396003441,0,0,0,0,0,0.0274441812805979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149477479145664,-0.0339098409241972,0,0,0,0,0,0
X600309.SH,0,0,0,0.0360780853409051,0,0,0.0457979902815456,0,-0.0648015858389105,0,-0.0414374302918677,0,0,0,0,0.16470525939769,0,0,0,0.0346827166536921,0,0,0,0,0.0559983310153248,0.181688530193202,0,0,0,0,0,0,0,0.0468240853631801,0,0,0,0,0,0,0,0,0,0,-0.0758508180871274,0,0,0,0,0,0,-0.0313999859075617,0,0,0,0,0,0,0
X600019.SH,0,0,0.0932152682154648,0,0,0,0,0,0.0688299861554515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610179392297936,0.0211936173489183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223542063753632,0,0,0,0,0.0444145642939521,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0288656544929079,0,0,0,0,0,0,0.017064616892897,0,0,0,0,0,0.0248514506821,0.203738904045129,0,0.0619227800148438,0.0396081177808185,0,0,0,0,0.0945536853280393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360399059667515,0.00704890192002242,0,0,0,-0.0056999282192675,0,0
X600547.SH,0,0,0,0,0,-0.0277324542017528,0,0,0,0,0,0,0,0,0,-0.0494112424766033,0,0,0,0,0,0,0,0,0.00290594335016553,0,0,-0.0639587646385911,0,0,0,0.00128585171175788,0,0,0,0.063806309709171,1.20017261032731,0,0,0,0,0.100553370335649,0,0,0.120841027934729,0,0,0,0,0,0,-0.0325032744512407,0.00319479184845509,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.332496621440264,0,0,0,0,0,0.0304719914323689,0.248529599194624,0,0,0,0,0,0,0,0.117663824738315,0,0.130133856752626,0.059789247205272,0,0,0,0,0,0,0.0882675036437988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316307295720231,-0.0188735821553571,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321004607370311,0,0,0,0,0,0.0207754345260239,-0.00987020462215857,0,0,0,0.0282438459269604,0,0.0516539273254865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345534224505945,0,0,0,0,0.00244293489036536,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.116635839975959,0,0,0,0,0,0,0.133203939402168,0,0,0,0,0,0,0,0,0,0.0257891789578387,0,0.0853429112094306,0.0690955997217752,0.0783975655917141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233112616322885,0,0,0,0.12402375477438,0,0
X600886.SH,0,0,0,0,0,0,0,-0.148516003138127,0.160743726737853,0.164738802931913,0,0,0,0,0,0.00608761505924935,0,0,0,0,0,0.0763272466879536,0,0,0,0,0,0.0683459676657513,0,0.142615139649705,0.0667862956212485,0,0,-0.0534521601215152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016426329436635,-0.0180188654699041,0,0,0,0,0,0
X601600.SH,0,0,0,0.0697367852323321,0,0,0,0,0,0,0,0,0,0.0364326223608114,0,0.000917837173660948,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0424346585990199,0,0,0.151589102813858,0,0,0.0395409089361105,0,0,0.0354614288816019,0,0,0,0,0,0,-0.0502986131307272,0,0,0,0.138287643127595,0,0,0.0535894719811126,0,0,0.0215285604021615,0,0,0,0,0.0249918430238248,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0689938684003698,0,0.120969906574093,0,0.140235844233133,0,0,0.0304838304445791,0,0,0,-0.0962063007082724,0,0,0,0,0,0.0428335938341399,0,0,0.0367935567226741,0,-0.020902987372683,-0.0489107153309214,0,0,0,0,0,0,0,0,0,-0.00123569414612598,0,0,-0.0311874686285949,0,0,0,0,0,0,0.00497466902741941,0,0,0,0,-0.0154099704057223,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0750625643040242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019562461647161,0,0,0.0880761941778673,0.0188909035905383,0.0640405750747767,0.050465169685708,0,0.00357520668124385,0,0.138074964209915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.158563730561309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328237841728871,0.168684181099439,0,0,0,0.125800047508075,0.0298559141137683,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.00941675615554137,-0.00105258106362419,0,0,0,0.0277449358455681,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0161267362968957,0.155253493033332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426110147126657,0.14247626242662,0,0,0,0,0,0,0,0.0138938316860568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813598867054449,0,0,0,0,0,0.0719442519392602,0,0
