,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600585.SH,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X000983.SZ,X000408.SZ,X601991.SH,X600160.SH,X000629.SZ,X600348.SH,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000786.SZ,X002192.SZ,X600157.SH,X000831.SZ,X000807.SZ,X000933.SZ,X002353.SZ,X600399.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.179209607203479,0,0,0,0,0,0,0.108208716489299,0,0,0,0,0,0,0,0,0,0,0.0719632525129388,0,0,0,0,0,0,0,0,0.0172707219287905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136785142869059,0,0,0,0,-0.00415878692628699,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.302368901138562,0,0,0,0,0.112396639441672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038518874792415,0,0,0.0278931363370379,0.172855561110867,0,0,0,0,0,0,-0.0308788726471548,0,0,0,0,0.0537415450506502,0,0,0,0,0,0,0,-0.0206913968189599,0,0,0,0,0,0,0,0,0
X600028.SH,0.305947086600947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080020586927591,0,0.0505003346843281,0,0.00290244812528536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031081259220613,0,0,0,0,0,0.0106137398337609,8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.129392553294392,0,0,0,0,0,0,0,0,0,0.11991500026271,0,0,-0.0429897912368418,0,0,0,0.0393521342240831,0,0,0,0.0532979573563515,0,0,0,0,0,0,-0.108397241833602,0,0,0.198703715372141,-0.017044752643756,0.02164217618196,0,0.0757420161455976,0,0,0,0,0,0,0.0178175652053819,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.739741181088416,0,0,0,0,0,0,0,0.0736912405814512,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516288006386334,0,0,0,0,0.0497955015884139,0,0.0583304036419838,0,0.0741168788226787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760293880656684,0,-0.0505717232379203,0,0,0,-0.0495986398736781,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.419991985624683,0,0,0,0,0,0,0.0770147218531497,0,0,0.0409354916781699,0,0,0,0,0.0608439194664265,0,0,0,0,0,-0.153171376652354,0,0,0,0,0,0.0805054183847315,0,0,0.0149045251299082,0,0.0222342705748795,0,0,0,0.0980911244619793,0,0,0.0968944757938179,0,0.0723566257296022,0.0262878845177477,0,0,0.015435850419205,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.469583476600886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059530814533168,0,0,0,0,0,0,0.117977465312172,0,0.429212644290119,0,0,0.0238196886140873,0,0,0,0,0,0,0,0,0,0,0.10390002726988,0,-0.08054590353122,0,0,0,0,0.0123764536382642,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.130939488176658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278300474726613,0,0,0.0352712538064295,0,0.0199371586947222,0,0,0,0,0,0.0383129888722006,0.136982941938977,0,0,0.0591290481841016,0.0346411499345548,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0753395048370296,0,0,0,0.100953163418279,0,0,0,0.0686238284208126,0,0,0,0,0,0,0,0,-0.0254132761112094,0,0,0,0,0,0,0.0410322844795955,0,0,0,0,0,0.418524480802095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467151424232269,0,0,0,0,0.189930019360519,0.137242817942782,0.350395802736183,0,0,0,0,0.0427478770103604,0,0,0,0,0,0,0,0,0,-0.0539440436802509,0.00128546359031149,0.140949144805818,0,0,0,0,0,0,0,0,0,0,0,0
