,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600352.SH,X600188.SH,X600111.SH,X600027.SH,X600801.SH,X600489.SH,X000723.SZ,X601992.SH,X002271.SZ,X000898.SZ,X600612.SH,X600176.SH,X600516.SH,X000709.SZ,X002460.SZ,X600299.SH,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X002353.SZ,X600426.SH,X600219.SH,X600583.SH,X000630.SZ,X601699.SH,X600021.SH,X600315.SH,X600985.SH,X000553.SZ,X000027.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667903971006769,0,0,0,0,0.000824413616374333,0,0,0,0,0,0,0.0304309221424854,0,0,0.000351210523954378,0,0.0571439311396485,0.0341010825729766,0,0,0,0,0,0.0192878118974379,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0141746433990493,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00207986606680409,0,-0.0123006863601901,0,0,0,0,0,0,0,0,0,0,0.0331567867277936,0.112588809272926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606921718603286,0.0306895373098422,0,0,0,0,0.0249528927122124,0,0,0,0,0,0,0,0,0.0330509735981977,0,0,0,-0.0229695618750149,0.0241187711509604,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719352650710883,0.0856285179876523,0,0,0,0,0.00686739666994008,0,0,0,0,0,0,0,0.0563568517987713,0.0217335357127607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025249517728019,0,0,0,0,0.0358434302042639,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0459791325872561,0,0,0,0,0,0,0,0,0,0,0,0,0.0016799090559991,0,0,0,0.358511201453552,0,0.0796752593525744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107457032407119,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04756583818174,0,0,0,0,0,0.095566521372481,0,0.136518732337847,0,0,0,0.147281379405438,0,0,0,0,0,0,0,0,-0.0459721539615222,0,0,0,0,0,0,0,0,0.0668237430588145,0,0,0,0,0.0161533927651228,0,0,0,0,0,0
X600019.SH,0,0,0.102394892827,0,0,0,0,-0.0408238509518349,0.0980885227189107,1.73472347597681e-18,0,0,0.00141420153745282,0,0,0,0,0.170482990304909,0,0,0,0,0.0130994437317329,0,0,0.00859927327957802,0,0,0,0,0,0,0.0705863177597659,0,0,0,0,0,0,0,0,0,0,0.0632900337723504,0,0,0,0,0,0,0,-0.000769723611497578,0,0,0,0,0.042562175095174,0,0
X600547.SH,0,0,0,0,0,0,0,0.179509981534498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236239087426712,0.863462784466924,0.0323636238001074,0,-0.033247463449284,0,0,0,0,0,0,0,0,0,-0.139782659470028,0,0,0,0,0,0,0,0,0,-0.06588684764824,0,0,0,0,0,-0.0322652063386528,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-1.0842021724855e-19,0,0.133525710261035,0,0.036583677369629,0,0,0,0,0,0,-0.0826847493929282,0,0,0.570369233134895,0.0504504611097672,0,0,0,-0.0176464437938422,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808337363902473,0,0,0.129761094030882,-0.0139779454536857,-0.0168776624879038,0,0,0,0.150761976279031,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.308465625484616,0,0,0,0,0.0888386940057175,0,0,0,0.0982802930197275,0.0857471048751567,0,0,0,0.0654617179079801,0.0859036784571076,0,0,0,0,0.00170934793285233,0,0.0225255870635785,0.0540446477806681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733829412547529,0,0,0,0,2.16840434497101e-19,-0.0415802075501496,0,0,0,0.129409770672396,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.172118481221149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441194645240639,0,0,0,0,0,0.151107467059124,0,0,0.0163799666109436,0,0,-3.46944695195361e-18,0,0,0,0.173540193595893,0,0,0,0,0,0,0,0,0,0,0,-0.00426794251155927,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0315971562012842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903496577957709,0,0,0,0,0,0,0,0,0,0.206890048334898,0,0,0,0,0.0241609411912176,0,0,0,0,0,0,0,0,0.0725949085680072,0,0,0,-0.0151649466045013,-0.00649924612106891,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.000773110972606219,0,0,0,0,0,0,0,0,0,0,0.118021566150508,0,0,0,0,0,0,0,0,0,0,0,0.0641176620183134,0,0,0.00335662516555363,0,0.0801099630602571,0.0170667888676521,0,0,0.0204213842897071,0,0,0,0.0179014201288547,0,0,0,0,0,0,0,0,0.0152623585089063,0.0243029144930713,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424876135043053,0.0151018770285198,-0.0439491376923533,0,0,0,0,0,0.131800479513868,0,0,0,0,0,0.0853387644811394,0,0,0,0,0,0,0.00731173275806843,0,0,0,0,0,0,0,0.0663232354358071,0.0818824954268739,0,0,0,0.00506364293804678,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0131055293337369,0,0,0,0,0,0,0,0,0.0177940118197409,0.0206619643334963,0,0,0,0,0.040696817376704,0.126374734811659,0,0,0,0,0.106446315053537,0,0,0,0,0,0,0,0,0.0084997877056823,0,0,0,0,0,0,0,0,0,0,0,0,0.0137277710960078,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.294029899656317,0.125966617008873,0,0,0,0,0,0,0,0,0,0,0,0.000879390944159941,0.0761040773760108,0.072573483385266,0,0,0,0.0552136924149475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177110868277626,0.000537979341413501,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211465279166971,0.177840855334522,0,0,0.0113816885672643,0,0.00952930449594841,0,0,0,0.0279889439811056,0,0,0,0.0833341012610158,0.0696019701499192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00582636538361717,-0.00845106927112047,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302311073067775,-0.0309160005937208,0,0,0,0,0.0270172935238591,0,0,0.0332659358904481,0.0503128764335853,0,0,0.127882524608312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330177335648812,0.00978877734713834,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.179400476228546,0,-0.173791669403372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15887126250181,0,0.417960553973055,0,0.148532251991318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074440527653367,0,0,0,0,0.0295524927468658,-0.038827857904857,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0686252301616654,0,0,0,0.0797887781881014,0,0.0567333590848848,0,0.121491915749888,0,0,0,0,0,0,0.096689680317942,0,0,0,0,3.46944695195361e-18,0.049341421417674,0,0,0.142894199181824,0,0,0.00911139779455699,0,0,0,0.02932154410621,0,0,0,0,0,0,0,0,0,0,0,0,0.0130852775088795,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0317632772832851,0,1.03247862078517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249963924009234,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00999321238055191,0,0.164371602926384,0,0,-0.0279671742821261,0.364486150468593,0,-0.0735256361065733,0,0,0,0,0,0,0,0,0.0603993633379185,0,0.0298989242934592,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.243854860776566,0,0,0,0,0,0,0,0,0,0.0747580413751098,0,0.017239247471004,0,0,0.0308411659221018,0.0332875154755673,0.0491300655133582,0,0,0,0,0,0,0,0,0.0284324850121055,0,0,0,0,0,0,0,0,0,0.0884433014380646,0,0,0,0,0,0,0,0.00666012728259263,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.712645696923267,0,0.201705127400475,0,0,0,0.14372777663753,0,0,0,0,0,0,0,0.0276248774024131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115032808631175,0,0.0603159400049695,0,0,0,0,0,0,0,0,0,0,0,0,0.244516330324861,0,0,0,0,-0.00993913948272155,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.781555830373569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121743377705187,0,0.0665591866568397,0,0,0,0,0,0,0,0,0,0,0,-0.0814282183817429,0,0,0,0,0,0.0483347404667789,0,0,0,0,-0.0332268399987163,0,0,0,0,0.0211040162632557,0.0147980838214095,0,0,0,-0.0570354032051435,0,0
X000723.SZ,0,0,0,0,0.669984191031401,0,0,0,0,0,0,0,0,0,0,0,0,0.563153968978155,0,-0.027981009140507,0,-0.0643097279453694,0.197411987460264,0,0,0,0,0.0754750097902835,0,0,0,0,0,0,0,0,0,0,0.0653130027579122,0,0,0,0,0,0,0,0,0.0303549447429975,0,0,0,0.0902066119482306,-0.106886049126974,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105668866413343,0,0,0,0,0,0.138404258921955,0,0.198822832807182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898493971721893,0,0,0,0,0.0193010932584716,0,0,0,0,0,0
X002271.SZ,0,0,0,0.117923153151692,0.223263188432549,0,0,0,0,0,0,0,0.405370417199651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11068721880031,-0.118660070331004,0.0950349662315563,0,0,0,0,0.0248162051709218,0,0,0,0,0.108532162765624,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00360405130401675,0.0553018465279717,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0264676134546654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152924532988929,0,0,0,0,0.000164632882397235,0,0,0,0,0,0.0808639013663888,0,0,0,0,0,0.111270542002141,0,0,0,0,0,0,0,0,0,0,0.0309407556181282,0.0357406864503068,0,0,0,0.000671620877004079,0.0586206256535151,0,0,0,0,0,0
