,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600362.SH,X300072.SZ,X600660.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X000898.SZ,X600516.SH,X600176.SH,X600886.SH,X600111.SH,X000786.SZ,X002460.SZ,X000709.SZ,X600157.SH,X600352.SH,X601699.SH,X600027.SH,X000825.SZ,X000553.SZ,X002271.SZ,X600808.SH,X000830.SZ,X000983.SZ,X000792.SZ,X000959.SZ,X600489.SH,X002110.SZ,X000408.SZ,X600299.SH,X600219.SH,X601158.SH,X002092.SZ,X000883.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.400012375668674,0,0,0.0326354948777694,0,0,0,0,0,0,0,0.108274320685147,0,0,0,0,-0.0614084862117069,0,0,0,0.0128316451922611,0,0,0,0,0,0,0,0,0,0,-0.032573680150732,0,0,-0.0270285785961288,0,0,0,0,0,0.00866210963871686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.193796821895421,0,0,0,0,0,0,0,0,0,0.338603019224296,0,0,0,0,0,0.040461863627496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104146909748763,0,0.00453166770617007,0,0,-0.00906433107204283,0,0,0,0,0,0,0,0,-0.013758966007079,0.0144551058743115,0,0,0,0,0,0
X601088.SH,0,0,0,0.151733613944527,0.141711915175081,0,0,0,0.0916748272778954,0,0,0,0,0,0,0,-0.0624488585079285,0,0,0,0,0,0,0,0.0196636500413676,0,0,0,0,0.0590118753081926,0,0,0,0,0,0.119219135084789,0,-0.0214505119161479,0,0,0,0,0,0,0,0,0,0,0,-0.0149160879417675,0.0171124215378979,0,0,0,0,0,0
X600019.SH,0,0,0.170820268481971,0,0.18990131328189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222245070061673,0.0299592730035767,0,0,0,0,-0.129091458209627,0,0,0,0,0,0,0,0,0.26605355520042,0,0,0,0,0,0.00914990683413027,0,0,0,0,0,0,0,0,0,0.0070374250705867,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.248188365111824,0,0,0.173022150750195,0,0,0,0.03979043237355,0,0,0,0,0,0,0,0,0.258179251466796,0,0,0,0,0.0284383925346773,0,0,0,0,0,0,0,-0.291156481990254,0,0,0.00104212693866069,0,0.0503295938920573,0,0,0,0,0,0,-0.023345607078013,0.0206637344109837,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.115481653223627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17282146277591,0,0,0,0,0,0,0,0,0.0523860792814995,0,0,0.03758662203991,0,0.0318556488710661,0,0,0,0,0,0,0,0,0,0,0,0,0.000912696280184007,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108448988677776,0,0,0,0,-0.0986155407801449,0,0.12824139937962,0,0,0,0,0,0.00495503368744853,0,0,-0.0324964860216552,0,0,0,0,0,0,0,0,-0.0297289629690967,0.0447293277829103,0,0,0,0,0,0
X600011.SH,0,0,0,-0.102811174322217,0,0,0,0,0,0,0,0,0,0,0,0,0.198555768981599,0,0,0,0.0451459337848252,-0.0688906610609551,0,0,0,0,0,0,0,0,0,0,0.0599839291162734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559789907080664,0,0,-0.0103626032716451,0,0,0,0,0,0
X600188.SH,0,-0.0881696472134268,0,0,0.122153846935971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126856376331522,0.196792633575193,0,0,0,0.443076493491371,0,0,0,0,0.00781064242472526,0,0,0,0,0,0.025483880969204,0,0,0,0,0,0,0,0,0.0217751191715554,-0.0175708934177368,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.032266064251667,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0439592677548062,0,0,0,0,0,0.100921507967492,0,0,0,0,0,0,0,0.0523857158265894,0,0,0,0,0.0212446067501686,0,0,0.0647953909133767,0,0,0,-0.00128987388531177,0,0,0,0,0,0,0
X600688.SH,0,0.335405013736949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484698548573296,0,0,0,0,0.0217778495012314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045080018264463,0,-0.0122163856240608,-0.00944435666133838,0,0,0,0,0,0
X600362.SH,0,0,0,0.147997395543403,0,0,0,0,0.0863906339089412,0,0,0,0,0,0,0,0,0,0,0,0.0967577660016966,0,0,0.262002881362038,0,0,0,0,0,0.0238545448612981,0,0.19105716914025,0,0,0,0,0,0,0,0,0,0,0.114565488815081,0,0,0,0,0,0,0.000102804768733844,-0.0549825789960417,0,0,0,0,0,0
