,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600010.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X600352.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X600008.SH,X000630.SZ,X000629.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600660.SH,X600549.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.621274575164624,0,0,0,0,0,0.00610041968872255,0.0185085131248055,0,0,0,0.076479256319369,0,0,0,0,0.0333507715708065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639825078111347,0,0,0,0,0,0,0,0.040144184733195,0,-0.0191118701842239,0,0,0,0,0,0,0
X600028.SH,0.473336049515528,0,0,0,0,0,0,0,0,0,0,0,0.0932448002392794,0,0,0,0,0,0.269937768462418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038307149624124,-0.000498955856212242,0,0,0,0,0,0
X601088.SH,0.00549388719871893,0.0475015270475303,0,0,0,0.0530443777375543,0.0959854234839684,0,0,0,0,0,0.1388099375052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00670192002344967,0,0,0,0.0404048935904354,0.369099172411218,0,0,0,0,0,0,0,0,0,0,-0.00258886887539259,0,0,0,0,0,0
X600011.SH,0,0.0264882299257083,0,0,0,0.122777965011316,0,0.103243273947239,0.0823736853598448,0,0.0482720602995658,0.209854741938889,0.0840953498951131,0,0,0.0716020237156407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808651082754974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0336256207952991,0,0,0,0,0,0,0,0,0.0677770666897145,0,0,0,0,0,0,0,0,0.00121538841783585,0,0,0,0,0,0,0,0,0,0.042005576125701,0,0,0,0,0,0,0,0.0483963873704323,0,0,0,0,0.287511012900086,0,0,0,0.141928796992474,0,0,0,0,0,0.00272419215710385,0,0,0,0,0,0
X600019.SH,0.0118595042727326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147870696992217,0,0.348885232603764,0,0,0,0,0,0,0,0,0.0015523293939493,0,0,0,0,0,0,0,0,0,0,0,0,0.242886899310749,0,0,0,0,-0.0102414745954399,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0603988501723814,0.13899082672748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227627648022827,0,0,0,0.0957244791949966,0,0,0,0,0,0,-4.33680868994202e-19,0.452250084847181,0.127851470463209,0,0,0,0,0,0,0,0,0,-0.00811708222315156,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.187817336072116,0,0,0.0462307199744177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284463029741527,0.0706848595332289,0,0,0,0,0.0668708699696211,0,0,0,0,0,0,0,0,0,0,0,-0.0210819437425979,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.244825532176541,0.213563071832394,0,0,0,0,0,0,0,0.0613708909282684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840540451237347,0,0,0.141300999608927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198682625697936,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.162366930083403,0,0,0.220864317326301,0,0,0,0.12360246704988,0,0,0,0,0,0,0,0,0,0.0517199452493618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191659682419341,0,0,0,0,0,0
