,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600362.SH,X601600.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600309.SH,X600489.SH,X000723.SZ,X000792.SZ,X600299.SH,X600623.SH,X000898.SZ,X002466.SZ,X601158.SH,X000983.SZ,X000959.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000883.SZ,X000937.SZ,X000630.SZ,X601699.SH,X600549.SH,X000060.SZ,X600352.SH,X000539.SZ,X000012.SZ,X000027.SZ,X600176.SH,X002092.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0299897499413123,0,0,0,0,0,8.58161651886889e-05,0.0604277261033736,0,0,0,0,0,0,0,0,0,0.0241998515476923,0,0,0,0,0.0291780331736837,0,0,0,0,0,0.124669636051863,0,0,0,0,0,0.0585962100062686,0,0,0,0,0,0.00773263398687072,0,0,0,-0.00783266106863979,0,0,0,0,0,0
X600028.SH,0,0,0.00651592409234115,0,0,0.0419268793680047,0,0,-0.00398818263761478,0,0,0,0,0,0.00904746794688664,0,0,0,0,0,0,0,0,0,-0.0238016675732461,0,0,0,0,0,-0.0218614901755634,0.0387129548285681,0,0,0,0,0.177745721364823,0,0,0,0,0,0,0,0,0,0,0,0.0758455559498628,0,0,-0.0142979077433181,6.7762635780344e-21,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.191529016873439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217591243655737,0,0,0,0,0,0.0856940532436422,0,0,0,0,0,0,0,0.0706290106010423,0,0.00775375071944695,0,0,0,0,0,0,0,0,0,-0.00632783436943446,-0.0697868409169294,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00714349446780683,0,0,-0.0401265676726038,0,0,0,0.0211963620809182,0,0,0,0,0,0.098493855526611,0,0,0,0,0,0,0.0168025980943389,0,0.00725872219038322,0,0,-0.00953906132555145,0,0,0,0.0518802530624814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281629790747967,0.0486138099454918,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.269726129974911,0,0,0,0.0476621818838018,-0.0468875197280642,0,0,0,0.012829312814491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121846251926155,0,0.0126767812540425,0,0,0,0,0,0,0.107512670731708,0.0643699573358373,0,0,0,0,-0.0334667352631975,0,0,0,0,0,0,-0.00623967235364658,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0455474225144476,0,0,0,0.0568966133116036,0,0,0,0,0,0.144054151239773,0,0,0,0.024737394554237,0,0,0,0.0561532656983755,0,0.00837722900287187,0,0.0376458247646905,0,0,0,0,0,0,0,0.132271207308261,0,0,0,0,0.0712257964664782,0,0,-0.0268789319094383,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0339570901531444,0,0,0.00948424226117437,0,0,0,0,0,0,0,0,0,0,0.0285352647447279,0.120467905857955,0,0,0,0,0,0,0,0,0.0954112497187612,0,0,0,0,0.0301154783413502,0.0267309115521037,0.018869317033385,0.0646675147811583,0,0,0,0,0.0577739228736025,0.0146096434869638,0,0,-0.0131837444921395,0,0,0,0,0,0,0
X601898.SH,0,0,0.204471361768864,0,0,0,0,0,0.0418405755095502,0,0,0,0,0.0460467592405054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121786394654955,0,0,0,0,0,0,0.0282320501847261,0,0.186927484825257,0,0,0,0,0,0,0,0.0421543238235678,0,0,-0.0185091084000629,-0.0639859477256547,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0739359726574175,0,0,0,0,0,0.142279077332148,0,0,0,0,0,0,0,0,0,0,0,0.1072577809479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17709518582979,0,0.0631132456865944,0.0971447750906145,0,0,0,0,0,0.0297986518673422,0,0,-0.0605071273060479,-0.00375082821072434,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0309582934830077,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130040304565869,0,0,0.195988484205775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137852523047208,-2.16840434497101e-19,0,0.0797480285893891,0,0,0,0,0,0,0,0,-0.0654888790587359,0,0,0,0,0,0,0
