,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X600176.SH,X002460.SZ,X600111.SH,X600299.SH,X000629.SZ,X000709.SZ,X300072.SZ,X000825.SZ,X600808.SH,X600352.SH,X000553.SZ,X600339.SH,X600801.SH,X600583.SH,X002110.SZ,X000786.SZ,X600426.SH,X601158.SH,X000301.SZ,X000883.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.229589596761985,0,0,0,-0.108196728607508,0.0745343849636839,0,0,0,0,0.0773849613941611,0.0305103776433869,0,0,0,0,0,0,-0.0760388730870416,0,0,0,0,0,0,0,-0.0636322100139406,0,0,0,0.0142664569221739,0,0.0443078407509811,0.175828638996239,0,0,0,0,0.0562748296578218,0,0,0,0,0,-0.0138859940268194,0,0,0,-0.0560007365389996,0.0174129835167961,0.0124213052717899,-0.0472102190046335,0,0,0,0,0
X600028.SH,0,0,0,0,0.0205404165919928,0,0,0.0725890047527178,0,0.165761299608618,0,0,0.061116702070981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235649319399918,0.0608338050162127,0,0.0720656092874782,0,0,0,0,0,0,0,0.0345665583932534,0,-0.0383107461026932,0,-0.0129281526497623,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0184332566545206,0.0237226633686255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467821462417284,0,0,0,0,0,0,0,0,0.00845740660917134,0,0,0.41461005255783,0,0,0,-0.0139491520097052,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.115423418815942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810505510725438,0,0,0,0.3487286844964,0.0382922030641072,0,0.267712760348618,0,0,0,0,0,0,0,0,0,0,0,-0.0101747942087353,-0.0216622032713288,0,0,0,0,0,0
X600019.SH,0,0,0.139349717901409,0,0,0,-0.0131699888640474,0,0,0,0,0,0,0,0,0,0,0.164699908123714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155634486748001,0,0,0,0,0,0,0.296754496250175,0,0,0.0136101016732844,0,0,0.00731078471571589,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.261579925130977,0,0,0,0,0.124010710559864,0,0,0,0.148664681104955,0,0,0,0,0.0577363477750767,0.0235248589195383,0,0.0728058427143856,0.251276839147747,0,0,0,0,0,0,0,0,0,0,0.00219031841176757,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172171810380781,0,0.793775665905281,0,0,0,0,0,0,-0.0273071105262235,0,0,0,0,0,0,0,0.0240122471059342,0,0,0,0,0,0,0,0,0,0.050017670623531,3.46944695195361e-18,0,-0.0644789289284246,0,0.0180529796976485,0.0260742541217207,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.266899585495344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481555962195665,0,-0.00566453555950364,0,0,0,0,0,0,0,0,0,0,0,0.279034735754914,0,0,-0.00338329691319871,-8.39380470599336e-05,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830905532495199,0,0,0,0.0193191798569378,0.175366628700673,0,0,0,0.0290727350134544,0,0,0,0.0449594469966463,0,0,0,0,0,0,0,0.023042191564383,0,0,0,0,0,0.118314501399988,0.0484783971447052,0,0,0,0,-0.00160079358007661,0,0,0,0,0,0,0
X600688.SH,0,0.309723946523419,0,0,0.00826971418257138,0,0,0,0,0,0.0207284959900309,0,0,0,0,0,0.0464166266093581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900656265185559,0,0,0,0,0.0235229023152789,0,0,0.0274482757232265,0,0,0,0.0108599171809103,0,0,0,0,0,0,0.0068735234108939,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.142222965761296,0.120580190866515,0,0,0,0,0,0,0,0,0,0,0,0,0.16328678230703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999857621612587,0,0.0483608039207252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438397555291752,0.00572204164698386,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.00847493516661309,0,0.175782145354848,0,0,0.0733639249167252,0,0,0,0,0.0399910570786958,0,0,0,0,0,0,-0.0816323591283845,0,0,-0.167401537989018,0,0,0,0.0621140029937245,0,0,0,0,-0.00881680561484867,0,0,0,0,-0.0376348379070253,0.0481192521677223,0,0,0,-0.0418120437417065,-0.00337248179049964,0.00999893319171549,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00280391758167783,0,0,0,0,0,0.161042187232079,0,0,0,0.0632172790504833,0,0,0,0,0,0.0726936221994299,0,0.025688114524998,0,0,0,0,0,0,0,0.00392939537536401,0,0,0.300391388035038,0,0,0,0,0,0,0.11484089073118,0,0,0,0.0294008676930144,0,0,0.0084042520292956,0.002642430471568,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.177350921990984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774105212517608,0,0,0,0,0.0459230250281189,0,0,0,0,0,0.118462514561617,0.0957532197990707,0,0,0,0,0,0.0656058094014287,0,0,0.396624044593376,0,0,0,-0.00259525732590262,0,0,0,0,0,0
X600886.SH,0,0.0600139777426176,0,0,0,0.0455994263472196,0.227832652032876,0,0.0170468732182767,0,0,0,0.147017885212221,0,0,0,0,0,0,0,0.065468851991719,0,0,0.10805575031367,-0.0467039059591877,0,0.0741725688937876,0,0,0,0.0825948925401565,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615070803405739,0,0,0,0,0,0.00945290816119943,0.0126907402954148,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0399112253880816,0,0,0,0,0,0.105479205127532,0.044808354685132,0.01374509020844,0,0,0,0,0.0465793484732079,0,0.193019262142217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021226499833441,0,0,0,0,0,0,0,0,0,0,0.0558622105425928,-0.065337163746537,0,0,0,0,0.00339683243158292,0,0,0,0,0,0
X600362.SH,0,0,0.209363621451666,0,0.162496942415936,0.0492981303551569,0,0,0,0,0,0,0.0692616825150262,0,0,0,0,0,0,0,0,0,0,0,0.0311028240373531,0,0,0,0,0,0,0,0.0164891548549809,0,0,0,0,0,0,0,0,0,0,0,0,0.0650019288509436,0,0.0445008390678869,0,0,0.00379815390821297,-0.0199454373008818,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610100579740671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560116227109527,0,0,0,0,0.0833312406639137,0,0,0.082447031728032,0,0,0,0,0.0771525437165197,0,0,0,0,0,-0.00596948623183884,0.000558599824251653,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0496417439212904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950441771349023,0,0,0,0.0203934571086337,0,0,0,0,0,0,0.235316631201101,0,0,0,0,0,0,0,0,0.0940996732351995,0,0,0,0,0,0,0.0558638654028367,0,0.323899260027567,0,0.00625880632773086,0.00259522006624456,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.227073800079843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682637490270468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341021052606255,0.0196650898144573,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.452143487881578,0,0,0,0,0,0,0,0,0,0,0.197519335335102,0,-0.0557981088297009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457319538187275,0,0,0,0.0013509415492213,-0.000194616032415502,-0.0459302257056992,0,0,0,0,0
