,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X600995.SH,X000786.SZ,X600160.SH,X000807.SZ,X000629.SZ,X000408.SZ,X600489.SH,X600219.SH,X000723.SZ,X600378.SH,X002080.SZ,X600096.SH,X300037.SZ,X000933.SZ,X600348.SH,X000630.SZ,X600157.SH,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.218934662766318,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0346502744946777,0,0,0,0,0,0,0,0,0,0.091956820825267,0,0,0,0,0.0878796283797284,0,0.0636016275150562,0,0,0,0,0,0,0,0,0,0,0,0,0.0395408987236654,0,0,0,0,0,0,0.0089837544496788,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.489985332951048,0,0,0,0,0,0.0567431855358925,0.0529441625208746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203844333234591,0,0,0,0,0,0,0.010201545722583,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0065570027411255,0,0,0,0,0,0
X600028.SH,0.338114492643743,0,0,0,0.0897802238306489,0,-0.00839615846146715,-0.0209501966569928,0,0,0,0,0,0,0.0132638644211719,0.022084085359745,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0530328299101939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240926316560756,0,0,0,0,0,0.0125468571204405,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0131849161392837,0,0,0,0,0,0.187342006744474,0,0,0.160701304539721,0,0,0,-0.210669803180525,0,0,0,0,0,0,0.0374178351243232,0.050465002080668,0,0,0.317206030864615,-0.0678113552363846,0,-0.0953986771558637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120090413717388,-0.0193419272595444,0,0,0,0,0,0
X600188.SH,0,0.449741346052192,0,0,0,0,0,0,0,0,0.00237643840668955,0,0,0,0.0153944712227848,-0.0142928577694034,0,0,0,0,0,0,0,0,0,0.132114977396273,0,0.0631425713915646,0,0,0.0909671739019544,0,-0.0534741908220239,0,0,0,0,0,0,0,0,0,0,0,0.147634831093344,0.16535168448624,0,0,0,0,0,2.16840434497101e-19,0.0195862570487199,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0521999599261193,0,0,0,0,0,0,0,0.237046761427014,0,0.0689110172134739,0,0,0,0.313739239957509,0,0,0,0,0,0,-0.00613182184695646,0,0,0.222058010262123,0,0,0,0,0,0,0,0,0.0912218344105002,0,0,0.0609254081118915,0,0,0,-0.00787649450730519,0,0.0793159378289319,-0.00427131323497507,0.000620402686786714,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.581618914695945,0,0,0,0,0.0049534648636311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108957722800875,0,0,0,0,0,0,0,0.0359925557911881,0.137143863844572,0,0.0394758442823932,0,0,0,0,0,0.00794309919092129,-0.00989767887667531,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.607667392361029,0,0,0.0450631515818418,0,0,0,0,0,0.0101659380650333,0,0,0,0,0,0,0,0,0,0.0802075358752083,0,0,0,0,0,0,0,0,0.10028197337402,0.0805782701542402,0,0,0,0,0,0,0,0,0,0.0526669311424196,0,0,0,-0.07094613238534,0,-0.0271431829729067,0.00227817647637564,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0121825678458399,0.0979439168211427,0,-0.09138136427374,0,0,0.160655319911089,0,0,0,0.00751686011977167,0,0,0,0,0.0578088459684649,0,0,0,0,0,0,0,0,0.0243020482867023,0,0,0,0.107255280966267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118319687009364,0,0,0,0,0.00954651752736422,-0.0027191289866202,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0115761655152835,0.195539128974297,0.157258707313953,0,0,0,0,0.147172914738246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346806462511327,-0.0304326178133411,0,0,0.0794863324700081,0,0,0,0,0,0,0,0,0,0,0.160250273653665,0,3.46944695195361e-18,0,0,0.0428765106823203,0,0,0,-0.0117846261158021,0,0,0,0,0,0
