,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600111.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X600489.SH,X000786.SZ,X600985.SH,X601991.SH,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X600176.SH,X000807.SZ,X000932.SZ,X601168.SH,X002128.SZ,X600348.SH,X600612.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.374688747015461,0,0.129299180540577,0,0,0,0.0239496504092107,0,0,0,0,0,0,0,-0.00424980805919068,0,0,0,0,0,0,-0.00498096473571789,0.134409412773808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209200504364039,0,0.0951454136555847,0.13249003670019,0,0,0,0
X601088.SH,0.0210083035935787,0,0,0,0.121208307434277,0.0791459730475715,0,0.0762426428491601,0,0,0,0,0,0,0,0,0,-0.0422033606345298,0,0.0907655296281598,0,0,0,0.070471325473257,0,0,0,0,0,-0.133991206943368,0,0.261458230837054,0,0,0,0,0,-0.0267418566498211,0,0,0.0897682499953421,0,0,0,0,0,0,0,0,0,0,-0.00584210823538671,0.00847116073866584,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.070071711639672,0,0,0,-0.0515702117633449,0,0,0.0718545223061338,0,0,0,0,-0.0252689847661895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218945206447519,0.0396160902636338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.104290316436063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255331306098143,0.112255004187008,0.00126681879546673,0.0430539365530548,0,0,0,0.0138210245496917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00992928650085009,0,0,0,0,0,0
X600188.SH,0,0.0223496883064859,0,0,0,0.122930200265523,0,0,0,0,0,0,0,0,0,0,0.118784170542374,-0.0194740834074774,0,0,0,0,0,0.217783294121007,0,0.0488253175248321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543325168006619,0.231445751176893,0,0,0,0,0,0,0,0,0,-0.0037149690185556,0,0,0,0,0,0
X601898.SH,0.0698777105475999,0.211193418003107,0,0,0.163976039134396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179442602026343,0.246823837354962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273800400236048,-0.0216932737479799,-0.00515692740851985,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0822381739717426,0,0,0.123655716150978,0,0,0,0,-0.0302217941800769,0,0,0,0.024793260945517,0.0144258655073798,0,0,0,0,0,0,0.0832704263742756,0,0,0,0,0,0,0,0,0,-0.0374146620119482,0,0,0,0,0,0.177541040620754,0,0,0,0,0,0,0,0,0,0,0,0.00617176823229784,0,0,0,0,0,0
X600011.SH,0.00970775652015618,0,0,0,0.0965218955910545,0.0287962058766525,0,0,0,0,0.0166333963317866,0,0,0,0,-0.015474886554595,0,0,0,0,0,0,0,0,0.279225357800738,0,0,0,0,0,0,0,0.128122672276269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000329805085683324,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.232725063331114,0,0,0,0,-0.0229756381786627,0.0265169987599256,0,0,0,0,0,0,0.0183433473011309,0.0345656209950011,0,0,0,0,0.00906044067943384,0,0,0,0.0604035999436391,0,0.0585401238107284,0,0,0,0,0,0,0,0,0,-0.0358176434053897,0,0.0728010038614687,0,0,-0.0163640408894169,0.018913598151382,-0.0498495013012048,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.00727484354580148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436646444470111,0,0,0,0.146076981400383,0,0,0,0,0,0,0,0,0,-0.0613646015264399,0,0,0,0,0,0,0,0,0.0678933951260038,0,0.0100180618608764,0,0.014242504037825,-0.00444800025783032,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0354785663934241,0,0,0,0,0,0,0,0,0.514740620293103,-0.0314683049837583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198878094390682,0,0,0,0,0,0,0,0.0588816796589357,0,0,0,0,0,0,0,0.0144480248534104,-0.00421635307790122,0,0,0,0,0,0,0
