,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X002466.SZ,X600188.SH,X600010.SH,X600660.SH,X000301.SZ,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600011.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X000786.SZ,X601991.SH,X002080.SZ,X600219.SH,X600795.SH,X002326.SZ,X600803.SH,X000825.SZ,X000723.SZ,X002353.SZ,X000959.SZ,X600688.SH,X600141.SH,X000807.SZ,X600096.SH,X000898.SZ,X000983.SZ,X600352.SH,X600157.SH,X600489.SH,X000630.SZ,X000932.SZ,X600295.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422259116079662,0,0.0302558598527879,0,0.0852956243696259,0,0,0,0,0.0411715611194325,0,0,0,0,0,0,0,0.0567107412039363,0.0789126413532106,0,-0.0125293051460027,0,0,0,0,-0.0521577097049567,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0058190551014392,0,0,0.0296800494884441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335435408858707,0,0.0391614600005964,0,0.0697467070609794,0,0,0,0,0,0,0,0,0,0,0.109686585791129,0.0747934769576059,0,-0.0279017233130107,0,0,0,0,-0.030451097918293,0,0
X601088.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0478254187994595,0.0325242608892428,0,0,0,0,0,0,0.154198067767382,0,0,0,0,0,0,-0.0828038492026902,-0.0702082834566084,0,0,0,0,0,-0.0259521699932819,0,0,0.0588929058066932,0,0,0,0,0,8.67361737988404e-19,0,0.19688685895453,0,0,0,0,0.127534987777357,0.121744892242976,0,0,-0.0117913801318514,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0467818281462368,0,0,0,0,0,-0.0136234087312637,0,0,0,0,0,0,0.266011674129437,0,0.0393197185901864,0.0125566322579331,0,0.0202930832498321,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140622284262969,0,0,0,-0.0230731397376,0,0,0,0,-0.0121025211431335,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0348744757206434,0,0.210507794585163,0,0.538983580610508,0,0,0,0,0,0.176627492712658,0,0,0,0,0,0,0,0,0,0.00504172829665586,0,0,0,0,0,0,0,0,0,0,0,0,0.0940676116274529,0,0,0,0,0,0,0,0,0,0.0258979042768165,0,0,0,-0.0428912274446969,0,0,0,0.0832332848019887,0,0
X600585.SH,0,0,0,0,-0.13834546978445,0,0,0,0,0,0,0.0235671579464732,0,0,0,0,0,0,0,0,0,0,0,0,0.0586867780826278,0,0.259176312765006,0,0,0,0,0.0515545366991031,0,0,0,0,0.0825470185661583,0,0,0,0,0,0,0,0,0,0,0,0,0.042219663627495,0,0,0.0326279451293108,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00909373645711089,0,0,0,0,0.0203473061031296,0,0,0,0,0,0.0188428809777983,0,0,0,0,0,0,0,0,-0.0239415230449244,0,0,0,0.0376836576027988,0,0,0,0,0,0,0,0,0,0,0,0.550214207023396,0.0516313844203724,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0282232758975658,0,0
X600111.SH,0,0,0,0,0.100750561615902,0,0,0,0,0.185578078582764,0,0.367992990236053,0,0,0,0,0,0,0,0,0,0,0,0,0.179360489717607,0,0,0,0.00582580792622837,0,0,0.0702817949457081,0,0,0,0,0,0,0,0,0,0,0.00537721123308379,-0.230549232975023,0,0,0,0,0,0,0,0,0.0206229741416726,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0367758397776871,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950161704742492,0,0,0,0,0,0,0.266699354104953,0,0,0,0,0,0,0,0,-0.0453524371538504,-0.198066660062195,0,0,0,0,0,0,0,0.0769655815335318,0,0,0,0,0,0,0,0,0,0.128622523350066,0,0,0,-0.0888198708467927,0,0
X002466.SZ,0,0,0,0,0.503546172374171,0,0,0.110961422658769,0,0,0,0,0,0,0.0353197813206738,0,0,0,0,0,0,0,0,0,0.114616963314177,0,0,0,0,0,0,0.0424075890369411,0,0,0,0,0,0,0.00795253380139883,0,0,0,0,0,0,0,0,0,0.0177079992823367,0,0,0,0,0,0,0,0,0,0
