,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X600111.SH,X600795.SH,X600362.SH,X600188.SH,X002466.SZ,X601991.SH,X600547.SH,X600660.SH,X600516.SH,X000898.SZ,X000709.SZ,X300072.SZ,X600886.SH,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X600219.SH,X600489.SH,X600339.SH,X600549.SH,X600352.SH,X002092.SZ,X000553.SZ,X000630.SZ,X601158.SH,X000825.SZ,X000792.SZ,X000983.SZ,X000883.SZ,X000807.SZ,X000723.SZ,X600176.SH,X002271.SZ,X600299.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00632309596737246,0,0,0,-0.0118047646394925,0,0,0,0,0,0,0.0308102135768753,0,0,0,0,0,0,0,0,-0.0590785562513684,0,0,-0.030303518026558,0,0,0,0,0,0,0,0.0370943029170349,-0.0886229436494505,0,0,0,0,0,-0.00833683986712314,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.178739572146196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406922378737592,0,0,0,0,0,0,-0.211820960651507,0,0,0,0,-0.0538005964452667,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539664727273984,-0.0128751288146416,0,0.000842289182637113,0,-0.0549052675301506,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255352384505455,0,0,0,0.00504512424549359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00151904802990758,0.00239654641505553,0,0,0,0.069244611878863,0,0
X600019.SH,0,0,0,0,0,0.0439590618841529,0,0,0,0.281117492089725,0,0,0,0,0,0,-0.00973924626100143,0,0,0.117565961772644,-0.0481088385136757,0.07049868994638,0,0,0,0,0,0,0,0.302213027605706,0,0,0,0.0532768918712095,0,0,0,0,0,0,0,0,0,0,0,0,0.010702300951937,0,0,0,-0.00479722822049699,0.0181907186343574,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0780762912802933,0,0,0,0,0,0,0,0.0576049671472692,0,0.00768189218290137,0,0,0,0,0,0,0.167853298217846,0,0,0,0,0,0.00531118676360524,0,0,0,0,0,0.0392604174258475,0,0,0,0,0,0,0,0,-0.0108253062567348,0.00296037087212423,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.232139318333572,0,0.0838639268071781,0,0,0,0,0,0.207886536565104,0,0,0,0,0.16924852254271,-0.0927100258292439,0,0,0,0,0,0.00408715979011088,0,0,0,0,0,0,0,0,-0.0655093322240371,0,0,0,0,0,0,0,0.162072536420959,0,0.105586770897678,0,0,0,0,0,0.00632349138216302,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364421793899598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141255842537611,0,0,0,0.0128612428070456,0,0,0,0,0,0,0,0.124151677334291,0,0.243418313590891,0,0,0,0,0,0,-0.00395794236342164,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204145633248472,0.0838374181744593,0,-0.00656867704716728,0,0,0,0,0,0.0378364579894369,0,0,-0.0325557525912809,0,0,0.0188189421239038,0,0.0571881563214944,0,0.109295976422956,0,0,-0.0155262757890171,0,0,0,0,0,0.0722324911574162,0,0,0,0,0.0257634913007156,-0.0637412750647763,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132570586115502,0.0516111167022462,0,0,0.27323614794426,0.0748923637591133,0,0,0.0237040684164247,0,0,0.0804073608352364,0,-0.0242424678428851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897139979000096,0,0,0,0,0,0,0.00351355995868004,-0.0269095882792198,0,0,0,0,0,0
X601898.SH,0,0,0,0.0137183717505405,0,0,0.122734525132544,0,0,0,0,0,0.03570776996226,0,0,0,0,0,0,0,0,0.0564157831174404,0,0,0,0,0,0,0,0.104298320726336,0,0,0,0.0341213520378815,0,0,0,0,0,0,0,0.179278447239266,0,0,0.0365172727251093,0,0,0,0,0,-0.00864226289069238,0.0373628581394666,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.097859026137467,0,-0.0202227607593781,0.0432664345055994,0,0,0,0,0,0,0,-0.0199884715636125,0,-0.0896554832050903,0,-0.0260913484397245,0,-0.0372920414294634,-0.0146308689975951,0,0,-0.0585579362305079,0,0,0,0,0,0,0,0,0,-0.0618872496356416,0,0,0,0,-0.0650938270233211,0,0.0574151464614615,0,0.241106760588997,0,0,0,-0.0511964522649229,-0.00610177519828035,-0.00471186249586622,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166238838449656,0,0,0,0,0.076843687824582,0,0.115157206515825,0,0,0,0,0,0.296098123930383,0,0,0.316986098685824,0.217650328954092,0,0,0,0.225299641701897,0,0,0,0,0,0,0.201359151596118,0,0.0184778064288214,0,0,0,0,-0.0285203650273198,0.0239930694794146,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212770767707628,0,0,0.127020568449446,0,0,0.110765858765693,0,0,0,0,0,0,0,0,-0.00840831438949554,0.010349652951933,0,0,0,0,0,0,0.0404579573973414,0,0,0,0,0,0,-0.037171515253197,0.0247085413412073,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0513127589566421,0,0,0,0,0,0,0.0127620267832937,-0.019789657236254,0.00207687534573061,0,0,0,0,0,0.0167490092828181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282362238107286,-0.0110242902396846,0,0,0,0.0285373735921745,0,0
X600362.SH,0,0,0,0,0,0.0454684051986012,0,0,0,0.03002878463012,0,0,0.0803744338898711,0,0,0.235941367671743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408120156448843,0,0,0,0,0.278898259579542,0,0,0,0,0.0218211248144584,0,0,0,-0.0147997873527804,-0.0170797593824109,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115717871625504,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0903656596696905,0,0,0.12534367123419,0,0,-0.0125576061198112,0,0,0,0,0,0,0,0,0.318118717721367,0,0,0,0,0,0,0,0,-0.0133837051560589,0.0125296054092491,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0525246573862802,0,0,0,0,0,0,0,0,0.00808599803024219,0,0,0,0,0,0.491160053588076,0,0,0.00958664517001068,0,0,0,0.0458032903101012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139299071672942,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170717808888699,0,0,0,0,0,0,0,0,0,0.110819052801527,0.0604208940055226,0,0,-0.0253861863344979,0,0,0,0.183988090045394,0,0,0,0,0,0,0.0931021642002115,0,0,0,0,0,0,0.00583791917907623,-0.00381832920399193,0,0,0,0,0,0
