,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600027.SH,X601991.SH,X600111.SH,X600188.SH,X600547.SH,X600157.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600309.SH,X600299.SH,X600489.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000983.SZ,X000630.SZ,X000761.SZ,X000012.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0613658899911371,0,0,0,0,0.109328728438217,0,0,0,0,0,0,0,0,0,0.0185296704914388,0,0,0,0,-0.00456787653455459,0,0,0.116846567713014,0,-0.0432843765632791,0,0,0,0,2.71050543121376e-20,-0.0232587341442855,0,0,0,0,0,0,0,0,0,0,0,-0.00887972550388223,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.220416335407737,0,0,0,0,0.0510508823907977,0,-0.0222968113107101,-0.0166866493894552,0.0371384063695537,0,0,0,0,2.16840434497101e-19,0.0499782596625684,0,0,0,0,0,0,0,0.0221509060376388,0,0,0,0,0,0,-0.0532009008725626,0,0,0.0159752850387359,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.043363912183152,0,0,0,0,0,0,0.0142138173551244,-0.00935845298553563,0.0465201389921645,0,0,0,0,0,0.089314516171701,0,0,0,0,0,0.0452212350567497,-6.93889390390723e-18,0,0,0,0.0430967406164117,0,0,0,0,-0.00715250118987418,0,0,0,0.09789907959884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034554700633532,0,-0.0450211936408224,0,0,0.170127032667079,0.0438156427072425,0.0995298675670527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782783341512649,0.123155628959565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320116113578056,0.010245198321357,0.00496837748018292,0,0,0,0,0,0,0,0,0,0,0,0.0211106717309871,0.122386314466376,0,0,0,0,0.0615030360409758,0,0,0,0,0,0,0,0,0,0,0,0,0.00336326778473086,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147916546536827,0,0,0,0,0,0,0.0345855093769453,0,0,0,0,0,0,0,0.0856061103303757,0,0.0794663795880941,0,0,0,0,0,0,0.248385504987521,-0.013805946580762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013728559260988,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.116091590203545,0,0,0,0,0,0,0,0.114283548694091,0,0.100064053581481,0.0512099590479878,0,0,-0.0361056699762343,0.00486840971287526,0,0,0,0,0,0,0,0.0789031185906541,0,0,0,0,0,0,0,0,0,0,0.169244971485174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0290842302563648,0,0,0,0,0,0,0,0,0,0,0.00749144315516732,0,0,0.112141829249546,0,0,0,0,0.054516060703612,0.0333583617247436,0.0770757421834843,0,0,0,0.0809708120842769,0,0,0,0,0,0,0,0,0.193288226978732,0,0.0333018159583402,0,0,0.0204614372303372,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573756051111814,0,0.0216594528785212,0,0,0,0,0,0.0493549504175295,0,0.0811874240745598,0,0,0.187054509240153,0.0524337675912219,0.197370886966542,0,0.0594318544228935,0,0,0,0,0,0,0,0,0,0.0349683321849016,0,0,0,0,0.0366550897998855,0.0672797039206301,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0446335134499565,0,0,0,0,0.0482741100620758,0,0.0417126642790386,0.029267802825627,0,0.00315748310447803,0,0,0,0,0,0,0,0.0204947263769871,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0124117083420575,0.0898300819168999,0,0.0187221894238788,0,0.000621225470258439,0,0,0.0627259564415832,0,0,0,0,0,0,0,0,0,0,0
