,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X002460.SZ,X600795.SH,X600111.SH,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X000301.SZ,X600803.SH,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000831.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.468406843795212,0,0,0,0,0.0441279658082241,0,0,0,0,0,0,0.0998720757459731,0.0105840685640886,0,0,0,0,0.0727422452349111,0,0,0.0591584633716098,0,0,0,0,0,0,0.0664146926004246,0,0,0.0760728482452517,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194296398331981,0,0
X601088.SH,0,0,0,0,0.323268201571133,0,0,0.0171460325528039,0,0.0193085730450038,0,0,0,0,0,0,0,0,0,-0.0238975347117888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14575840449026,0,0,0,0,-0.0201891790783174,0,0,0,0,0,-0.0124474000736017,0,0,0,0,-0.0236136008762551,0,0
X600028.SH,0.620775919263099,0,0,0,0.0670738703619333,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238027811696544,0,0,0.0732415699163434,0,0,0,0.0526280067130236,0,0,0,0,0,0,-0.0813399919608962,0.0781311284351107,0,0,0,0,-0.00626175632305556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487942398899313,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0867427159501961,0,0,0,0.0284508993684847,0,0.0396908581220603,0,0.0951165192858506,0,0,0,0,0,0.107574853563131,0,0,0,0,0,0.0788105229550797,0.141565930152373,0.135286156695664,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.261092402028698,0.282113790306562,0,0,0,0,0,0.0784096131957862,0,0,0,0,0,0,0,0,0,0,0,0,0.0983515627652194,0,0.0987318972294834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0509923211489374,0,0,-0.0180616595195391,0,0
X600188.SH,0,0,0,0,0.282710207590658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414657473456751,0,0,0,0,0,0.00787086272883444,0,0,0,0,0,0,0,0.0118355941127902,0.408376650345238,0,0,0,0,0,0,0,0,0,0.143238411567334,-3.46944695195361e-18,0,0,0,0,0,0,0,0.136882441581852,0,0,-0.000529918478490416,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193150698434724,0,0,0,-0.138729475259777,0.138571478136823,0,0.194275898501278,0,0,0,0,0,0,0,-0.113750715838059,0,0.0360489317324668,0,0,0,0,0,0,0,-0.20563215863205,0,0,-0.0425695086927417,0,0,0,0,0,-0.165840867480412,0,0,0,0,-0.00813807263864785,0,0
X600019.SH,0.232178291717699,0.0237044252478608,0,0,0,0,0,0,0,0.201651238479108,0,0,0,0,0.0257581083661217,0,0,0,0,0,0,0,0.09171158491385,0.135949373383073,0,0,0,0,0,0,0,0,0,0,0,0.078979111214716,0,0,0,0,0,0,0,0.0654456478759753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.169224934180113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348678482771175,0.0325568972733108,0,0,0,0.209357752682821,0.013402591789227,0,0,0,0,0,0,0.0849680078997772,0.258068009833634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298795096246868,0,0
X601600.SH,0,0.0418408572511752,0,0,0,0,0,0.191779703256658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168838833555599,0,0.388714769783787,0,0,0.0500193162770346,0,-0.000643735684756068,0,0,0,0.456981710059004,0,0,0.00141511787144174,0,0,-0.114159941257858,0,0,0,0,0,-1.73472347597681e-18,-0.0889663795413054,0,0,0,0.00212035019820442,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323896077951079,0.430396295724529,0,0,-0.0508193582575571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341196034181597,0,0,0,0,0,0,0,0,-0.049159343267556,0,0,0,0,0,-0.0310999812546656,0.0547951879834667,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.245011364268552,0,0.0217539279976059,0,0.158844347781058,0,0,0,0.0153148822005027,0,0.00120458863822182,0,0,0,0,0,0,0,0,0,0,0,0.116305666602065,0,0,0.00474183848255491,0,0.0197405463396092,0,0,0,0,0.0221560794552938,0,0,-0.00265680393829491,0,0
X600547.SH,0,0,0,0,0,0.0294174154581641,0,0.117645047606921,0,0.0112878584351399,0,0,0,0,0,0.0355761618470196,0,0,0,0,0.692655933113899,0,0,0,0,0,0,0,0,0,0,0,-0.0382250766872006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169978495386634,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27437264093192,0.293891221955458,0,0,0,0,0,0,0,0,0,0,0,0.0947439161721808,0,0,0,0,0,0.153679373078173,0,0,0,0,0.0108231461777898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280418997436452,0,0,0,0,0.000880003489710178,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30731038593448,0,0.00562950039689866,0,0.133685290018668,0.0241331472940164,0,0,0,0,0,0,0,0,0,0,0,0,0.0287239854369549,0,0,0,0,0,0,0,0.129809553710903,0,0.144931778890218,0,0,0,0,0,0,0,0,0,0,0.0639857827890029,0,0
X002460.SZ,0,-0.0931026598349134,0,0,0,0,0,0,0,0,0,0,0,0.222071824644916,0,0,0,0.133997819650121,0,0.523802001138444,0,0,0,0.02505172302342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368901486449516,0.165824866700796,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.12437689744487,0,0.126124149428153,0,0,0,0,0,0,0.0593130119686123,0.119043128008347,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633492040396718,0,0,0,0,0,0.0470366464987338,0,0,0,0,0,0,0,0,0,0.0511612310432336,0,0,0.010747441940492,0,0,0,0,0,0,0,-0.00783370989725141,0,0,0,0,-0.0240214381628637,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430371086044022,0.0730710423405972,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811343848095577,0,0,0.134465661664574,0,0.424965162727765,0,0,0,0,0,0,0,0,0,0
X600362.SH,0.15880522432809,0,0,0.183546759982334,0,0,0,0.0814236405832613,0,0.163919800456881,0,0,0,0,0,0,0,0,0,0.121267700181422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.16147468880576,0,0.0554770834795748,0,0,0,0,0,0,0,0,0,0,0,0,0.0113639278435609,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0867786232154116,0,0,0,0,0,0,0,0,0,0.83137463097491,0,0,0,0,-0.0568516500576125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11781174118605,0,0.0745636586690956,0,0,0,0,0,0,-0.0661902508285849,0,0,0,0.0118955979120646,0,0
X600489.SH,0,0,0,0,0,0.0206343393436084,0,0,0,0,0,0,0.632909363566054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158781487873158,0,0,0,0,-1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0.108580862856174,0,0,0,0,0,0,0,0.0156376970712811,0,0
X000708.SZ,0,0,0,0.145856697717575,0,0,0,0,0,0,0,0,0,0,0,0.117643523225698,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.33641399844067,0,0,0,0,0,0,0,0,0.0254837618009728,0,0,0.117054869400985,0,0.00673581431544312,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164814020796276,0.138360855274323,0.0900939933608139,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.532972727170282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821226288499425,0,0,0,0,0,0,0,-0.119292466960509,-0.0695529762238039,0,0,0,0,0,0
X600803.SH,0,0,0,0.490434007714009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179918019263185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390539087945566,0,0,0,0,0,0,0,0,0,0.0145752447942072,0,0,0.0175525577345157,0,0,0,0,0,0,0,-0.0770188871138206,0,0
X600160.SH,0,0,0,0,-0.256879794270373,0,0.230388729506829,0,0,0,0,0,0.0784120273252785,0,0,0,0,0,0,0,0,0,0.0417706608580377,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0637684551903489,0.16078937635803,0,0.210680136260269,0,0,0,0,0,0,0,0,0,0,0,-0.0411030923352798,0,0
