,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X600096.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.660333903024604,0.172364295652452,0,0,0,0,0,0,0,0,0,0,0,0,0.103736065486314,0,0,0,0,0,0,0,0,0,-0.0870171505170715,0,0,0,0,0,0,0,0,-0.0153551336751999,0,0,0,0,0,0,0,0,0,0.0152504565310157,0,0,0,0,0,0,0,0.00575037639627302,0,0,0,0,0,0
X600028.SH,0.505994681013441,0,0,0,0,0.0379691229416009,0,0,0,0,0,0,0,0,-0.0343087529578569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687661590115591,0.0837878779517564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154383571012404,0,0,0,0,0.0453596964562595,0,0
X601088.SH,0.0538850368529945,0.0878283301088379,0,0,0.0897653523742143,3.46944695195361e-18,0,0,0.178377689768125,0,0,0,0,0.0343000919031597,0,0,0,0,0,0,0.0715510545498255,0,0,0,0.00729915211727224,0,0.0272739554646572,0,0,0,0,0.108492678192153,0,0,0,0,0,0,0.0235073528777069,0,0,-0.0545686992931014,0,0,0,0,0,0,0,0.0535220833153617,0,0.00564238056064658,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.129705047325532,0,0,0,0,0,0.144970793618406,0,0,0,0.0665721224462758,0,0,0,0,0,0.0269451664772899,0,0,0,0,0.0627396358305951,0,0.03022129122781,0,0,0,0,0,0,0,0.0868291441473257,0.0122453829976038,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136705348530255,0,0.0204978774006418,0,0,0,0,-0.187393575820422,0,0
X600188.SH,0,0,0,0,0,0.0568788760842435,0,0,0.0404680516222183,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.118728630165049,0,0.458208593860324,0,0,0,0,0,0,0,0,0,0,0,0.137885365284199,0,0.0724563606804191,-0.0928493130479034,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0147396093573759,0,0,0,0,0,0
X600019.SH,0,0.0568971385871898,0,0,0.021938957739499,0,0.0631625543064843,0,0,0,0,0,0,0.050275875234648,0,0,0,0,0.0567946415641641,0,0,0,0.0799779320715698,0,0,0,0,0,0,0,0,0,0,0,0.0539971970731074,0.349059583363739,0,0.242299889391805,0,0.0662780730915753,0,-0.11286416300803,0,0,-0.132983001312816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0242826286305003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126187444424058,0.307445971832167,0,0,0.155846027468058,0.0515147393973175,0,0,0,0,0.030580260567487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695917022324371,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.103743113332465,0,0,0,0,0,0,0,0,0.158720079925764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418251604613326,0.0369987737869716,0,0,0.062900205631147,0,0,0,0,0,0,0,0,0,0.118434500749013,0,0,0,0,0,0,-0.0163230623823618,-0.0382834609036374,0,-0.00886823943249656,0,0,0,0,0,0,0
X601898.SH,-4.33680868994202e-19,0,0,0,0.237744306869816,0.010560946002579,0,0,0,0,0,0,0,0,0.032907873658424,0,0,0,0,0,0,0,0,0,0.190825747849278,0,0,0,0.128176467724592,0,0,0,0,0,0.0136432821204826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00571228180136093,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0792500985382019,0,0,0,0,0,-0.0636347732736917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192838367353076,0.383687032658335,0,0,0,-0.0188425170027224,0.0625445797681742,0,0,-0.0922688815845641,0,0,0,0,0,0,-0.000761958966308594,0,0,0,0,0.11967516835561,0.0765165832607955,-0.00216393981752429,0,0,0,0,0.020042449825322,0,0
