,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000792.SZ,X002460.SZ,X000786.SZ,X000709.SZ,X000553.SZ,X600352.SH,X600157.SH,X600027.SH,X002271.SZ,X000408.SZ,X600339.SH,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X600299.SH,X000983.SZ,X000959.SZ,X002092.SZ,X601158.SH,X002110.SZ,X000883.SZ,X600426.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.363291135166785,0,0,0.0348064564333568,0,0,0,0,0,0,0,0,0.077539901314077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412879393425292,0,0,0,0,0.0232323279156734,0,0,0,0,0,0,0,0.0186440210500437,0,0,0,0,0,0,0,0.00260521083738104,0,0,0,0,0,0,0
X600028.SH,0.213943762307418,0,0,0,0,0,0,0,0,0,0.293412300504917,0,0.193226264791544,0,0,0,0,0,0,0,0,0,-0.00848374827923789,0,0.0171233136949357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119486561942278,0,0,0,0,0,0,0,0,0,0,-0.000671155440779442,-0.000156354714230529,0,0,0,0,0,0
X601088.SH,0,0,0,0.173165884897732,0.20547023448304,0,0,0,0,0.0756134176119411,0,0,0,0,-0.0666978498722708,0,0,0,0.0555185537173455,0,0,0,0,0,0,0,0.0977151795827181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355382596164262,0,0,-0.0050681666096968,0,0.098549985389034,0,0,0,0,0
X600019.SH,0,0,0.0987959821214275,0,0.0756441618633535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107579194299813,0,0,0.382992154109513,0.0568207879702948,0,0,-0.0697277267995063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750284814197077,0,0,0,0,0.0170239550476317,0,0,0,0,0,0,0
X600585.SH,0,0,0.420902909266103,0,0,0,0,0,0,0.0440636786464689,0,0,0.110357444447317,0,0,0,0,0.134002875760083,0,0,0,0,0,0,-0.228008333051994,0,0.179987626020864,0,0.104415422719734,0,0,0,0,0,0,0,0,0,0,0.229216340152414,0,0,0,0,0,0,0,0,0,-0.0221489106454426,0.0160582439781677,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0647358835531791,0,0,0,0,0,0,0,0,0,0,0.222870526994034,0,0,0,0.0362534638951133,0.00454170519608669,0,0,0.0382920477614402,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0490089954140471,0.0907897494172428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.0735755471662241,-0.0732665534687176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485309880908249,-0.0538834803994988,0,0,0,0,0,0,0,0.0750788149557261,0,-0.173212300742125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182808637385674,0,-0.0742341760940224,0,0,0.178953375294013,0,-0.0400746258853587,0.0703641062238542,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0077345531278439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068339286953817,0,0,0,-0.0563985584253726,0,-0.00887797300056766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671264478224401,0,0,0.0489437424501449,0,0.000624306030967323,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.12947510159747,0,0,0,0,0,0,0,0,0.0022936570172769,0,0.0851811322275525,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0228889027065526,0,0,0,0,0,0,0,0,0,0,0,0,0.00382487672505867,0.00944755422170836,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0844706360949954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0861433711355384,0,0.0219337478360074,0.155513592265363,0,0,0,0,0,0,0,0.0487911438395731,0,0,0.351686711043446,0,0,0.109784138965824,0,0,0,0,0.0382562119985351,0,0,0,0,0.019275058895984,-0.0323527644061217,0,0,0,0,0,0
X600688.SH,0,0.367750705322663,0,0,0,0,0,0,0,0,0,0,0,0,-0.043253843457195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111514369662491,0,0,0,0.139917232487074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538152099140443,0,0,-0.00560911395899004,-0.00516427294733882,0,0,0,0.0987148945880313,0,0
X600660.SH,0,0,0.0256544462053353,0,0,0,0,0,0,0.0256646846573167,0,0,-0.06179162763402,0,0,0,0,0,0.168886919960806,0,0,0,0.0586977020559761,0,-0.0180847288020987,-0.0924901413535038,0.0342580530567056,0,0,0,0,0,0.111782651838813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047303820569032,0.122756933751814,0,-0.0097441454252747,0,0,0,0,0,0,0
