,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X600011.SH,X600188.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X002080.SZ,X600803.SH,X600795.SH,X300073.SZ,X600027.SH,X600688.SH,X600352.SH,X000807.SZ,X002353.SZ,X300037.SZ,X000825.SZ,X600801.SH,X000959.SZ,X600489.SH,X000932.SZ,X601699.SH,X600157.SH,X600486.SH,X000630.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983558384541831,0.101230690138517,0,0,0,0,0.0160261922646768,0.0605870691789772,0.0224479257822618,0,0,0,0,0,0,0,0,-0.0364803190135153,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0521755307385597,0,0,-0.00839967571951923,0,0,0.0113910114836568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255774039090206,0,0,0,0,0,0.101471134102733,0,0,0,0.0582714511972313,0,0,0,0,0,-0.0088679517775285,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181644606411352,0,0,0,-0.0156726413951937,0,0,0,0,0,0,0,0.080628664690574,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.131425132632991,0,0,0,0,0,0.0185176478298074,0,0,0,0.073171834390002,0,0,0,0,0,0,-0.00301192580760893,0,0,0,2.71050543121376e-20,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0366749551795258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301671796013756,0,0,0,0,0.0884124281149956,0,0,0.0454259178866436,0,0,0,0,0,0,0,0,0.0176050566636835,0,0,0.0168402691644324,0,0,0.004222476443188,0,0,0,-0.0176346841775095,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999124922274406,0,0.0634667448194665,0,0,0,0,0,0,0.137981514343479,0,0.0198958661021244,0.0562416374288685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137435048541246,0.362240719797311,0,0,0,0,0,0,0,0,0,-9.43956727372068e-05,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.527319852623568,0,0,0,0,0,0.0338441239218081,0,0,0,0,0.301070466868852,0,0,0,0,-0.100760413616917,0,3.46944695195361e-18,0.10346958013125,0,0.0209319728031115,0,0,0.235354328024785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352758025939159,0,0,0,0,-0.096437126591165,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0257422860359222,0.039804000279121,0,0,0,0,0,0,0,0,0,0,0,0,-0.00265481450176629,0,0,0,0,0,0,0,0,0.100259166087645,0.0158842463796397,0,0,0,0,0.113132634896672,0,0,0,0.35415362501784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.205050417236657,0.239021268653178,0,-0.0126994260258014,0,0,0,0,0,0.156585330630892,0,0,0,0,0,0,0,0.106517092485454,-0.134664854080784,0,0.124375839167656,0,0.107833698566511,0,0,0,0,0,-0.387083566746721,0,-0.0894836369330516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.179617582587762,0,0.0287458654779413,0,0.290698492516573,0,0.102643641397153,0,0,0,8.67361737988404e-19,0.348039215176785,0.0626408657412065,0,0,0,0,0,0,0,0.0281501346533352,0,0,0,0,0,0,0,0,0,0,0,0,0.108247329930461,0,0,0,0,0,0,0,0,0,0,0,0,-0.00684680551148973,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.609182128533557,0,0.105490482734081,0.105115725579501,0,0,0,0,0,0,0,0,0.0236570950655805,0,0,0,0,0,0,0,0,0,0,0.226162557854585,0,0,0,0,0.058710657207857,-0.0296400195487328,0,0,0,0,0,0,0,0.0391292925355612,0,0,0,0,0,0.0165490524850655,0,0,0,-0.0184393897728581,0,0,0,0,0,0
