,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X002466.SZ,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X600098.SH,X000983.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X600021.SH,X000027.SZ,X000723.SZ,X600623.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.336924901609371,0,0,0,0,0,0,0,0,0,0.00117101938063339,0,0,0,0,0,0,0,0.0133563566195431,0,0,0,0.0483840728840908,0,0.0497142580861053,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0654032859633397,0,0,0,0,0.0452694092612791,0,0,0,0,-0.0060712117325526,0,0,0,0,0,0
X600028.SH,0.349812788014723,0,0,0,0,0,0,0,0,0.239310915384233,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713691979952693,0,0.0222773413138189,0,0,0,0,0,0.00303608814799551,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.15676760432219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776423209786246,0,0,0.0566918639290635,0,0,0.103319420519788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052468800030625,0,0,0,0.184082758684242,0.023268426927908,-0.0325853085836945,-0.025839375423779,0.00822219614948996,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149578464002587,0,0,0,0,0,0,0,0.232270354538902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396958097161213,0,0,-0.17888092330562,0,0,0,-0.0216449403434224,0.00840087407080667,0,0,0,0,0,0
X600011.SH,0,0,0,0.00438011707291472,0,0.0932203091230545,0,0,0,0,-0.0103775687153491,0,0.218198414513384,0,0,0,-0.0516514784614503,0,0.545893838240784,0,0,0,0,-0.0961045392044953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082911658913973,0.0391554439969748,0,0,-0.0492099338448385,0,0,0.018446495656292,-0.0147264982274557,0.00545220968030109,0.0160837325165156,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.267397243606437,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.084384477934035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650095219506956,0,0,0,-0.0746715217259304,0,0,0,-0.0744268929283838,-0.0064883362543426,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0536154447507206,0,0,0,0,0.0449122970511801,0,0,0,0,0,0,0,0,0,0.220413938908907,0,0,0,0,0,0,0.00228046139641577,0,0,0,0,0,0,0,0.0258019213728084,0.093880842045293,0,8.67361737988404e-19,0,0,0,0,0.103556181401393,0,0,0,-0.0124651535248009,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.120068006210416,0,0,0,0,0,0,0,0,0,0,0,0.0978721084072905,0.0676592731249768,0,0,0,0,0,0,0.099789830603533,0,0.0117943060382367,0,0,0,0,0,0.183017706639225,0,0,0,0,0,0,0,0,0,0,0,-0.00193078720535038,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.360704203002964,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335608394490747,0,0,0,0,0,0,0,0,0,0,0,0.287375869862537,0,0,0,0,0,0,0,0,0,0,0.0242845227083427,0,-0.197318303764164,-0.00834122920923882,-0.000689351822526391,0,0,0,0,0,0
X600688.SH,0,0.403468027993302,0,0.00371817655915364,0,0,0,0,0.0159527767774306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810560546311141,0,0,0.079010333267074,0,0,0,0,0,0,0,0,0,0,0,0.0375202002490595,0,0,0,0,0,-0.109689808809017,0.00584584527225623,-0.00183175255601883,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0123328515890063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841922697065885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631200720704744,0,0,0,0.037093736369664,-0.0557928323641291,0,0,-0.0898276018307912,-0.0103297130073414,0.00508390112188541,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.110736286105066,0,0,0,0,-0.15410313583288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39568289507414,0,0,0,0,0,0.0172433566016068,0,0.0392759494895285,0,0,0,0,0,0.531026183483091,0,0,0,0.00508551355011423,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.134125461642055,0,0,0,0,0,0,0.0122293138073645,0,0,0,0.0817715188547063,0,0,0,0.00651658572616302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174213232292198,0,0,0,0,0,0,0,0.0956059941722473,0.0639307550102467,0,0,-0.0118243824785256,0.00577242316192558,0.00891933658618164,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0556796122802938,0,0,0.0174021839797247,0,0,0,0,0,0,0,0,0,0,0,0,0.0909047755617386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383517754481141,0,0.0851087403501283,0,0,0,0.0879420243631438,0.155421285383611,0,0,0,0,-0.00175186100717293,0,0,0,0,0,0
X600309.SH,0,0.0132675609230411,0,-0.229051142465742,0,0,0,0,-0.05482293357778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232042965921125,0.0230049163221293,0.219180639790108,0,0,0,0.365934653357695,0,0,0,0,0,0,0,0,0,0,0.0425214723170622,0,0,0,-0.0313212321877093,0.00325161889364265,0,0,0,0,0,0
X300072.SZ,0,0,0,0.110679732573715,0,0,0,0,0,0,0,0.112305570421056,0,0,0,0,0,0,0,0.109608758044014,0,0,0,0,0.0229531306606346,0,0,0,0,0,0,-0.0436049117984978,0,0,0,0,0,0,0,0,0,-0.0252304421794764,0,0.0405759911569933,0,0.0586350957255474,0.213176233130959,0,0.00256808011185385,0.0582778599069963,0,0.0120353395015041,0,0,0,0,0,0
