,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X000539.SZ,X600027.SH,X600188.SH,X600362.SH,X002075.SZ,X600111.SH,X600157.SH,X600583.SH,X601158.SH,X600309.SH,X000898.SZ,X002353.SZ,X600352.SH,X601992.SH,X600021.SH,X000878.SZ,X600660.SH,X600808.SH,X000959.SZ,X002470.SZ,X000629.SZ,X000027.SZ,X000883.SZ,X000792.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X600315.SH,X000012.SZ,X600395.SH,X600547.SH,X000761.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.548773160095519,0,0,0.050702096155995,0,0,0,0,0,0,0,0,0,0,0,0.0547009408528015,0,0,0,0,0,0,0.0453229684394269,0,0,0.0160794129440602,0,0,0,0,0,0,0.0210575453473728,0,0.06441191025037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546684010419123,0,0,0,0,0,0,0
X600028.SH,0.232415793537502,0,0,0,0.0635925833248695,0.106257662462614,0,0,0,0,0.0126259502760812,0.0128067992561851,0,0,0,0,0.0432388299187348,0,0,0,0.0557106144235168,0.0487989855319348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553517738378538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.240755488918218,0,0,0,0,0,0,0,0.106426324859501,0,0,0,0.0103318013547708,0,0,0,-1.73472347597681e-18,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552407640595423,0,-0.0128122084431363,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441555288094385,0,0,0,0.0159817500252486,0,0,0,0,0,0,0,0.158578993163531,0,0,0.187098986979711,0,0,0.151619049733816,0.0288171353171259,0,0,0,0,0,0,0,0,0,0,0,0.228038002371175,0,0.00570483410037919,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0725071128372534,0.00169866867209273,0,0.204675274563827,0,0,0,0.0980884556028967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085460374370819,0,0.368036792324047,0,0,0,0,0,0,0,0,-0.00666593680716984,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.118575219506809,0,0.0367663881588227,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0813323057092167,0.049544943168243,0,0,0.25870692100539,0,0,0.0400676956048387,0,0,0,0,0,0,0,0.0250240895805914,0,0,0,0,0.129134390203791,0,0,0,0,0,0,0,0,0,-0.000704893025632781,0,0,0,0,0,0
X600585.SH,0,0,0.149276017840495,0,0,0.0489242722947401,0,0,0,0,0.0542632736473525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735799829629666,0,0,0,0.0311336216089536,0,0.0901921885110425,0,0,0,0,0,0,0,0.109228917683621,0,0.108392785742276,0,0,0,0,0,0,0,0,-0.0211738718806989,-0.0183258142134034,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.180545002684534,0,0,0,0,0,0,0,0.0650438704931692,0.317875654077501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595595380897765,0,0,0,0,0,0,0,-0.0670295355405389,0,0,0,0.0832971201348147,0,0,0,0,-0.0357995061785549,0,0,0,0.00608382001312079,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.187304097538741,0,0.00519117629591271,0,0,0,0.111597880925895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352464664259945,0,0,0,0,0,0,0.0190496420189608,0,4.33680868994202e-19,-0.0195143923038244,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0544430769818801,0.00346428114103801,0,0,0,0.127167711854115,0,0,0,0,0,0,0,0,0,0,0,0,0.187414601620721,0,0,0,0,0,0,0,0,0,0.34426403815906,0,0.0211070450541536,0,0,0,0,0,0,0,0,-0.00262110088680049,0,0,0,0,0,0,0
