,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600803.SH,X600160.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X600426.SH,X601699.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000877.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600612.SH,X600282.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.087709106336598,0.586211035420653,0,0,0,0,0.0957167502461111,0,0.147868496361487,0,0,0,0,-0.126961705182158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100572308004224,0,0,0.00038046483219868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00891970358131094,0,0,0,0,0,0,0
X601088.SH,0.244790314287427,0,0,0,0,0,0,0,0,0,0,0,-0.0361325236515066,0,0.0421318023174121,0,0,0,0,0,0,0,0,0,0.34063432041035,0,0.0244219966075977,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783592851835136,0,0,0,0.081716739564538,0.0464537367808676,0,-0.0741326060011451,0.00737682504286316,0,0,0,0,-0.00808649377751413,0.00659487441634265,0,0,0.0371946778318296,0,0
X600028.SH,0.484782182983078,0,0,0,0,0,0.0750470712223943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126789855523184,0,0,0.024433768740312,0,0,0,0,0,0,0.0741486006549073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402049895518634,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.155304950900731,0,0,0,0.0976836090006999,0,0,0,0,0.022085805647306,0,0,0,0,0,0,0,0,0,0,0,0.0553940291500756,0,0,0,0,0,0,0.0155271235324999,0,0,0,-0.0369112876003245,0.0318354588395242,0,0.0308902881825806,0,0.014218916790607,0,0,-0.0229713321763791,0.0265028950758798,0,0,0,0.0191576532875639,0,0
X600188.SH,0,0,0,0,0,0.0790524442145489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766687035004381,0,0,0,0.0499618625460552,0,0.201982458541602,0,0,-0.199222643062805,-0.00548985278370061,0,0,0,0.0665535269105533,0,0.252455202816744,0,0,0,0,0,0.006735909604624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0367735933376018,0,0,0,0.035654635747986,0,0,0,0,0,0,0,0,0,0,0,0.0639690813240571,0,0,0,0.0413290745785809,0,0,0,0,0,0.172719136253094,0,0,0,0,0.0385274783705427,0,0,0,0,0.327532244552146,0,0,0,0,0,0,0,0,0,0,0.0365058986512974,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0888052707130327,0,0.0538114731050838,0,0.0753956484576028,0,0,0,0,0,0,0,0,0,0,0.188418702935856,0,0.0474970353436732,0,0,-0.0484716949132677,0,0,0,0,0,0,0,0.00340085654754863,0,0,0,0,0,0,0,0.0129282879198793,0,0,0,0,0,0,0,0,0.00225287434431309,0.0784960957452454,0,0.453087237274363,0,0,0,0,0,0,0,0,0
X600011.SH,0.13936363223682,0,0,0,0,0,0,0,0,0,0,0,0,0.277354682777478,0,0,0,-0.0387957999243768,0.150902735017864,0.0339190765504698,0,0,0,0,0,0,-0.0961378445093085,0.345814768631056,0,-0.0607259661962097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468814454598606,0,0,0,0,0,0,0,0,0.0597104419884685,0,0,0,-0.0420657250441452,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225565631511913,0,0,0.0829469629477533,0,0,0,-0.134923913898551,0,0,-0.0361104705808872,0,0,0,0.0425889064715932,0,-0.02898630642156,0,0,0,0,-0.0626213824379144,0,0.0287142055484928,0,0,0,0,0,0,0,0,0,-0.0229057666648508,0,0,0,-0.120038469597035,0,0,0,0,0,0.00294251204249269,0,0
X601600.SH,0.00645108662833559,0,0,0,0,0,0,0.137521731709886,0,0,0,0,0,0,0,0,0.0309641944234051,0,0,0,0.0579286185855041,0,0,0,0,0,0,0,0,0,0,0,0,0.0931798578042665,0.243867007677982,0,0,0,0,0.276185811014794,0,0,0,0,0,0,0,0,0.230058586349584,0,0,0.0151561317667618,0,0,0,0,0,0,0
