,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600803.SH,X000983.SZ,X601699.SH,X000408.SZ,X600219.SH,X600096.SH,X000807.SZ,X600795.SH,X601991.SH,X600801.SH,X002080.SZ,X600985.SH,X002353.SZ,X000825.SZ,X000630.SZ,X600295.SH,X000932.SZ,X600489.SH,X600688.SH,X300073.SZ,X600486.SH,X601666.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0196383758820343,0,0,0,0,0,0,0,0,0,0.343973833839091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284286834901383,0,0,0.122867812587942,0,0,0.10998893820657,0,0,0.0410411004746594,0,0,0,0,0,0,0.0976796911929445,0,0,-0.0228440774211535,0,0,0,0.038228713714713,0,0
X601088.SH,0,0,0,0,0,0.0129807776184942,0,0,0,0,0,0,0,0,0.217968216604768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438726789949872,0.0209676524032636,0,0,0,0,0,0,0,0,0.216657842480251,0,0,0,0,0,0,0,0,0,0.107791311962341,0,0,0,0.0131558932609266,0,0,0,0.0542490283306053,0,0
X600028.SH,0.100550896498749,0,0,0,0,0.0210461913683661,0,0,0,0,0,0,0,-0.0199881293503031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367263315013833,0,0,0,0,0,0,0,0,0,0,0,0,0.0186081972318702,0,0,0,0.24009692306404,0,0,0,0,0,-0.0161048188015567,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0361764994260378,0,0,0,0.0631945482746146,0,0,0,0.141976795615067,0,0,0,0,0.00140783673037369,0,0.052102795368916,0,0,0,0,0,0,0,0,0,0,0,0.0926157002535801,0,0.0699629894476097,0,0,0,0,0,0,0,0,0,-0.000146786759820598,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636117459146669,0,0,0,0,0,0,0,0,0.0580796936115523,0,0,0,0,0,0,0,0,0,0.476672560638939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00875770597056748,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0111098747148204,0,0,0,0,0,0,0,0,0,0.065968368160788,0.103123442674602,0,0,0,0,0,0,0.311089456011209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265912869737948,0,0,0,0.0500285199275452,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.048384076150327,0,0.150944610027372,0,0.0490191889189907,0.351386487527059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089131520838287,0,0,0,0,0,0,0,0,0,-0.0919200860408241,0,0,0,0,0,0.198141717847519,0,0.0140931783555617,0.0330739734682096,0.0399354088405254,0,-0.0268575889004221,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.051345626989634,0.412452821225621,0,-0.119548829586729,0,0,0,0,0,0,0,0,0,0,0,0,0.303527919095094,0,0,0,0,0.0830099463209126,0,0.108707132599018,0,0,0,0,0,0,0.0374358805675751,0,0,0,0,0,0,0,0,0.0229057077994248,0.0864206421055411,0,-0.0233022485777424,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862623201230077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233641344098446,0,0.00242137710080591,0,0,0,0.0813021308187633,0.212451183284838,0,0,0,0,0.0584255309806837,0,0,0,-0.017641404564015,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.21321753522015,0,0,0,0,0,0,0,0,0.0699164234885986,0,0,0,0,0.236356406568184,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0173203455809549,0,0.110662550411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761723047188093,-0.0254460877071662,0,0,0,0,0,0
X002466.SZ,-0.39608691433775,0,0,0,0,0,0.660808229763093,0.227328512961355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101683128643535,0.0354976632304046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788122064499946,-0.082357856031441,0,0,0,0.0528163172284536,0,0
X000877.SZ,0,0,0,0,0.320428725685792,0,0,0,0,0,0,0,0,0,0,0.319887545432333,0,0,0,0,0,0,0.0661039983594815,0,0,0,0,0,-0.0189549138370893,0,0.0366632668856108,0,0,0,0,0,0.107482378184699,0,0,0,0,-0.0212267963405036,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.016296373823248,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.00775177348805267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308557801578083,0,0.414769539682208,0,0,0,0,0,-0.115391979278288,0,0,0.207993052365263,0,0,0.148395202402418,-0.0374775147624881,0,-0.0961825673513986,0.0558118087162446,0,0,0,0,0,0.0135803418774409,0,0,0,0.015114372651244,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047126220117047,0,0.164250623199704,0,0,0,0,0,-0.044316570970669,0,0.125832942627581,0,0,0,0.469263859950447,0,0,0,0,0,0,0.161204393113614,0,0,0,0,0,0,0,0,0,-0.0356058300864284,0.0437859553427519,0,0,0,0,0,0
X601898.SH,0,0.105374591096613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325504553403744,0.0861859180365299,0,0,0,0.034374785696598,0,0,0,0,0.0723195539226239,0,0,0,0,0,0,0,0,0,0.0275759838391648,0,0,0.00255190645342118,0,0,0,0,0,0,0
