,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X002466.SZ,X002271.SZ,X000786.SZ,X600795.SH,X600352.SH,X601991.SH,X600688.SH,X002353.SZ,X600111.SH,X600176.SH,X601992.SH,X600027.SH,X000723.SZ,X600426.SH,X600583.SH,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X000792.SZ,X000709.SZ,X600612.SH,X000553.SZ,X002080.SZ,X600486.SH,X000027.SZ,X000401.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0992759396921395,0,0,8.67361737988404e-19,0,0,0,0.0261300692848434,0,0,0,0,0,0.2530154875924,0,0,0,0,0,0,0,0.0226367011368164,0,0,0.157029739849209,0,0,0,0,0,0,0,0,0,0.0415882818632784,0,0,0,0,0,-0.00182634995849314,0,0,0,0,0,0,0
X600028.SH,0.149133688359073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413382218225878,0,0.0475926697967855,0,0,0,0.281482268326589,0.0090585150877163,0,0,0,0.0100269231991282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360703005375702,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0608389341339892,0,0,0,0,0.0355299330395046,0.249108516293703,0.0108929476552769,0,0,0,0,0,0,0,0,0,0,0,0.107401336759201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408849041903904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0472802792461968,0,0,0,0,0,0,0,0,0,0,0,0.446287698407908,0,0,0.0251889011689582,0,0,0,0,-0.0507964410170042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203281659151063,0,0,0,0.0294750748489758,0,0,0,0,0,0,0.032372825451318,0,0,0,0.0691349254489776,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575600646521177,0.238967016733623,0.0491240419910023,-0.0710786086665448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17070848433356,0,0,0,0,0,0,0,0,0,0.00176455330933732,0,0,0.0751264300346188,0,0,0,0,-0.00389669514918265,-0.00305147454978572,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0143759627520629,0,0,0,0.0153878933690646,0,0,0.0953238349555271,0.0861207764276111,0.0179372794651256,0,0,0,0,0,0,0.0223009235753707,0,0,0,0,1.73472347597681e-18,0,0,0.119482897770784,0,0,0,0,0.0504353785404597,0,0,0,0,0,0,0.0251149050481353,0,0,0,0,0,0.0091227709520954,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120803857624265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873865344863765,0,0,0,0,0,0.0436722254795985,0,0.0359436136841681,0,0,-0.0176200658713754,0,0,0,0,0,0.00248406402573544,0,0,0,0.023135352843514,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0165558754592258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195261949410351,0,0,0,0,0.285516074308372,0.170395611498943,0,0.0237944020375168,0,0.0087292431668501,0,0,0,0.0325095172403749,0,0,0,0,0,0.00365972764470873,0.026904226017091,0,0,2.16840434497101e-19,0,0,0,-0.00335735407189491,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360355426709439,0.262506559725103,0,0,0,0,0,0,0,0,0,0,0,0,0.181268067388536,0,0.112673988338121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0.195144095012404,0,0,0,0,0,0,0,0,0,0,0,0,0.0345933204927682,0,0,0,0,0,0.296080471298405,0,0,0.256307317175255,0,0,0,0,0.114195027900716,0,0,0,0.0753124485914452,0,0,0,0,0,0,0,0,0,0,0.0368469038457681,0,0,0,0,0,-0.00834073828036602,0.027388230899656,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.164896320432157,0,0,0.0111386094634167,0,0,0,0,0.111816616392983,0,0,0,0.110314353113016,0,0,0,0,0,0,0,0,0,0,0,0,0.0462363956410875,0,0,0,0,0,0.123597215703249,0,0,0,0,0,0,0,0.0252488382514746,0,0,0,0,0,0,0,0.00941660051498149,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0175190991187752,0,0,0,0,0,0,0,0.0585089776852044,0.440549139746045,0,0,0,0,0,0,0,0,0,0.0107060346879625,0,0,0,0,0,0.0384729384498735,0.043063642907723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709880194080727,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.126985408697457,0,0,0,0,0.0692934101088109,0,0,0,0,0.107768220259555,0,0,0,0,0,0.169644893007384,0,0,0,0,0.0604612586877527,0,0,0,0,0,0,0,0,0,0,0.0665208278040062,0,0,0.119388354946341,0,0,-0.025042736002872,0,0,0,0,0,0,0,0,0,0,0,-0.0133830488981116,0,0
X600010.SH,0,0,0,0,0,0.145590559113521,0,0,0,0.070340900194988,0,0,0,0,0,0,0,0.0885561505277478,0.0586624171023885,0,0,0,0.0191361487707059,0.109093753934951,0,0,0,0,0,0,0,0,0,0.104985867816965,0,0,0,0,0,0,0,0,0,0.0168978373611774,0,0,0,0,0,0,0,0,0.0189486237910337,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00773286228431835,0,0,0,0,0,0,0,0,0,0,0.0983170946126575,0,0,0.206287809013443,0,0,0,0.0771626829633781,0,0.074709426634483,0,0,0,0,0,0,0,0,0,0.0886991908016559,0,0,0,0,0,0,0,0,0,0.0211811486935809,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.146356574119765,0,0,0,0.0245861808340666,0,0,0,0,0,0,0,0,0,0,0,0,0.00898804225336102,0,0,0,0.133724775419673,0,0,0,0.0649182046576181,0,0,0.0793377121751,0,0,0,0,0,0.189643608717851,0,0,0,0,0,0.0786117696621596,0,0,0,0.0657380211704881,0,-0.00108396558004093,-0.0225646097755522,0,0,0,0,0,0
X600801.SH,0,0,0,0.50435077947276,0,0,0,0,0,0,0,0,0,0,0,0.0474514448843987,0,0,0,0,0,0,0.149202526453144,0,0,0,0,0,0,0,0,0,0.118479739047312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234132329168872,0,0,0,0.00517072994072717,0,0,0,6.93889390390723e-18,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.526362725699244,0,0.178590029725403,0,0,0,0,0,0,0,0,0.138941417612077,0,0,0,0,0,0,0,0,0,0,0,0.0863820718272595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043187717904146,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.00427451807140358,-0.0654635131436018,0,0,0.539188255683202,0.133109695124528,0,0,0,-0.0073691859714312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306743493796207,-0.184397516221184,0,0,0,0,0,0,0,-0.282953214734225,0,0,0,0,0,0,0,0,0,0,0,0.404804034862088,0,0,0.0479508555272065,0,0
X002271.SZ,0,0,0,0.133994033189644,0.0363913249408759,0.0450117991197279,0,0,0.207034685561532,0,0,0,0,0,0,0,0.196395826803211,0,0,0,0.0421587279115119,0,0,0,0,0.034453055587482,0,0,0,0,-0.0706979110957995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102701957195434,0,0,0,0,0,0.0208350526808008,0.00642056731704429,0,0,0,0,0,0
