,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601600.SH,X601898.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X600219.SH,X601699.SH,X000786.SZ,X000807.SZ,X600803.SH,X600096.SH,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600141.SH,X300073.SZ,X600489.SH,X600688.SH,X000825.SZ,X600801.SH,X600157.SH,X600378.SH,X600160.SH,X000932.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.22090189851957,0,0,0.117781971030978,0,0,0,0.024616763815236,0,0,0,0,0,0.0862694835491785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131693140393467,0,0,0,0,0.0267644415851173,0,0,0.105472393487638,0,0,0.0751768755604517,0,0.151620225469291,0,0,0,0,0.0110014721448097,0,0,-0.0126923110140378,0,0,0,0.0325487270883729,0,0
X601088.SH,0,0,0,0,0,0.0874755751971998,0,0,0,0,0,0,0,0,0.189261792099995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317100691319262,0,0,0,0,0,0,0,0,0,0,0,0.0591256469998128,0,0,0,0,0,0,0,0.0166645409641303,0,0,0.00557643323765519,0,0,0,0.0202670686232611,0,0
X600028.SH,0.122257458250866,0,0,0,0,0.0617534688599995,0,0,0,0,0,-0.0164173849471985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249139181331459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181295682626073,0,0,0,0,0,0,0.0317219111006077,0,-0.00948150609905106,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771461584463831,0,0.0982165929780884,0,0.187028394711561,0,0,0,0,0,0,0,0,0,0,0,0.0443013792332875,0,0,0,0.105918329321586,0,0.0635776364940568,0,0.0164581679375016,0,0,0,0,0,0,0,0,0,0,-0.00598436862739624,0.00275783301956264,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999909848616891,0,0,0.1149432402612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490388460338581,0,0,0,0,0,0,-0.000529672756535067,0,0,0,0,0.00894150562864288,0,0
X600188.SH,0,0.0674965615217411,0,0,0,0,0,0,0,0,0,0.0751470229358522,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.531443810757236,0,0,0,0,0,0.123960252627752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709668480844315,0.114656557401543,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0197511158857249,0,0.181980733454867,0,6.93889390390723e-18,0.391087012898824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622912148544487,0,0,0,0,0,0,0,0,0,0,0,0,0.208610450874934,0,0,0,0,0,0,0,0,0,0.0391076898410002,0,-0.0290869237466683,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.254916684990972,0.419166030065618,0,0,0,0,0,-0.00901805017054187,0,0,0,0,0,0,0,0,0.291363743651373,0,0,0,0,0,0,0,0,0,0,0.150708141754068,0,0,0,0,0,0,-0.118661801656908,0,0,0.0167014878204514,0,0,0,0,0,0,0,0,0,-0.0411726272428342,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.140188087554292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124222700769349,0,0,0,0,0,0,0,0,0.00719642484607057,0,0,0,0,0,0,0,0,0.223088336867167,0,0,0,0.324848500779043,0,0,0,-0.00601192839437373,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.338657091723247,0,0,0,0,0,0,0,0,0.134597982283142,0,0,0,0,0.153696253840649,0,0,0,0,0.0376867885236998,0,0,0,0,0,0.0357960939368236,0,0.00215450687083859,0,0,0,0,0,0.195124886796172,0,0,0,0,0,0,0,0,0,0,0,0.039654975373904,-0.010832080653074,0,0,0,0,0,0
