,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600795.SH,X600688.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X002460.SZ,X000723.SZ,X000883.SZ,X600299.SH,X002271.SZ,X600219.SH,X600352.SH,X000792.SZ,X600176.SH,X000630.SZ,X600578.SH,X000539.SZ,X000408.SZ,X600583.SH,X000027.SZ,X000786.SZ,X600021.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.171797562907799,0,0,0,0,0,0,0,0,0,0,0,0.0235486636804349,0,-0.0236357385201707,0,0,0,0.0112189320100662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026094282918702,0,0,0,-0.0181566674003148,0.0042981400375682,0,0,0,0,0,0
X600028.SH,0,0,0,0.065640978047024,0,0,0,0,0.00863329466897609,0,0.0256397640842922,0,0,0,0,0,0,0.0306772500332768,0,0,-0.139982237292219,0,0,0,0,0,-0.0556877380199386,0,-0.0387617147175765,0,0,-0.0470042344999973,0,0,0,0.0382619032471376,0,0,0,0.0223354525021865,0,0,0,0,0,0,0,0,0,0,-0.00177823663785192,0.00836273387558477,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107360507452131,0,0,0.0161534645209371,0,0.0120902454696172,0,0,0,0,0.0908838032622511,-0.00929843337329393,0,0,0,0,0.0052002098500562,0,0,0,0,0,0,0,0,0,0,-0.0230393276785589,-0.0290984911268467,0,0,0.00304633712764884,0,0,0,-0.00717916182195776,-0.0141440869166255,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105833401856244,0,0,0,0,0,0,0,0,0.196572808100968,0.129005822879625,-0.0417442872590823,0,0,0,0,0,0,0,0.0367558639154183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193229387729433,0.00329850048298101,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.134732164975269,0,0,0,0,0,0,0,0,0.122636626458289,0,0,0.0557801804897767,0,0.0382740587310714,0.204848456353032,0.0687964748116386,0,0,0,0.06872524182754,0,0,0,0.0264684890871815,0.0213598624972614,0,0,0,-0.162640347206841,0,0,0,0,0,0.204487920418209,0,-0.136194085512728,0,0,0,0.162695499232745,0,0,0.0384918402317438,-0.0618897791930252,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113996562131468,-0.0251556352309909,0,0,0.156630980948166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695390091633552,0,0,0,0,0,0,0,0.147059808171056,0,0,-0.04488188293298,0,0,0,-0.00150386587870691,-0.0211136679047584,0,0,0,-0.0366903875951377,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0594254762644316,0,0,0,0.119846454794967,0,-0.0151082570729135,0,0,0.110116462659045,0,0,0,0,0.029969097821222,0,0,0.0545891042915003,0,0,0.0194262941966898,0,0.0852468455946171,0,0,0,0,0,0,0,0,0,0,-0.0544901171599536,0,0,0,0.0367572940425675,0,0,0,0,-0.014137991240655,-0.00647118763779775,0,0,0,-0.135485750242504,0,0
X601898.SH,0,0,0,0.0899358730743472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113581951730995,0,0,0,0.018550456522982,0,0,0,0.0110770253666874,0.0257938816441112,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0875543804535444,0,0,0,0.218397652187381,0,-0.00797843167292043,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0784757681074879,0,-0.0192135965457984,-0.0859925623717396,0.164788315017965,0.200111149909221,0,0.371525048665331,0,0,0,0,0,0.106519432648497,0,0,-0.229983404146485,0,0,0,0,0,-0.0362971357132658,0,0,0,0,0,0,0.082407697041394,0,0,0,0,0,0,0,0.0629264998099571,0,0.00245130430250509,0,-0.0243125355966987,-0.0159100025861333,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00934532131345607,0,0,0,0,0,0,0,0,0.0500927392665828,0,0.0677371165939399,0,0,0,-0.0293812571658588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316212770496904,0,0,0,0,0,0,0,0,-0.0184218757037203,0,0,0,0,0,0,0
