,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X601898.SH,X600886.SH,X601600.SH,X000301.SZ,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X601991.SH,X600801.SH,X600219.SH,X600486.SH,X002080.SZ,X600795.SH,X002353.SZ,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X601168.SH,X600027.SH,X601992.SH,X002409.SZ,X600157.SH,X600299.SH,X600399.SH,X002497.SZ,X000932.SZ,X000898.SZ,X000027.SZ,X600516.SH,X600529.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0367154418848135,0,0,0,0.0288609677422068,0,0,-0.0120196968170292,0,0,0,0,0.0496985130966423,0.0317793357129739,0,0,0,0,0.0243468185294125,0,0,0.0651612649734267,0,0,0,0,0,0,0,0,0,0,0,0,0.04324694125369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095176073807214,0,-0.00209317242287395,0,0,0,0,0.00133512571084888,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0582964648265257,0,-0.0265484193485278,0,0,0,0,0.0115388568789376,0,0,0,0.000245379183413105,0,0,0.0360596952051631,0,0,0,0,0,0.121149047576933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097840627055859,0,0,0,0,0,0,0,0,0,0,-0.0107209668117405,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933118488151928,0,0,0.115583389357491,0,0,0,0,0,0.39601143521808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108872662102623,0,0,0,0,-0.00658524129761871,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108203514435578,0,0,0.0160606589718637,0,0,0,0,0,0,0,0.150011689463083,0,0,0,0,0,0,0,0.00618806790166252,0,0,0,0,0,0,0,0,0,0,0,-0.224609271988071,0.157620358796373,0,0,0.0251835898226763,0,0,0,0.00890087668470852,0,0
X600585.SH,0,0,0,0,0,0.0541902615261937,0,0,0,-0.025690866683092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896347092755758,0,0,0,0,0,0,0,0,0,0,0,0,-0.013034526387211,0,0,-0.00353104124175622,0,0,0,0.0059228294186047,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.083210518627154,0,0,0.376397720101144,0,0,0,0,0,0,0,-0.288464425618378,0.0259760730852089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37799974349425,0.187379193880427,0,0,-0.0474128175346011,0,0,0,0.339772419228001,0,0,0,0,0,0,0,0,-0.0301501571820004,0,0,0,-0.0019035831692431,0,0
X600019.SH,0,0,0,0,0,0,0,0.198668064692496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248897365055295,0,0,0,0,0.125005110011594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793827541444792,0,0,0,-0.0630294556271203,0,0,-0.0310094588989085,0,0,0,0,0.00785077250093099,0,0
X000708.SZ,0,0,0,0,0,0,0.014479060716381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892590310305029,0,0,0,0,0,0,0.117297132989329,0,0,0,0,0,0,0,-0.0143989091449043,0.0626081494926917,0,0,0,0,0,0,0,0.027253673516062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0359516361921263,0,0,0,0.0397114784068169,0,-0.0167512102247155,0.0122727901359138,0,-0.000432709619917528,0,0,0,0,0,0.0350416193881225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552200631841232,0,-0.170648118967152,0.152691022478442,0,-0.0795200322325926,0,0.059784462574342,0,0,0.0770760248750842,0,0.034121856430114,-0.0640413549417223,0,0,0,0.00755691003126133,0,0
X002271.SZ,0,0,0,0.0466794099321411,0,0,0,0,0.254281572996761,0,0,0.0202105271463898,0,0.059919857799222,-0.0415278882528935,0,0.129749835705492,0,0,0,0,0,0,0,0,0,0,0,0,0.107773401331299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315225996101521,0,0,0,0,0.0226853155045481,0,0
