,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600352.SH,X601898.SH,X600547.SH,X600660.SH,X601991.SH,X000723.SZ,X600886.SH,X600688.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X600027.SH,X601992.SH,X600801.SH,X000898.SZ,X600111.SH,X600176.SH,X600299.SH,X002466.SZ,X000709.SZ,X002460.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X000553.SZ,X002271.SZ,X600489.SH,X601158.SH,X000883.SZ,X000825.SZ,X600985.SH,X000630.SZ,X600157.SH,X600583.SH,X600339.SH,X600426.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0351893507476737,0,0,0,0,0,0,0,0,0,0,0,0,0.18051632337408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916279895726912,0,0.003108068491825,0,0,0,0,0,0,-0.0166099696902093,0,0,0,0,0,0
X600028.SH,0,0,0.0809453094434649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149347723525588,0,0.0493512954010365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11481218209215,0,0,0.00298467132227024,-0.0278637502711944,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0607558733586462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204100744415006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946637010736805,0,0,0.212522418614414,0,0,-0.00495802091171203,-0.0565933381692773,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0864318268054915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484115966647557,0,0,0,0,0,0,0,0,0,0,0,0.0532971190999154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102670014106508,0,0,0,0,-0.00863688639944014,0,0
X600019.SH,0,0,0,0,0,0.00378088865451853,0,0.0117626360416275,0.0521716832166299,0,0,0,0,0,0.00435868444038511,0,0,0,0,0,0.0134867874892574,0,0,0.0456575483194593,0,0.0196131234112078,0,0,0,0,0,0,0,0,0,0.0217726979154936,0,0,0.0336691443998303,0,0,0,0,0,0,0.0432965817505487,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744472954597894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564606758374873,0.207853248950695,0,0,0.0930042249182863,0,0,0,0,0,0,0,0,-0.0179582086120815,0,0,0,0.383181952509174,0,0,-0.0112509190282869,0,0,0,0,0.00249270378147697,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792543991222503,0,0,0,0,0.415240645393422,-0.0356683999360055,0.437751202994394,0,0,0,0,0,0,0,0,0,-0.0236963041958408,0,0,0,0,0,0,0,0,0,0,0,0.00387642818465211,1.73472347597681e-18,0,0,0,0,0,0,0.0139511200125886,0.00715863688081038,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00308251232627627,0,0,0,0,0,0,0,0,0.110303097419962,0,0.000674503413604524,0,0.119776921270305,0,0,0.26136779744548,0,0,0,0,0,0,0,0.236955181600919,0,0,0,0,0,0,0,0,0,0,0,0.107299291753369,0,0,0,0,0,-0.00901902561466112,-0.0165217418300496,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00107330136409174,0,0,0,0,0.014111065584444,0,0,0,0.173911547673863,0,0,0,0,0,0,0.140124057542241,0,0,0.0636536071020813,0,0,0,0,0.267867540953105,0,0,0,0.057239256511979,0,0,0,0,0,0,0,0,0,0,0.166120245719312,0,0,-0.00753030473234392,-0.00977606790942209,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925640973072047,0,0,0,0.199154218532949,0,0,0,0,0.0466508848171429,0.0486251137960063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090471049625903,0.0359027233997748,0,0,0,-0.0827130960833748,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.13935149081947,0,0,0,0,0,0,0,0,0.128949104241398,0.257889970139918,0,0,0,0,0,0,0.0344081022198093,0,0,0,0,0,-0.00744091153200951,0.0242912935882581,0,0,0,0,0,0,0,0,0,0,0.00318512841198757,0,0.00182894409209384,0,0,0,0,0,-0.00940850367026821,0,0,0,0,-0.00332896997201123,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112989403638997,0,0,0,0,0,0,0,0,0,0,-0.0343933348628674,0,0.120668860346717,0,0,-0.0247673949377895,0,0,0,0,0,0,0,0,0.464178180659014,0,0,0,0,0,0,0,0,0,0,0,-0.0172650374857957,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420427415002982,0,0,0,0.0747747728300436,0,-0.0471094624229157,0,0,0,0,0,0,0,0.0451311536034931,0,0,0.022866147213265,0.222980970620424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00926651036952517,0.0122162114171702,0,0,0,0.00667071618675591,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161011721451467,0,0,0,0,0,0,0.0301805714321384,0,0,0,0,0,0.0171761938451951,0,0.105908598442568,0,0,0,0.0643508680056587,0,0,0,0,0.029043861756826,0,0,0.031603603343655,0,0,0,0,0,-0.0123056424222522,-0.0299940917681702,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.391101596691571,0,0,0,0,0,0,0,0,0,0,-0.206778790352754,-0.0696066435657052,0,0,0,0,0,0,0,0,0.702006380102084,0,0,0,0,0,0,0,0.359147423225025,0,0,0,0,0.0513122751082539,0,0.0113724461343402,0,0,0,0,0,0.0956944375700114,0,0,0.204182341177738,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249408914199369,0,0,0,0,0,0,0,0,0,0,0.0550016459648384,0,0,0,0,0,0.0368308103305048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195787513280543,0,0,0,0,0,0.00553823151208717,-0.0122476840823935,0,0,0,0,0,0
X600688.SH,0,0,0.015392335694234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136170370678121,0,0,0.0370288141710302,0,0,0,0,0,0,0,0,0,0,0.0166487359832069,0,0,0,0,0,0,0,0,0,0,0,0,0.0516979600388744,0,0,0.12319315259093,0,0,0,-0.0450605383179982,0,0,0,-0.00159850524745454,0,0
X600188.SH,0,0,0,0,0,0,0,0.0683338375911222,0.081125605997325,0,0,0,0,0,0,0,0,0,0,0,0.0297169121037052,0,0,0,0,0.0651771620018879,0.0522082060002773,0,0,0,0,0,0.114350146296642,0,0,0,0,0,0,0,0,0,0.151411235259662,0,0,0.021690572911701,0,0,0,0,0,0.00256047482692159,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.104735567066443,0.122051122557153,-0.0155141590598344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213634802427052,0,0,0.00388908051256843,0,0,0,0,0,0,0.0692141994621848,0,0,0,0,0,0,0,0,0,0.0238853633904308,0,0.147024595748113,0,0,0,-0.0287159557791278,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.193153337022467,0,0.169994623210568,0,0,0,0,0,0,0,0,0,0.0750497536522482,0,0,0,0,0,0,0.113956321921919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321363266570469,0.0606109511948899,0,0,0,0,0,-0.0515415713088359,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.0249818624348237,0,0.0718991236686108,0,0,0,0,0,0,0,0,0,0,0,0,0.137757392121082,0,0,0,0,0,0,0,0.353162964809986,0,0,0.0663537871049239,0,0,0,0.000236102125642755,0,0,0,0,0,0,0,0,0,0,0.144697819854787,0,0,-0.00852376622084257,0.0647855410736129,0,0,0,-0.0230321796138409,0,0
X600027.SH,0,0,0,0,0,-0.062156622406507,0.246591562478785,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0380636476720274,0,0,0,0.0424994433637928,0,0,0,0.00252657499019083,0,0,0,0,0,0,0,0,0,0.316679217303411,0,0,0,0.00269937948748342,0,0,0,0,0,-0.0209841648822497,0,0,0,0,0.0772067963543171,0,0
X601992.SH,0,0,0,0,0,0,0,0.0299775224287134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.180333647552212,0,0.0434356692179944,0,0,0,0.0896141352673635,0,0.086090789678821,0,0,0,0,0,0,0,0,0.241828163975047,0,0,0,0.131328799866078,0,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.363678895659565,0,0,0.021266033241073,0,0,0,0,0,0,0,0,0,0,0.145585883954195,0,0,0.0386485254916038,0,0,0,0,0,0,0,0,0,0,0.00329592577671251,0,0,0,0,0,0.0504118989957598,0,0,0,0,0,0,0,0,0,0,0.232956282326709,0,0,0,0.0401347859030656,0,0,0,-0.0463551366655264,0,0
X000898.SZ,0,0,0,0,0,0.0954827304501582,0,0,0.0338231256656358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1486408201247,0,0,0.208873018681214,0,0,0,0,0,0,0,0,0,0.135318431442388,0,0,0,0,0,0,0.00940600467832176,0,0,0,0,0,0.00169533810327955,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.28856817028364,0,0,0,0,0,0,0,0,0,0,0.0960696072915936,0,0.126819257688627,0,0,0,0,0,0,0,0,0,0.32210742821297,-0.0215318583533046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163622500718362,0,0,0,0,-0.0319544054293539,0,0
X600176.SH,0,0,0,0,0,0.146529914291829,0,0,0,0,0,0,0,0,0.0212859948382011,0,0,0,0,0,0,0,0,0,0,0,0,0.0399172194212301,0,0,0.144512480119083,0,0.12981168936811,0,0,0,0,0.0376537272888251,0,0,0,0,0,0,0,0,0,0,0.0704331131751687,0,0,-0.0224972999591477,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.197631815262106,0,0.0461687895523607,0,0.150367586673976,0,0,0.0647889612597754,0,0,0,0,0,0,0.0844859285466666,0,0,0,0,0,0,0,0,0,0.0679288620860421,0,0,0,0,0,0.00815509410750164,0,0,0,0,0,0,0.124065444373985,0,0,0,0,0,0,0,-0.0567358890743394,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0257164471133581,0.142969336589276,0.0123471284551452,0,0,0,0,0.0473077446763701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628207509726425,-0.0216286858718595,0,0,0,0,0,0,0.018180100909369,0,0,0,0,0.00433702090308529,0,0,0,0,0,0,-0.0661243016931612,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.127231303479546,0.104582103039229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550990613996165,0,0.00609810802937732,0,0,0,0,0,0,0,0,0,0.0836407720441893,0,0,0.00831553341626821,0,0,0,0,0,0,0.00779963513995395,0,0,0,0,0,-0.0151657518613524,0,0,0,0,-0.0152947403667496,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110575669528345,0,0,0,0,0,0,0.083048744095712,0.0339137552746705,0.841297288288315,0,0,0,0,0,0.151528207461604,0,0,0,0,0.132533201789703,0,0,0,0,0,0.00946099811443181,0,0,0,0,0,0.00545911383089128,0.0278756841248523,0,0,0,0,0,0
