,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600027.SH,X601699.SH,X600111.SH,X002460.SZ,X600160.SH,X000983.SZ,X600426.SH,X000301.SZ,X002466.SZ,X600803.SH,X601991.SH,X000786.SZ,X000933.SZ,X000877.SZ,X600985.SH,X002128.SZ,X000630.SZ,X000807.SZ,X600176.SH,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600348.SH,X600612.SH,X000883.SZ,X600096.SH,X000932.SZ,X000027.SZ,X002353.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.735038438305297,0,0,0,0,0,0.176522978275185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279047964888239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131215035770988,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243417963655203,0.00211295029369843,0,0,0,-0.00222919624575789,0,0
X601088.SH,0.155419125067939,0,0,0,0.14142973247765,0.0844612526716935,0,0,0.0342079220040387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101225344427236,0,0,0,0,0,0,0,0,0.131940102927948,0,0,0,-0.0130391272293464,0,0,0,-0.0242719605277892,0,0,0,0,0,0,0,0,0,-0.0101557600877052,3.46944695195361e-18,0,0,0,0,0,0
X600028.SH,0.357511932221954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793608373952393,-0.0126490668726815,0,0.0265526127995283,0,-0.143570366689108,0,0,0,0,0,0,0,-0.0762357559936791,0,0,0,0,0,1.73472347597681e-18,0,0.0658398853674838,0,0,0,0,0,0,0,0,0.0504225645607133,0,0,0,0.0122918268905189,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940529252365568,0,0,0.052512391790996,0,0,0,0,0.150387569225717,0,0,0,0.0501787652598027,0,0.0838011981150457,0,0,0,0,0,0,0,0,0,0,-0.0683526329264243,0,0,0,0,0,0,0,-0.0058126505860794,0,0,0,0,0.0713129807767917,0,0
X600188.SH,0.0238317153079433,0,0,0,0,0.311462671960138,0,0,0,0.0750872998647058,0,0,0,0,0,0,0,0,0,0,0.322811089730512,0,0,0,0,0,0,-0.0433836910547443,0,0,-0.0832558292672217,0.0400765216510182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180547962155439,0,0,0,0,0,0
X601898.SH,0,0.0260714705812281,0,0,0.0311431919910375,0,0,0.153550372086203,0,0,0,0,0,0,0,0,0,0,0,0.0813811272439212,0.143908455731593,0,0,0,0,0,0,0,0,0,0,0,0,0.463264469870917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978784235677674,0,0,0.0186571784129592,-0.0201280610862964,0,0,0,0,0,0
X600019.SH,0,0,0,0.0537685936766192,0,0,0,0,0,0,0,0.0260564649493629,0.0831603274166153,0,0,0,0,0,0,0,0,0,0,0,0,0.0549878510096145,0,0,0.15764509171362,0,0,0,0,0,0,0,0,0,0.0439627485568451,0,0,0,0.0616683739023932,0,0,0,0.243531365823762,0,0,0,-0.00513952958708592,0.00916269880809835,0.0247378508905742,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541630746702069,0,0,0,0,0,0.216208506135884,-0.0257515023161501,0,0,0,0,0,0,0,0,0,-0.04557248698184,0,0,0,0.0187166858114539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473652856191786,0,-0.0165003228863844,-0.0192293242299337,0.0126588683244571,-0.0649360271162425,0,0,0,0,0
X601600.SH,0,0.0708085809537562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995006599765892,0,0,0,0,0,0,0,0,0,0,0,0.118177207499265,0,0,0.249345366542279,0,0,0,0,0.148512779447345,0.0967687788597245,0.227707900943714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733907484620418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103910159952721,0,0,-0.0404456965268674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634130851300844,0.0759434455598361,0,0,0,0,0,0
X600585.SH,0,0,0,0.0551556937617756,0,0.0820073913059439,0,0,0,0.0217465605337564,0,0,0,0,0,0,0,0,0.0705975267643108,0,0,0,0,0,0,0,0,0,0,0,0.135660660211997,0,0,0,0,0,0,0.0418638143810321,-0.00152819574568282,0,0,0.136280767753947,0,0,0,0.0508602880976229,8.67361737988404e-19,0,0,0,0,0,-0.0199638291099169,-0.0629377313131771,0,0,0.0378159304639276,0,0
X600886.SH,0,0,0,0,0.0428377353852767,0,0,0,0,0,0,0,0,0.317436926206744,0,0,0,0,0,0.0819725248069857,0,0,4.33680868994202e-19,0,0,0,0,-0.0307111265872939,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060011805845428,0,0,0,0,0,0,0,0,0,0,-0.0106666436588947,-0.0307306377070084,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132920089754832,0,-0.0154350782715849,0,0,0.0478601452683114,0,0.126587044790152,0,0,0,0,0,0,0,0,0,0,0,0.0806789842001764,0,0,0.0030967646883146,-0.124326412945347,0,-0.0446911966178225,0,0,0,0,0,0,0,0.0318385913276199,0.00254497569593155,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.387448805749286,0,0,0,0.115679894814187,0,0,0,0,0,0,-0.014625008779463,0.249508728589472,0,0,0,0,0,0,0,0,0,0.0929970187365637,0,0.0478474918511299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215825673757473,-0.000898203418397683,-0.0120556233625663,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0560732529688235,0,0,0,0,0,0,0.0434925416212846,0,0,0,0,0,0.285414650470598,0,0,0,0,0.046927462909598,0,0,0,0,0,0,0,0,0,0,0.0344839713026985,0,0.102545756933293,0,0,0,0,0,0,0,0,0,0,0,0.02396802447236,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.156811551181417,0,0,0,0,0,0,0,0,0,0,0,0.196051365515532,0,0,0,0,0,0,0,0,0,0,0,0,0.022628896076467,0.248045069014056,0,0,0.259161026017567,0,0.0375805585334498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0778399926720029,0.105079923532096,0,0,0,0,0,0,0,0,0,0,0.0339013733716774,0,-0.0112122483098323,0.0437507486025845,0,0,0,0,0.128921947568577,0,0,0,0,0,0.0388259304234934,0,0.090686368669633,0,0,0,0,0,0,0,0.110106978496396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
