,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X600352.SH,X601991.SH,X600795.SH,X600801.SH,X600688.SH,X002271.SZ,X600111.SH,X600027.SH,X601992.SH,X000786.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600516.SH,X002460.SZ,X002353.SZ,X600299.SH,X600489.SH,X000898.SZ,X600583.SH,X601158.SH,X600426.SH,X000883.SZ,X600612.SH,X000709.SZ,X600219.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600315.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.06422741940676,0.0456229061659757,0,0,0,0,0,0,0,0,0,0,0.172278608595963,0,0,0.026867697930705,0,0,0,-0.0270728808235894,0,0,0,0.0851326817584088,0,0,0,0,0,0,0,0,0,0,-0.0276051090359248,0,0,0,0,0,-0.037509944363422,0,0,-0.026308357921104,0,0,0,0,0.00870093345452223,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0470672416896784,0,0,0,0,0.0595652734398163,0,0.0725608573538785,0,0,0,0,0,0,0,0,0,0.0944781690664137,0,0,0,0,0,0,-0.0433862479727727,0,0,0,0,0,0,0,0,-0.02968409194048,0,0,0,0,0,-0.0265454569347419,0,0,-0.00259828443830722,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.102075894912779,0,0,0,0,0,0.0650880204440713,0,0,0,0,0,0,0,0,0,0,0,0.0530892418429572,0,0,0,0.0176049263496979,0,0,0,0.0468804804634662,0,-0.0227146894217576,0,0,0,0,0,0,0,-0.139946693694227,0,0,0,0,0,0,0,0,0,0,0,-0.0277268637846036,0,0,0,0,-0.0164348898547626,0,0
X600585.SH,0,0,0,0,0,0,-0.0280508851179444,0,0,0,0,0.0402186754882288,0,0,0,0,0,0,0,0.387113296728293,0,0,0,0,0,0.0236296711094668,0,0.00721157015571111,0.00818839404977384,0,0,-0.0167693068275941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0386738443442399,0,0.0307286343362342,0,0,0.0616004720834037,0,0.0766331449899959,0,0,0,0,0.0188202702130543,0.00482304350529727,0.0581174439176377,0.00112914580766909,0.172757675273101,0,0,-0.139507224684393,0,0,0,0.00472044098194615,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247042377034948,0,0,0,0,-0.00688284141826511,0,0
X600019.SH,0,0,0.245568734780271,0,0,0,0,0,0,0.098878324390158,0,0,0,0,1.73472347597681e-18,0,0.0393263802578348,0,0,0,0,0,0,0,0,0,0.0879542727373419,0,0,0,0.0241488958108185,0,0,0,0,0.075298813336567,0,0,0,0,0,0,0,0,0,0.0861713201327991,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.00112233110074144,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961482053591984,0,0,0,0,0,0,0,0,0,0,-0.0598176096181554,0.0388703340494675,0,0,0,0,0.940779721356097,0,0,0,0,0,0.075094027532703,0,0,0.134418623804089,0,0,0,0,0,0,0,0,0,-0.0184827546520039,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0354390599895563,0,0,0,-0.117166655189669,0,0,0,0,0,0,0,0,0,0,0.0357820420401977,0,0.131441736928078,0,0.287863720826019,0,0.012999291039241,0,0,0.0134066338755361,0,0,0.00931949353617,0,0,0,0.0347365774179481,0,0,0,0,0,0,0,0,0,0,0,0,0.102616873663986,0,0,0,0.0207066472074131,0,0,0,-0.0119742770386608,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.113790404170167,0,0,0.244638739661881,0.113549278776651,0,0,0,0,0,0,0,0,0,0,0.0106197342145541,0,0.00608058882279452,0,0,0,-0.0377853106637364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187934451262094,0,0,-0.0415919009090172,0,0,0,0,0.0100789893556579,0,0
X000708.SZ,0,0,0,0,0,0,0.152536716566835,0,0.289596397367742,0,0,0,0,0,0.276573118255992,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0291483449415223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569404079925329,0,0,0,0,-1.73472347597681e-18,0,0
