,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600219.SH,X002080.SZ,X000723.SZ,X600378.SH,X600096.SH,X300037.SZ,X000933.SZ,X000630.SZ,X600348.SH,X000831.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.265337859556947,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0605184085239281,0,0,0,0,0,0,0,0,0,0.043939894905949,0,0,0,0,0.0571305535503635,0.0155297807886286,0,0,0,0,0,0,0,0,0,0,0,0,0.0249059567287449,0,0.0523523880159136,0,0,0,0,-3.3881317890172e-21,0.00997441389644836,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.395851753656331,0,0,0,0,0,0.282824301774308,0.0255003026124882,0,0,-0.0367824583391998,0,0,0,0,0,0,0,0.0263720099027004,0,0,0,0.00334595658665924,0,0.0792797415651902,0,0,0,0,0,0.0402010860125805,0,-0.0539599943566675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102198937114265,0.00617549859055702,0,0,0,0,0,0
X600028.SH,0.419942516717396,0,0,0,0.0212036414272039,0,0,0,0,0,0,0,0,0,0.0282279956969983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904018353141588,0,0,0,0,0,0,0,0,0,0,0,-0.0117943072137316,0,0,0.0420363251094856,0,0,0,0,0,0.00355539490493412,0.00756191817677115,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183800374701607,0,0,0.1576717874141,0,0,0,0,-0.201862598203215,0,0,0,0,0.0250960377577313,0,0.0697837853624826,0,0.322949516258839,0,0,-0.0789243495315413,0,-0.0902092790478383,0,0,0,0,0,0,0,0,0,0,0,0,0.0122199045775165,0,0,-0.0182924939196525,0,0,0,0,0,0
X600188.SH,0,0.0931079013555721,0,0,0,0,0,0,0,0,0.265645378691013,0,0,0,0.0268594348799722,0,0,0,0,0,0,0,0,0,0,0.0622491254350575,0,0,0.116791430113524,0,0.044165419182077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299398398635728,0,0.0546149091057557,0,0,0,0,-0.00607903278488862,0.0310796318897245,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241654441453904,0,0.0378379737923083,0,0,0.289852443555496,0,0,0,0,0,0,0,-0.0225516542516557,0,0.268074095518747,0,0,0,0,0,0,0,0.0926098243528786,0,0,0,0,0.0420926957636779,0,0,0,0,0,0.0711708263723501,0,0.00244050358454026,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.582733251333162,0,0,0,0,0.00142147141441416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142211387443907,0,0,0,0,0,0,0,0,0.0355625949253367,0.134605388000196,0,0,0.0400409625815525,0,0,0,0,0.0076084775334499,-0.00984605815607903,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.755519524144062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00976328365321516,0,0,0.0748306496582744,0,0,-0.0790379764719569,0,0,0,0,0,0,0,0.016775956611514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031477371762873,0,0.063802075267633,0,0,0,0
X600019.SH,0,0,0,0,0,0.0734722705081697,0,0,0,0,0.189567319549393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097937607820099,0,0.170355458290773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124892040946113,0,0,0,0,0,0.00766124007890465,-0.00109624427516257,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.173420496446414,0.162950741896855,0,0,0,0,0.160202023620802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024063386091535,0,0,-0.0367592512966143,0,0.0549120827025302,0,0,0,0,0,0,0,0,0,0,0,0.172805042165269,0,0,0,0.0376160018479927,0,0,0,0,-0.0147695858518318,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.274406991057353,0,0,-0.0267801457303996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17155788289408,0.00512028067082734,0,0.0206613339774677,0.109845131991029,0,0,0,0,0,0,0.0442101895140845,0,0,0,0,2.16840434497101e-19,0,0,0.0751350478843244,0,0,0,0,0,0,-0.003281141256748,-0.00373661907610087,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928456830077057,0,0,0,0,0.232234626279005,0,0,0,0,0,0,0.376886000670783,0.155275094924066,0,0.37721396113068,0,0,0,0.102843778728743,0,0,0,0,0,0,0.166486687182471,0,0,-0.0692475078673021,0,0,0,0,0,0,-0.0518442049411728,0.0346053781380875,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0569005004976863,-1.0842021724855e-19,0.0130406003637883,0,0.168975789967923,0,0,0,0,0.0101465734611552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202151282228886,0,0,0,0,0,0,0.162574861904037,0,0.0382332251222341,0.0586911539811649,0.00241319247452165,0,0,0.222052960978368,0,0,0,0.00125487206944503,0.034499793995025,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.163661894777632,0,0.00345620191793704,0,0,0,0,0,0,0.0529996793073306,0,0,0,0,0,0,0.0255238624451616,0,0,0,0,0.176856197714342,0,0,0,0,0,0.0258162155123718,0,0,0,0,0,0,0,0,0,0,0,-0.0129267389722222,-0.00562191443980612,0,0,0,0,0,0
X000301.SZ,0,0,0,0.107313812786084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126669887554727,0,0.281326528549771,0,0.105502651847624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118929248337846,0.306425120602276,0.0540754837636296,0.0741685321713993,0,-6.93889390390723e-18,0,0,0,0,0.0201332450536408,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.105990827836905,0,0,0,0,0,0,0,0,0,0,-0.0936899304808611,0,0,0,0,0.043687700806817,0,0.0395186190779474,0,0,0,0,0,0.758960006591508,0,0,0,0,0,0,0,0,0,-0.0937270397663247,0,0,0,0,-0.00996054780030307,-0.032154492825548,0,0,-0.138138520047751,0.00786623658358231,0.00794806518306163,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.290832730811101,0,0.0150718042546202,0,0,0,0,0,0,0.0622508118030489,0,0,0.0026502998520637,0.0154560414698676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675363924819276,0.0599307141997803,0,0,0,0,0.0325295753522521,0,0,0,0,0,0,0,0,0,-0.0138176293828088,0.0135050357652832,0,0,0,0,0,0
X600547.SH,0,0.148264755128937,0,0,0,0,0,0,0,0.0167795539348547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107501426004649,0,0,0,0.11586922964386,0,0,0,0,0,0,0,0,0.470975112054681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147169064507069,-0.0311514782623654,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.149513980143815,0,0,-0.0396402582264588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761633860983377,0,0,0,0,0,0,0,0,0,0.0038304354750584,0,0.0749569532708688,0,0,0,0,0.210645981559719,0,0,0,0,0,0,0,0,0,0,0
