,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X600027.SH,X600188.SH,X600021.SH,X000883.SZ,X601158.SH,X600352.SH,X000027.SZ,X600583.SH,X600309.SH,X601992.SH,X000539.SZ,X000709.SZ,X000060.SZ,X000898.SZ,X000792.SZ,X600808.SH,X600489.SH,X000825.SZ,X002470.SZ,X600547.SH,X002353.SZ,X000629.SZ,X600660.SH,X600307.SH,X002075.SZ,X600008.SH,X600098.SH,X600863.SH,X600578.SH,X000831.SZ,X600219.SH,X600549.SH,X002004.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.127653549704927,0,0,0,0,0,0,0,0,0.075493050490183,0,0,0,0,0,0,0,0,0,0,0,0.0656691814299763,0,0,0,8.470329472543e-22,0,0.0538285308605965,-3.46944695195361e-18,0,0.0238796987585608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139470374255684,0,0,0,0.00496943637579423,0,0,0,0,0,0
X600028.SH,0.513269996025038,0,0,0,0,0.0385762347514226,0,0,0.00203091082766485,0.0238252260498207,0.0186819224849872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173460619736663,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0667634960024891,0.211206788110648,0,0,0,0,0,0.0120089311852306,0,0,0,0,0,0.0085804806557845,0,0.0757153629955506,0,0,0,0,0.159451720891257,0.0948681245305442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00920383627698579,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223307061275658,0,0,0,0,0,0.175582258090687,0,0,0,0,0,0,0,0,0.172351089595998,0,0,0,0,0,0.0151669707632192,0,0,0,0,0,0,0.0635116753709443,0,0,0,0,0,0,-0.00339995621802871,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.145846355601725,0,0,0,0,0,0,0,0.0720556226774279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196163577512252,0,0,0,0,0,0,0,0,0,0,0.24420908229882,0,0,0,0,0,0,-0.00871476446632338,0.00951445112662615,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0328505349478481,0.260110737893553,0,0,0,0,0,0,0,0,0.0504376214914462,0,0,0,0,0,0,0,0,0.212439652114547,0,0.176916366036926,0,0.0358275173197068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302967613175039,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0752493987720152,0,0,0,0,0.104518972998327,0,0.111798559052026,0,0.0288506629017435,0,0,0.156501198030648,0.0510534658581905,0,0.0904893074420492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337723172161542,0,0,0,0,0,0,0,-0.000506606840905736,0.0160288405452028,0,0,0,0,0,0
X600585.SH,0,0,0.245826988574304,0,0,0,0,0,0,0,0,0,0,0,0,0.233112269531366,0,0,0,0,0,0,0,0,0.0761381802651249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894381233606563,0,0.00675409052795146,0,0,0,0,0,0,0,0,0.000653502374115189,-0.000252745765536688,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.240262573896231,0.0137710642562578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206995224356645,0,0,0.0869407883820582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140130714441042,0.0156521149656077,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.178722216075699,0,0,0.0281469925444249,0,0.151481284911528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815227626764981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0375112199706218,0,0,0,0,0,0
