,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X600111.SH,X600886.SH,X600623.SH,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X000709.SZ,X600489.SH,X601158.SH,X000792.SZ,X600583.SH,X600352.SH,X002466.SZ,X600309.SH,X000898.SZ,X000539.SZ,X000629.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X002075.SZ,X000060.SZ,X000959.SZ,X000983.SZ,X600021.SH,X300072.SZ,X002470.SZ,X600022.SH,X600176.SH,X601699.SH,X600578.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.07790843793967,0.111185675083824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652671496363107,0.0283589008803461,0,0,0,0,0,0.120710401126506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0766061547994028,0.148056588137922,0.119128209814957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0535742317630363,0.023982119696711,0,0,0,0,0.0165851619167295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219141448225034,0,0,0.0157125050049089,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.24338545018621,0,0,0,0,0,0,0,0,0,0,0,0.102926452744168,0,0,0,0,0,0,0,0.0405873260057683,0,0,0,0,0,0.0162755238568023,0,0,0,0,0,0,0,0,0,0.00706961534094245,0.172325955064256,0,0.03616915399513,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.1619192207556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708928555633336,0,0,0.0099287247178744,0.0721901652354162,0,0,0,0,0,4.33680868994202e-19,0,0.130700656071385,0,0,0,0.00813236427872292,0,0,0,0,0,0,0,0,0.0500450341916005,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0806784966388368,0,0,0,0,0,0,0,0,0.209868863236439,0,0,0.0095194993813144,0,0,0,0,0,0,0.0162233786354769,0,0,0,0,0,0,0.122547767096688,0,0,0.0972665610708021,0,0.0648586438552343,0.110579591300374,0,0.0608816230197018,0,0,0,8.67361737988404e-19,0,0,0.0672382362684742,0,0,0,-0.00564363530764599,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.115579573604833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144488224486684,0,0,0.370888523401998,0,0,0,0,0,0,0.103146096145817,0.138540444846021,0,0,0,0,0.0237008623524687,0,0,0,0,0,0,0.00412824427105187,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0145459410594214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266737527027206,0,0,0,0.00881685236910529,0,0,0,0,0.00611729335838293,0,0,0,0,0.205055357690976,0,0,0,0,0,0.0113151841523814,0,0,0,0,0.146126681175897,0,0,0,0.0704426086731225,0,0,-0.00918029759179447,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.153966382693025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158695057132126,0.0653625735970344,0,0,0,0,0,0.0397317552922405,0.076765317410936,0,0,0,0.170494445813657,0,0.0653971478354768,0,0,0,0,0,0,0,0,0,0,0.0441655917006296,0,0,0,0.112649992030837,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818343658403451,0,0,0,0,0,0,0,0,0,0,0,0.19318671308498,0,0,0.0490527387682713,0,0,0,0,0,0,0,0,0.303861613362326,0,0.0387439551226692,0,0,0,0,0,0,0,0.111453495883923,0,0,-0.00325325873817613,0.0450395425098621,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438945333593334,0.0340652015584867,0,0,0,0,0,0,0,0.0435106183270558,0,0,0,0,0.0994471114771865,0,0,0,0,0.211617385269338,0,0,0,0,0,0.159813388832507,0,0,0,0,0,0,-0.0330685658594474,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00884898946651724,0,0,0.161106701379949,0.0198501569927419,0,0,0,0,0,0,0,0,0,0,0.0086205534683238,0.000629344499063674,0,0,0.02913461917362,0,0,0.0112333280383829,0.242756544322423,0,0.0462781878008512,0,0,0,0.086337840531955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145219926076842,5.42101086242752e-20,0.0183388642826596,0,0,0.205486270078552,0.0234006303898444,0,0.0687439694252111,0,0.00869566739640872,0.013587144149308,0,0,0.115456867317722,0,0,0.18722024356825,0,0,0,0.0105226083497835,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.183113372215795,0.0151131270704052,0,0,0.321177882073164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502903323144018,0.0983500527200829,0,0,0.0288954657353774,0,0,-4.33680868994202e-19,0,0.0135266772412163,0,0,0.0308326090828882,0,0,0.0140037436732491,0,0,0,0,0,0,0.0663650363326422,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.120558120286167,0,0,0,0,0,0,0,0.0521905478281512,0,0,0.0722566671137687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431140947219887,0,0,0.0410764598645993,0,0.0903802592942785,0,0,0,0,0,0,0.209453421957746,0,0,0.116969450492906,0,0,-0.019152146958588,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.109439953177194,0,0,0,0.00402214956596141,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0152523098892322,0,0,0,0,0.192758282199285,0,0,0.099329063141846,0,0,0,0,0,0,0.0620167442144674,0,0,0,0,0.206326491115565,0.12349505925198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.024471073041018,0.115733530840995,0,6.93889390390723e-18,0,0,0,0,0,0,0.366084835418167,0,0,0,0,0.205015346912859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144275010311542,0,0,0,0,0,0,0,0,0,0,0,0,0.000757756181008962,0,0,-0.034580330474116,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.264437929816805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149466972368798,0,0,0,0,0.0659288224144034,0,0,0,0,0,0,0,0.0502098904762253,0,0.130379835786114,0.0320795832808249,0,0,0,0,0,0.103778002148692,0,0,0,0,0,-0.0120090883868464,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153242323366524,0.0800168657769009,0,0,0,0,0,0.0911407573193367,0.0708173502483666,0.0364012327027301,0,0,0,0,0.0199111287697246,0,0.0288453820814737,0,0,0,0,0.00184380810745306,0,0,0.00798686428082665,0.118445482526086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222590603903411,0,0,0,0,0,0,0,0,0,0,0,0,0.650513996391432,0,0.0624147455025195,0,-0.0809955638018983,0,0.00898000061917592,0,0,-0.0386461074730241,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0980141227342674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340996713563102,0,0,0,0,0,0.0191094023493857,0,0.122464641065228,0,0,0,0,0,0,0.250306636300385,0,0,0.114857119234394,0,0,0.0652907040064803,0,0.051808787777806,0.084130309890872,0,0,0,0.0852492134208787,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104421612547856,6.93889390390723e-18,0,0,0,0,0,0,0,0.112144818161472,0.166296796760527,0,0.119297018452498,0,0,0,0,0,0,0,0.263306541833243,0,0,0,0,0,0,0,0,0,0.226653387236251,0,0,0.00885053709341897,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921758498846888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10513902192398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0615966644896856,0,0,0,0,0,0.0542587344092605,0,0,0,0,0,0,0,0.0308440046845481,0,0,0,0.1199166974993,0,0,0,0,0,0,0,0.0152029424529073,0,0,0.0359417258410048,0.0289850610215423,0,0,0,0.035871330441456,0.112801872208941,3.46944695195361e-18,0,0,0,0,0,0,-4.23417162783119e-05,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241477384418136,0,0,0,0,0,0,0,0.0498231998103141,0,0.403803955301577,0,0,0,0,0,0.0293211363112528,0.0847929764742565,0.0345453507869355,0,0,0,0,0.27637792140178,0,0.0716335183873399,0,0,0,0,0.0324604891211887,-0.0190621455370661,0,0,0,0,0,0
