,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600176.SH,X601699.SH,X000983.SZ,X000807.SZ,X600489.SH,X600803.SH,X600027.SH,X000786.SZ,X601991.SH,X600160.SH,X000630.SZ,X000932.SZ,X000933.SZ,X000408.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000629.SZ,X600688.SH,X000539.SZ,X600612.SH,X600096.SH,X002409.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.772526063375073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349373136452861,0,0,0,0,0,0,0,0,0.13691858185857,0,0,8.67361737988404e-19,0,0.0935067448291854,0,0,0,0,0,0,0,0,0,-0.0134890306581887,0,0,-0.0405299430074376,0,0.0785181599062475,0,0,-0.01572147270639,0,0,0,0,0,0
X600028.SH,0.589639385729048,0,0,0,0,0.0755379646537359,0.0611546262355848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704444374667997,0,0,0,0,0,0,0,0,0,0,0,0.0169938168660106,0,0,0,-0.155232106801376,0,0,0,0,0,0.0631587583716782,0,0,0,0,0,0
X601088.SH,0.0186025308917263,0.102570568283572,0,0,0.144496909143129,0,0,0,0.0165963248991583,0,0.132145542357373,0,0,0,0,0,4.33680868994202e-19,0,0,0.0483446726354899,0,0,0,0,0,0.0100866297825819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748215378289193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0211897956218165,0,0,0,0,0.0754240957830486,0,0,0,0,0.0865021134275352,0,0.145985471485955,0,0,0,0,0,0,0,0.0158405925408509,0,0,0,0,0,0,0,0.00186925292830327,0,0,0,0,0,0,0,0.0128017102431347,0,0,0.0583031767510951,0,0,0,-0.00635744919065453,0,0,0,0,0,0,0
X600188.SH,0,0,0.64011319093591,0,0,0,0,0,0.0512633754454567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222414389646533,0.0395447516435796,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227400691966404,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0748018514853036,0,0,0,0,0.067327482776114,0,0.0116571787339992,0,0,0,0,0,0,0,0,0,0,0,0.0950227394753677,0,0,0.138936445632716,0,0,0.0696422350749601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112835698730237,0,0,0,-0.0855418311623012,0.0999605098472858,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.207959522530933,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0360066354280957,0,0,0,0,0,0,0,0,0,0,-0.00598342613140352,0.0489841852396919,0,0,0,0,0.225363522993213,0,0,0.0997337848786959,0,0,0,0,-0.0506698412561839,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600011.SH,0,0,-0.111859552861802,0,0,0,0,0,0,0,0,0,0,0,0,0.422251154908121,0,0,0,0,0,0,0,0,0,0,0,-0.128592654794139,-0.0391029121994131,0,0,0.434889459869721,-0.172451229082252,0,0,0,0,0,0,0,-0.0807522490087413,0,0,0,0.142762300247497,0,0,0,0,0.0256138628314436,0,0.020138319039986,0,0,0,0,0,0,0
X601600.SH,0.0119429287117224,0,0,0,0.0240868621512604,0.0142370905254834,0,0,0,0,0,0,0,0,0,0,0.191549594241151,0,0,0,0.031278597702984,0.00586291677463981,0,0.0526496795865078,0,0,0,0,0.386063770332884,0,0,0,0.0682895608693372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318776734745747,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.157847919092637,0,0,0,0,0,0,0,0,0,0,0,-0.0271741654934235,0,0,0,0,0,-0.0118848896885598,0,0,0,0,0.594250134599983,0,0,0,0,0,0,0,0,0,0,-0.0115740398973846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.202986982753647,0,0,0,0,0,0,0,0.0322773446153564,0,0,0,0,0,0,0,0,0,0,0,0.058758933577765,0,0,0,0,0,0.108451050830396,0.151555447808015,0,0,0.106825431352666,0,0,0,0,0.0343830685791358,0,0.0106587562649639,0,0,0,0,0,0,0,0,0,0,0.0153039545401241,0.0600577374518534,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226867683298643,0,0,0,0,0,0,0,0.0823698882198851,0,0,0,0,0,0,0,0,0.0700590953149529,0,0,0,0,0,-0.0494587727233296,0.0204373297329464,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.259124490150675,0.0860763889128458,0,0.0526205352191276,0,0.0738227625600581,0.0460595157238526,0,0,0,0,0,0,0.0370875172464795,0,0,0,0,0.0188979345133169,0,0,0,0,0,0,0,0,0.0696436852926108,0,0,0,0,0.0174189484772506,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0842061006726561,0,0,0,0,0,0.84979727648512,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0115261478917084,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0366088517452976,0,0,0,0,0,0,0,0,0,-0.0175270522879945,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75611774926477,0,0,0,0,0,0,0.0673112162144483,0,0,0,0,0,0.0154072602927025,0,0,0,0,0,0,0,-0.0465004608819714,0,0,0,0,0,0,0,0,0,0,0.0756541390527173,0,0,0,0,0,0,0.0274980067992201,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.194312615593862,0,0,0,0,0,-0.0856970932473259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.296877644397537,0.0120770466699961,0,0.114360282282952,0,0,0,-0.00586204830489202,0,0,0,-0.00970072807450014,-0.0640964175524311,0,0,0,0,-0.0310576125428472,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.174614487894687,0,0,0,0,0.140207075155758,0,0,0,0.18676998317626,0,0,-0.0380521319961869,0.0169624269975543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419973718205804,0,0.0170828482498755,0,0,0,0,0,0,0.0511798920818293,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0672407010573987,0,0,0,0,0,0,0,0,0.018886994469853,0,0.385399410014907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266528524847335,0.0267230629170089,0,0,-0.0223446756641698,0,0,0,0,0,0,0
X000301.SZ,0.0276089276982075,0,0,0,0,0,0.028220734853885,0,0,0.139884103939298,0,0,0,0.0797573687234513,0.184267674095367,0,0,0,0,0.0983812548939877,0,0,0,0.0110213477311665,0,0,0,0,0,0,0,0,0,0,0,0,0.087774297442833,0,0,0,0,0,0,0,0,0,0,0.0166623481963945,0,0.0804389812686722,0,-0.0127421222520353,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.120998496717187,0,0,0.0355678397559903,0,0,0,0.129123825638681,0,0,0,0,0,0,0,0.12437733218033,0.0528408484054794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793104679645446,0,0,0,0,0,0,0,0.111032222003386,0,0,0,0,0,0,0,0.0010484523792719,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.433719368328439,0,0,0,0,0,0,0,0.0529497611254228,0,-0.122150688341906,0,0,0.237812738921974,0,0,0,0,0,0,0,0,0,0,0,0,0.39870151125019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230778125552848,0,0,0,0.0840505440705064,0,0,0,0,0,0,0
