,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600660.SH,X600547.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600176.SH,X600010.SH,X600801.SH,X601600.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X300037.SZ,X600688.SH,X600803.SH,X002080.SZ,X000932.SZ,X600299.SH,X600027.SH,X002466.SZ,X601992.SH,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000027.SZ,X000898.SZ,X000883.SZ,X601168.SH,X600612.SH,X600529.SH,X002353.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.029725644445253,0,0,0,0,0,-0.0219576382180972,0,0,0.0458149795409873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279161720078956,0,0,0.0923152315200101,0,0,0,0,0,0,0,-0.00113974167423838,0,0,0,0,0,-0.00280864570452871,0,0,0,0.0116069558351064,0,0
X600028.SH,0,0,0,0,0,0,0.0124703434870718,0,0,0,0,0,0,0,0.0685990074947487,0,0.0321918415377764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261781331792947,0,0,0,0,0,0,0.0571038431816212,-0.0120263842214362,0,0,0,0,0,0,0,0,0,0,0,-0.00609860867156083,0,0,0,0,-0.00445389603845464,0,0
X601088.SH,0,0,0,0,0,0,-0.0167291183031373,0,0.0633484457840824,0,0,0,0,0.0347373522561275,0,0,0,0,0,0,0,0,0.184100677936117,0,0,0,0,0,0,0,0.00707742859293408,0,0,0,0,0.0114730295465058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033985360067757,0,0,0,0,0.023067946787931,0,0
X600585.SH,0,0,0,0,0.00968406359515241,0,0,0,0.0197890427156203,0,0,-0.026304475741129,0,0,0,0,0.0661255075690746,0,0,0,0,0.0445405486327359,0,0,0.0937303587143432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10701510069034,0,0,0,0,0,0,0,0,0,0,0,0.0138370732156528,-0.0136833126683365,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.105575367334397,0,0,0,-0.110062414721382,0,0,0,0,0,0,0,0,0.0845162729221266,0.159771189998475,0,0,0,0.142134787092928,0,0.0202903412619373,0.199896396715266,0,0,0,0,0,0,0.163840781235028,0,0,0,0.0831323524995374,0.0356696129356538,0,0,0,0,0,-0.131978453568295,0.205268890166185,0,0,0,0.013661046587789,0,0,0,0,-0.0137092544257237,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0139952775920003,0,0,0.0239284865001166,0,0,0,0,0,0,0,0,0,0,0.0873617719262966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339177221441748,0,0.0253186750795197,0,0,0.0197223643733411,0,0,0,0.0353777592909095,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0562097828051237,0,0,0,0,0,-0.0311583569701478,0,0,0,0.122612423486009,0,0.103622193579062,0,0,0,0,0.267578202410377,0,0,0,0,0,0,-0.0502020206461489,0,0.0353299636673111,0,0,0,0,0,0,0,0,0,0.0331880276171997,0,0,0,0,0.0575937967508193,0,0,0,0.0286613853626243,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350660752669619,0.594668336553742,0,0,0,0.130263662573576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885979746638818,0,0,0,0,0,0,0,0,0,0,0,-0.00703208118608377,-0.0225755002011928,0,0,0,0.0134668571995073,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0812120299814482,0,0,0,0,0,0,0.0571998375814685,0,0,0,0,0,0,0.128860898249545,0,0.0718256478036349,0,0,0.178582018450271,0,0.01561576186542,0.0571910707578356,0,0,0,0.241861558262707,0,0,0,0,0,0,0,0,0.126245171263805,0,0,0.190360879088935,0,0,0,0,-0.0433955363901236,0,0,0,0.00396869295254078,0,0
X002271.SZ,0,0,0,0,0,0,0.158845986462627,0,0,0,0,0,0,0,0,0,0.262084138804119,0,0,0,0,0,0,0,0,0,0,0,0.194085594563098,0,0.0821211591077299,0,0,0,0,0,0,-0.0287802657774391,0,0.0670759062759117,0,0,0,0,-0.00103870722446492,0.0118914994423987,-0.0457815284273037,0,0,0,0,0,0.0587076121705003,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0862656286306956,0,0,0,0,0.0806548979496627,0,0.127125006956853,0,0,0,0,0.121213460593713,0,0,0,0,0,0,0.152908602236264,0,0,0,0,0,0,0,0.00532385494460832,0,0.0114427303721503,0,-0.101832948848636,0,0.117406532146729,0,0,0,0,0,0,0.0100165226956311,1.73472347597681e-18,0,0,0.0796089178006851,2.16840434497101e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0695521385732163,0,0,0,-0.185204528223131,0,0.270956841947425,0,0,0,0.254811453179419,0,0,0,0,0,0,-0.0939479518305845,0,-0.00230566768538445,0,0,0,-5.42101086242752e-20,-0.0513137768318498,0,0,0,0,0.248349176270614,0.480809112237946,0,0,0,0,0,0,0,0,0,0.0589236758652402,0,0,0,0,0,0,-0.0261116371892451,0.0119119172259577,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17610637501417,0,0,0,0,0,0.0209257468858477,0,0.103786744683499,0,0,-0.00122386249489239,-0.0948046824212522,0,0.0974947140888777,-0.179939832221989,-0.017141943525032,0,0,0.115167059063533,0,-0.028067328410598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170024888375192,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.00106796829424682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139195903197653,0,0,0,0,0,0,0,0,0,0.110206628581118,0,0.19045621063959,0,0,-0.117305779072131,0,0,0,0,0,0,0,0,0,0,0.207586265683204,0,0,0,0,0.00475539715315795,0.00843977015734305,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.182935477076996,0,0,0,0.077303184224463,0,0,0,0,0,0,0,0,0,0.0247854899817327,0,0.183301675930986,0,0,0,0,0.169509763687383,0,0,0.00586772192867653,0,0,0,0,0,0,0.151429158983799,0,0,0,0,0,0.131635448317409,0,0,-0.0188776633726617,0.0657994752549372,0,0,0,-0.0134850353043356,0,0,0,-0.0367079549965754,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0131899632899792,0,0,0,0.0249170483187353,0,0,0,0,0,0,0,0,0.0450620014886935,0.268272443645743,0,0,0,0,0,0,0,0,0,0,0,0,0.0776984726406741,0,0,0,0,0,0.00291239639219204,0,0,0,0,0,0,0,0,0,0.01564390480701,-0.00443838128776239,0,0,0,-0.0104960047586893,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.0533330481648303,0,0,0,0,0,0,0,0,0,0,0.184811791401824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521411538257646,0.0623367534995808,0,0,0,0,0,0,0,0.106299094539744,0,0,0,0,0,0,0,0,0.100765716878481,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0799468284502479,0,0,0,0,0,0,0,0,0,0.260172878224925,0,0.00567961572049157,0,0,0.0526236890909662,0.048968467844334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052421146615059,0,0,0,0.0886988066043846,0,0,0.0156367091518761,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,-0.0492130260311475,0,0,0,0,0,0,0,0.0337062906331998,0,0,0.116464491003924,-0.0431996421037635,0,0,0,0,0,0,0,0,0,0,0.0615738158087682,0,0,0,-0.032034868854161,0.101496116432194,0,0,0,0,0,0,0,0,0,0,0,0,0.096301651676454,0,0,0,0,0,0.0361432447312842,0,0,0,0.0259663862791443,0,0
X601600.SH,0,0,0,0,0,0,-0.0451238754543612,0.0857739724169476,0,0,0,0,0,0,0.181693867430202,0,0.0252677913588137,0.254458754221341,0,0,0.0426101961370947,0,0,0,0,0,0,0,0,0,0,0.0204137085088136,0,0,0,0.0190239773153222,0,0,0,0,0,0,0,0,0.0186217107206349,0,0,0,0,0,0,-0.00846509748355263,0,0,0,0,0.00361453780815601,0,0
X600426.SH,0,0,0,0,0.278898060576397,0,0,0,0,0,0,0,0,0.206124113870987,0,0,0.012420177649678,0,0,0,0,-0.0803179353821153,0,0,0,0.0665022804906508,0,0,0,0,-0.06482412653857,0.162666877330412,0,0,0,0,0,-0.0628578363729969,0,0,0,0,0,0,0,0,0.06252524604376,-0.0770843084317599,0,0,0,0,-0.0154407620983612,0,0,0,0.0585657582479804,0,0
X600489.SH,0,0,0,0,0.0234744100785225,0,0.0724539657759926,0.995237248337502,0,0,0,-0.0210240830166366,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0314437580502399,0,0,0,0,0,-0.0388653692573602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317140102561108,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509325058310664,0,0,0,0,0,0,0,0,0,-0.00174151606087275,0,0,0,0,0,0,0.0857336603035974,0,0,0.0726419283355367,0,0,0,0,0,0,0,0,0.122244816090817,0,0,0,0.0140137660616896,0,0,0,0.0338933974865485,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0820581325430825,0,0,0,0,0,0.229060073565587,0,0,0,0,0,0,0,0,0,0,0.120831779087046,0,0,0.0303517072545893,0,0,0,0,0,0,0.0699503709861883,0,0,0,0,0,0,0,0,0,0,0.228101607134765,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0303525210423834,0,0.151350027702765,0,0,0,0,0,0,0,0,0.29507129631399,0,0,0,0,0,0,0,0.0402825552158637,0,0,0,0,0,0,0,0.0307520523962447,0,0.00266130797416238,0,0,0,0.00524400123223441,0,0,0,0,0,0,0,0,0,0,0,0.00186626893632306,0,0,0,0,0,0,0
