,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X601991.SH,X600157.SH,X600362.SH,X600027.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X600489.SH,X002466.SZ,X600623.SH,X601158.SH,X000723.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000709.SZ,X000898.SZ,X000959.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X002470.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0190820884711627,0,0,0,0.0074398799736698,0,0,0.0172859676844307,0,0,0,0.0216470963806989,0,0,0,0,0.00986396452444161,0,0,0,0.0207745943879927,0,0,0.036128744189597,0,-0.00860920911668797,0,0.0926061590635345,0,0,0.0561173928706068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.133263194873223,0,0,0,0.00685751963066777,0,0,0.0505183044683457,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207546267345919,0,0,0,-0.0144812022369516,0,0,0,0,0.067373336431976,0.0474363148977005,0,0,0,0,0,0,0,-0.0219419151403466,0,0,0.0369217563038362,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.187508810908012,0,0.099583042518512,0.0243535075928418,0,0,0.0397532268551,0,0,0,0,0,0,0.0394646043581687,0,0,0,0.0436677328887901,0,0,0.0308987833064749,0,0,-0.0641536955992162,-0.0591910511650056,0,0,0.0106620845563841,0,0,0,0,0,0,0,0,0,0,0,0.0846427124097982,-0.0338704821783079,0,0,0,0,-0.0315869085576569,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0998500869014365,0,0,0.0449750125110211,0,0,0,0,0,0,0,0.106922445708093,0,0,0,-0.0136368755687586,0,0,-0.226042671453351,0,0,0,0,0,-0.0127303243510391,0,0,0,0.170107693247909,0,0,0,0,0,0,0,0.0232481688838857,-0.0850260598459314,0,0,0,0,0.0134732965381935,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355105182243388,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101500152789016,0,0,0,0,0,0,0,0.0614335880986513,0,0,0,0,0.00927623967385322,0,0,0.090634676223922,0,0,0,0,0,0,0,0,0,0.0210212505434321,0,0,0,0,0.121729532637369,0,0.015634523524483,0,0,0.168002102038222,0,-0.00987273909975446,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.085906538765494,0,0,0,0.0853951025340732,0,0,0.207563193906956,0,0,0.033958384097015,0,0,0,0,0.0474068955524718,0,0,0,0.154699090087908,0,0,0,0,0,0,0,-0.243551035331264,0,0,0,0,0,0,0,0.0202842718199672,0,0,0,0,0,0,0,0.00724494123709531,0,0,0,0,0.0784021563880849,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0961099878179805,0,0,0.0695647468228111,0,0,0,0,0,0,0,0,0,0,0,0.0838740781949939,0,0.0372118679336663,0,0,0,0,0,0,0,0.107442918670509,0,0,0,0,0,0,0,0,0.342678159707532,0,0,0,0,-8.67361737988404e-19,0,0,-0.0218634793378064,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906709360869186,0,0,1.07337796859367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177046709281046,0,0,0,-0.0794704239207424,0,-0.0859356951271384,0,-0.0498028231910663,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0321517971653158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328312543241773,0,0,0,0,0,0,0.0776963850933158,0.0479747955955825,0.264124325220769,0.0198827025814358,0,0,0,0,0,0,0,0,0
