,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000898.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X600660.SH,X000060.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600008.SH,X000831.SZ,X600863.SH,X600578.SH,X002075.SZ,X000959.SZ,X000630.SZ,X000012.SZ,X600219.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.225487761129013,0,0,0,0,0,0,0,0,0,0,0,0,0.0550468780452225,0,0,0,0,0,0,0,0.0315796930780249,0,0,0,0.0548339433174323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01224873291735,0,0,0,0,0,0
X600028.SH,0.581014133707056,0,0,0,0.0647877208804681,0.0193893944142606,0,0,0,0.008486758044609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134781768160822,6.7762635780344e-21,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.00555183186507618,0.260338037106731,0,0.22437625803168,0,0,0,0,0,0,0.0345417508779623,0,-0.00719385347508892,0.0497106440758765,0,0,0,0,0,0,0.137561637202936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534505037237577,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.11631006879289,0,0,0,0.0134294211670953,0.114277847479596,0,0,0.0962596835177093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196990002413255,0,0,0,0,0,0,0,0,0,0,0.11816733985531,0,0,0,0,0,0,0,-0.0114183376254453,0.007847430397716,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.281123648814563,0,0,0,0,0,0,0,0,0.0848372520223961,0,0,0,0,0.220125557080719,0,0,0.175207731937178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0788636820841036,0,0.0435984512731396,0,0.119899851743776,0,0,0,0.135917725993688,0.31195535920194,0,0,0.0318250786394375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221413573678248,0,0,0,0,0,0,0,0,-0.00459781011450339,0.0221691516672993,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.207255812635681,0,0.08763519483708,0,0,0,0,0,0,0.0982714297494252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251131596618454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274863008336494,0.034066817067577,0,0,0,0,0,0
X600585.SH,0,0,0.314875893484576,0,0,0,0,0,0,0,0,0,0,0,0.0969686033854501,0,0,0,0,0.029682376207025,0,0.0997506077479462,0.0314217050719785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338201641762347,0,0,0,0,0,0,0,0.0326094822580215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0584213971154054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171928672144729,0,0,0,0,0,0,0.259338509338265,0.114317601543701,0,0,0,0,0,0,0,0,0,0.247712932366332,0,0.162885865045262,0,0,0,0.112069589688672,0,0,0,0.00365528550722928,0.0214536382062273,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.148560394286586,0,0.0320107005439584,0,0,0,0.0918221355439242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582955780559345,0,0,0,0,0.00305279586277577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434083383196186,0,0,0,0,0,0
X601991.SH,0,0,0,0.387653601134606,0,0,0,0,0,0.234349299407262,0,0,0,0,0,0,0,0,0.15478131818007,0.0622921601079108,0,0.00829140076389992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795757549752187,0,0,0,0,0,0,0,-0.0177876400825418,0,0,0,0,0,0,0
