,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600547.SH,X600299.SH,X600623.SH,X600660.SH,X601158.SH,X600352.SH,X600489.SH,X000709.SZ,X000792.SZ,X600583.SH,X002466.SZ,X600309.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X002075.SZ,X000959.SZ,X000060.SZ,X000983.SZ,X002470.SZ,X600021.SH,X300072.SZ,X600022.SH,X600176.SH,X601699.SH,X600612.SH,X600578.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.131151040319726,0,0.0395281144402405,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0705448161073352,0,0,0,0,0,0,0.116885235007493,0,0,0,0,0.035749768775068,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.263386707074873,0,0.0691003948919641,0,0,0,0,0,0,0,0,0,0,0.0228950096781127,0,0,0,0,0,0,0.0175161825369902,0,0,0,0,0,0,0.0291519690781083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.414167214047124,0,0,0,0,0,0,0.0652896593119631,0,0,0,0,0,0,0.0382979670203336,0,0,0,0,0,0,0,0,0,0,0,0,0.0278694992324616,0,0,0,0,0.0421707337102013,0,0,0,0,0.0334554746910831,0,0.087735348063176,0,0,0,0,-0.0208141494725722,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.222127086855168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028789453447479,0,0,0,0,0,0.0313274490025443,0,0.0582375301549347,0,0.0249272843179546,0,0,0,0,0,0,0,0,0,0,0.103821671824735,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.078768843364953,0,0.151164027253451,0,0,0,0,0,0,0,0.0682633334276273,0.0146990078002892,0,0,0,0,0,0,0.0672058639657308,0.286298613289887,0,0,0.115698666349891,0.0786286620089561,0,0,0.0200179199957274,0,0,0,0,0,0,0,0,0,-0.00454194119133186,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0178099571280923,0,0,0,0,0,0,0.0113889201596197,0,0,0,0.0153747476611165,0,0,0,0,0,0,0,0,0,0,0,0,0.445088660265326,0,0,0,0,0,0,0.106306269847641,0.0888703634084203,0,0,0,0,0.219641199937638,0,0,0,0,0,0,0.0142793824657936,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.034974972101219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159335330779463,0,0,0,0,0,0,0.100190147779768,0,0,0.204584360776483,0,0,0,0.0388601285364545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396607323826509,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0399746430773597,0.0397183884404424,0,0,0,0,0,0,0,0,0,0,0,0,0.139789987082968,0,0.129912754630352,0.0226835659705941,0,0,0,0,0,0,0,0,0,0.190374549167345,0,0,0.122798051756936,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0513472785804339,0,0,0,0,0.127769105183638,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0384423220766667,0,0,0,0,0,0,0,0,0,0,0.103842981732314,0,0,0,0,0,0,0,0,0,0.0892651752823201,0,0,0,0,0.117437507127684,0,0,0,0,0.438195640275559,0,0,0,0,0,0,-0.0292359970158207,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155899545927648,0,0,0,0,0,0,0.181246773055756,0,0,0,0,0,0,0.17824953263041,0,0,0,0,0,0,0,0,0,0,0,0.207425166849175,0.021672491593858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0645950008558987,0,0,0.143378900427176,0,0,0,0,0,0.0124941813752093,0,0,0,0,0,0,0,0,0,0,0,0,0.0497491262136905,0,0.178550164668171,0.025786534280323,0,0,0,0,0.04108278013613,0,0.00845115085526897,0,0,0.00912860542466379,0,0,0,0,0,0,0,0,0,0.121399450280519,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195041726890718,0,0,0,0,0,0,0,0,0,0,0,0,0.0108939621736184,0.0541330665215302,0,0,0,0.0683283667737775,0,0.0742257286970898,0,0.132303279327132,0,0,0,0,0,0.122645849679815,0,0.101904075938257,0,0,0,0,0.184282795025506,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0668289563312983,0,0,0,0.262862545137152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067049066229672,0,0,0,0,0,0.0174121299413548,0,0,0,0,0.0160003165915827,0.0797476948109624,0,0,0,0,0,0,0,0,0.296930318243768,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637443036368517,0,0,0,0,0,0,0,0,0,0,0,0.178089763206543,0.109846919967841,0,0.0140600617516313,0,0,0,0,0.0764158602951,0,0,0,0.137031239825758,0.218511628070023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.166452081293962,0,0,0,0,0,0,0,0,0,0,0,0.00269349931213831,0,0.150973700430775,0,0,0.00715085440183525,0,0,0,0,0,0,0,0.0588932371173007,0,0,0,0,0,0,0,0,0,0.172807979068968,0,0,0,0,0,0.148649646685754,0,0,0,0,0,-0.0257866717191589,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328942700354771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175950998421719,0,0,0,0,0,0,0.118178775556203,0,0,0.259152959392219,0,0,0,0,0,0,0,0,0,0,0,-0.0461095190595479,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0254171600852995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185083199815979,0,0,0,0,0,0.0910727583736976,0,0.138267508654612,0,0,0,0,0,0,0,-5.42101086242752e-20,0.311764641188911,0,0,0.0155696530288291,0.173326092928638,0,0,0,0,0,0.13578809692845,0,0,0,0,0,-0.00874221886413084,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0256303111684122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182721644025494,0,0.0786459292209381,0,0,0,0,0,0,0,0.031397772608019,0,0,0,0,0,0.0240676273583497,0,0,0,0,0.00559446652052304,0.0368643128793652,0.00447648176078921,0,0,0.0518413690781608,0,0,0,0,0.136950958144145,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.194111237127451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009127075630498,0,0,0,0,0,0.089708682010691,0,0,0,0,0,0,0,0,0.342407013221197,0,0,0.136504595406012,0,0.0340952066110765,0.0384244455626813,0,0,0,0,0,0,0.0397108071257751,0,0,0,0,0,0,0,0,0
