,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X600010.SH,X601898.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X600188.SH,X000786.SZ,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X600426.SH,X000723.SZ,X002466.SZ,X601158.SH,X000932.SZ,X600486.SH,X600219.SH,X000898.SZ,X600529.SH,X600126.SH,X600315.SH,X002353.SZ,X000553.SZ,X000883.SZ,X600516.SH,X600612.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0620865380091324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494276511829081,0,0,0,0,-1.0842021724855e-19,0.0415203653348084,0,0,0,0,0,0,-0.0251077385577101,0,0.00398225371562715,0.0712477555369249,0,0,0,0.114392428994681,0,4.33680868994202e-19,0.000668796751264921,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219205536316562,-0.0227977023660439,0.0897975759899555,0,0,0,0.0119313280200515,0,0,0,0,0,-0.00947359048106229,0,0,0.092216716289279,0.0246566253906144,0,0,0,0,0,0.00436912848428015,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.426751586434626,0,0,0,0,0,0,0,0,0,0.042288128642408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025164451023663,0,0,0,0,0,0.0279292704574097,0,0,0,0,0,0,0,0,0,0.0148333546804726,0.0155981683336694,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.105186322751073,0,0,0,0,0,0,0.0862920430306127,0,0,0,0,0,0,0,0,0,0,0.0208551929839025,0,0,0,0,0,0,0.0920206931070741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130756542107304,0,0,0.00110974357141366,0.0169831357811263,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868876916160764,0.000251140523705546,-0.0249420714111322,0,0,0.0519219646906745,0.0512437403877824,0.0747999398629451,0,0,0,0,0,0.0583653209730378,0,0,0.136834247920639,0,0,0,0,0.0326578086505569,0,0.0235445641420898,0.00903913835141887,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103722663223299,0,0,0,0.431519970504505,0,0,0,0.00591837001130671,0,0,0,0,0,0,0.0193433799632435,0,0,0.127262998007279,0,0,0.0765320751349205,0,0,0.0336539248262707,0.0333830919893307,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.128508488461194,0,0,0,0,0,0.063457511560773,0.0382321246052836,0,0.0821366625185669,0.0642862841658122,0,0,0,0,0,0,0,0,0,0,0.105723087297453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145330547771678,0.00693369891796605,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0984872190344857,0.164265415789881,0,0,0,0,0,0.0514185700709426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561747505171093,0,0.0467093147822143,0,0,0,0,0.164543524033208,-0.157362336913809,0.000160511840616648,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.238812812470668,0,0,0,0,0,0,0,0,0.0217760118380065,0,0,0,0,0,0,0,0,0,0.0981140225246372,0,0,0.191766411218296,0,0,0.115121087449886,0,-0.0417143103155131,0,0,0,0,0,0,0,0,0,0,0.0394119092193633,0,0.0389917629909645,0,0,0,0,0.0523273859653432,0,0,-0.00144492724037671,0.0041206088331168,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.199950179865165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124897186820175,0,0,0.0664570243219806,0,0.125594826973663,0,0,0,0,0,0.336264761455241,0,0,0.194381521814959,0,0,0,0,0,0,-0.00347520439366283,0,0,0,0,0,0,0
