,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600801.SH,X000786.SZ,X300072.SZ,X600219.SH,X601158.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X002271.SZ,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.279968440424963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570602314357475,0,0.00783800633669048,0,0,0,0.0458549634579774,0.149338553032986,0,0,0,-0.0210215894535932,0.0111727162535583,0,0,0,0,0,0
X600028.SH,0.188254943036651,0,0,0.121148542146302,0,0.0225897268424864,0,0,0,0,0.0611061330272337,0,0,0,0,0,0,0,0,0,0,0.0594005603252583,0,0,0,0,0,0,0,0,0.103522671310688,0,0,0,0.0641703690445283,0,0,0,0,0,0,0,0,0,0,-0.0348653727325285,0,0.240357458489001,0,0,0,-0.00677623370036903,0.0786901536726827,0,-0.0159301426952157,0,0,0,0
X601088.SH,0.197804726941011,0,0,0.0382042487411674,0,0,0,0,0,0,0,0,0,0,0,0,0.19938724202237,0,0,0.0223566076391058,0.0885803251710039,0,0,0,0,0,0,-0.0970507157937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813508013509674,0,0,0,0.0131445735574193,0,0.0896272926543435,0,0,0,0.00774483407549033,-0.0410320877353988,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.181841377587349,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362333203116665,0,0.0330126580507159,0,0,0,0,0,0,0,0,0.0131202782385991,0.150594518799512,0.53094362364417,0,0,0,0,0,0,0,0,0,0.110715951186479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.099191949066146,0,0,0,0,0,0,0,0,0,0.039939122392201,0,0,0,0.478446809648708,0.0439141266382292,0,0,0,0,0.0337242985601717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534634682429476,0.00540257640676741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0325691667793439,0,0,0.12243822569162,0,0,0,0,0,0,0,0,0,0,0.689241330728925,0,0,0,0,0,0,0.0614131865247711,0,0,0,0,-0.0531835599174967,0,0,0,0.0295415941926726,0,0,0,0.0129800867393236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142180840409082,0.058497701947622,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.327628429482371,0,0,0,0,0,0,0,0,0,0,0.171189412270119,0,0,0,0,0.189725841676717,0.0406496048139603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181473038177912,0,0,0,0,-0.0666538866820559,-0.0474140327388422,0.162630254077649,0,0,0,0,0,0
X600010.SH,0.163053987817454,0,0,0,0,0.0564502250316367,0,0,0,0,0,0,0,0,0,0,0,0.00180264589755764,0,0.176897920944972,0,0,0,0,0,0,0,0,0,0,0.104337972696264,0,0,0,0,0,0,0.0209802116946905,0,0,0.0324155369184581,0,0,0,0,0,0,0.0630436556945419,0,0,0,-0.0112751244429474,-0.00557981683799673,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0215205250045509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564197223818759,0,0,0,0,0,0,0,0.523506354333749,0,0,0,0,0,0,0,0.238919327116348,0,0,0,0,-0.0388685790993466,0,0,0,0,0,0,0,0,0.00686071695239751,0.00612429210749031,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0849294542215855,0,0.0860495924158119,0.256295848029477,0.189444127066305,0,0,0,-0.00564506535985786,0,0,0,0,0,0,0
