,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600362.SH,X600111.SH,X600188.SH,X600027.SH,X601992.SH,X600309.SH,X600583.SH,X600688.SH,X000898.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000792.SZ,X000539.SZ,X600808.SH,X600489.SH,X000629.SZ,X000831.SZ,X600352.SH,X000630.SZ,X000027.SZ,X002353.SZ,X600578.SH,X000825.SZ,X600549.SH,X600547.SH,X601699.SH,X600863.SH,X600008.SH,X600307.SH,X000983.SZ,X600660.SH,X600315.SH,X600098.SH,X000937.SZ,X000959.SZ,X601168.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.660945675792141,0,0,0,0,0,0,0,0,0,0,0,0,0.0343798299434416,0,0.0557723895851863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238979777515013,0,0,0,0,0,0,0,0.0685452433098663,0,0,0,0.00471170959817827,0,0,0,0,-0.0384963214190108,-0.00922620047722248,0,0,0,0,0,0
X600028.SH,0.631181230767219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645364612265959,0,0,0,0,0.134386053727932,0,0,0,-0.0273191869196305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259160010979252,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262872859952887,0,0.168857142119035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125964036906765,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0352191707852835,-0.00460315569446286,0,0,0,0,0,0
X600011.SH,0.0349429142174305,0,0,0,0,0.153066044438762,0.0179350143110104,0.135264901639831,0,0,0.116292301024545,0,0,0,0.0717532972531478,0.0879755045441682,0,0,0,0,0,0,0,-0.0624515978934367,0,0,0,0,0,0,0,0,0.136715226188219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108340509408081,0,0,0,0.00963219428027706,-0.00147322030806281,0,0,0,0,0,0
X600585.SH,-0.031700702175476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133172966640123,0,0,0,0,0,0.0506446515717038,0.0328290717582983,0,0,0,0,-0.00780314505716754,0.0228979516094293,0,0,0,0,0,0,0.132425907974395,0,0,0,-0.0112359966090107,0.117559867536116,0,0,-0.048152142454546,0.000188893691813924,0,0,0,0,0,0
X600019.SH,0,0,0.0442575938256994,0.192235751569453,0,0,0,0,0,0,0,0,0,0,0.1022712762331,0,0,0,0,0,0.329300262602413,0,0.138275668106281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095927848638204,-0.00956866593320052,0,0,0,0,0,0
X601898.SH,0,0,0.128803512535275,0,0,0,0,0,0,0.200758275515366,0,0.0419658619204105,0,0,0,0,0.0292309891224137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355794685676381,0,0,0,0.035783323905152,0,0,0,0,-0.025305889119572,-0.0254464227082533,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0172218811021013,0,0,0,0,0.0166896303251974,0,0.00701599211316533,0,0,0.0180540297114902,0,0,0,0,0,0,0,0,0.135602461749128,0,0,0,0,0,0.148187572131066,0,0,0,0.0222979422667436,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198923701293125,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.110623753469297,0,0,0.0959736135748142,0,0,0,0,0.225981896699933,0,0.0504700173459179,0,0,0.0440451798030234,0,0,-0.005827726492198,0,0,0,0,0,0,0,0,0,0.091545076409094,0,0,0,0,0,0.107831593216828,0,0,0,0.020240815952289,0,0,0,0,0,0,0,0,-0.00452037744863875,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.000472092331256807,0,0,0,0,0.0793779323455691,0,0,0.0544870372498342,0,0,0,0,0,0.189331817184146,0,0,0,0,0,0.0761792185441548,0,0,0,0,0,0,0,0.0444469159755187,0,0,0,0,0,0.0145046029782864,0,0.0761562272650404,0,0,0,0,0,0.201945433495424,0,0,0,-0.00964766986661797,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785131960095663,0,0.12560204965154,0,0,0,-5.42101086242752e-20,0,0,0,0.126609382157473,0,0,0,0,0.0984829823857415,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.147787682736138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146066630741889,0,0.161105601930602,0,0.103517505788514,0,0,0,0,0,0,0,0,0,0,0,0.154987641999491,0,0,0,0,4.33680868994202e-19,0,0,0.045486420174077,0,0,0.0643024466035304,0,0,0,0.00938908467022094,-0.00264745138432239,0,0,0,0,0,0
X600362.SH,0,0.0246752377336165,0,0,0,0,0.170829022091051,0,0,0.112977795269137,0,0,0,0,0.000400026101055838,0,0,0,0,0,0,0,0,0,0,0,0.0453228223840257,0,0,0,0,0.0688513099314999,0,0,0.0217511710698246,0,0,0,0.0800709545494005,0,0,0,0,0,0,0,0,0,0.0423011693497437,0,0,0,-0.0172804684426273,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0084017054737376,0,0,0,0,0.0892032020383731,0,0,0,0,0,0,0,0,0,0,0,0.0268233488306805,0,0,0,0,0,0,0.047261354615425,0.238094872637056,0,0.0936381277396592,0,0,0,0,0,0.00964701667585649,0,0,0,0,0,0,-0.0170742900603172,-0.0141325136164199,0,0,0,0,0,0
X600188.SH,0.0908012210968226,0,0,0,0,0,0.0899646094738123,0,0,0,0,0,0,0,0,0,0,0,0,0.0809975215703961,0,0,0.0465220439142729,0,0,0,0,0,0,0,0,0.12140274674946,0.05287529310275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387601428739545,0,0,0,0,-0.0428454021578582,-0.0154633490163113,0,0,0,0,0,0
X600027.SH,0,0,0,0.15889996552186,0,0,0,0.0488841805271629,0.146545446562515,0.19201561768689,0,0,0,0,0,0,0,0,0,0,0,0.199100218154304,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161290187252164,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257139662497885,0,0,0,0,0,0,0,0.228776387918922,0,0,0,0,0,0,0,0,0,0,0,0,-0.00854935885973176,0,0,0,0,-6.93889390390723e-18,0,0,0.125492431023141,0,0,0.232904300472205,0,0,0,0,-0.00913494058118258,-0.0423158081345116,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.040428946002975,0,0,-0.0245145279794122,0,0,0.138339705407572,0,0,0,0.187578670983064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15493845270726,0.0631134740485499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105345506358166,-0.0589311912397438,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681004318875271,0,0,0,0.0277584023054606,0,0,0,0,0,0.0388296081975991,0,0,0,0,0,0,0,0.0761890271223426,0.0277479103077994,0,0,0,0,0.00398055192682645,0,0.137628015404779,0,0,0,0.0894571615260396,0,0,0,0,0,-0.0100375125874362,0,0,0,0,0,0
