,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600352.SH,X600547.SH,X600660.SH,X601991.SH,X000723.SZ,X600886.SH,X600688.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X600176.SH,X600299.SH,X002466.SZ,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X000553.SZ,X002110.SZ,X600808.SH,X002271.SZ,X000825.SZ,X000883.SZ,X601158.SH,X600489.SH,X600583.SH,X600985.SH,X600157.SH,X000630.SZ,X600339.SH,X000301.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0351907272937722,0,0,0,0,0,0,0,0,0,0,0,0,0.180517592847398,0,-4.33680868994202e-19,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916253200270619,0.00310870012724758,0,0,0,0,0,0,-0.0166098627779272,0,0,0,0,0,0
X600028.SH,0,0,0.0770490211734314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387509755195176,0.11411209615486,0,0.0537967409846402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806343430458,0,0,-0.0246097956635485,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0661899641518454,0,0,0.0801120820023329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125952054080126,0,0,0,0,0,0,0,0.0113449302065617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066110865629466,0,0,0,0.151455881445188,0,-0.0145222777505206,-0.0312198741459184,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0925478895473343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495923908117318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559292732524879,0,0,0,0,-0.0208932910445597,0,0
X600019.SH,0,0,0,0,0,0.00118123714249063,0,0.0187381468587768,0.0704358494351317,0,0,0,0,0,0.00385545358132759,0,0,0,0,0,0.0102946001039924,0,0,0.0405755310829848,0,0.0215032898948546,0,0,0.00944617029064328,0,0,0,0,0,0,0,0.0327535321564058,0,0.0254297479873999,0,0,0,0,0,0,0.0407256704164405,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744472954597894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564606758374875,0.207853248950696,0,0,0,0.0930042249182857,0,0,0,0,0,0,0,0,0,-0.0179582086120811,0,0,0.383181952509174,0,-0.011250919028287,0,0,0,0,0.0024927037814773,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805592862558148,0,0,0,0,0.420014356807752,-0.015027387595646,0,0.39846719239014,0,0,0,0,0,0,0,0,-0.0194873683972457,0,0,0,0,0,0,0,0,0,0,0,0,0.00837621872633152,0,0,0,0,0,0,0.00809290198026112,0.0272235817042232,0,0,0,0.00745554318623599,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150189543431315,0,0,0.10836006460717,0,0,0,0.206256361247011,0,0,0,0,0,0,0,0.274857142672365,0,0,0,0,0,0,0,0,0,0,0,0.0941791072280684,0,0,0,0,0,-0.0162539558788902,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0186479996847823,0,0,0,0,0,0,0.0132963759855348,0,0,0,0.17067693042315,0,0,0,0,0,0,0.15312600986758,0,0,0.042275201910251,0,0,0,0,0.247832550761923,0,0,0,0,0,0,0,0,0,0,0,0.002392779401984,0,0,0,0.180721288434143,0,-0.00968935609167001,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.113675625652222,0,0,0,0,0,0,0,0,0.158199695243129,0.234647886551954,0,0,0,0,0,0,0.0336125384756218,0,0,0,0,0,0,0.029427187948796,0,0,0,0,0,0,0,0,0,0,0,0.00814646978509323,0.00451851714135163,0,0,0,0,0,-0.011512473416598,0,0,0,0,0,0,0
