,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600378.SH,X600219.SH,X600489.SH,X600096.SH,X000723.SZ,X002080.SZ,X000933.SZ,X000630.SZ,X300037.SZ,X600348.SH,X600688.SH,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00218127398349317,0.108998377802365,0,0,0,0,0,0,0,0,0,0,0,0,0.0440258234541986,0,0,0,0,0,0,0,0,0,0.12234664186345,0,0,0,0,0.129979653401541,0.0796861797548827,0,0,0,0,0,0,0,0,0,0,0,0.0112350582443801,0,0,0.0270130239952391,0,0,0,0,-0.00702243250174425,0.0139734176215022,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.45920186963194,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0958091979174644,0,0,0,0,0,0,-0.0162811910269527,0.0618193584463087,-0.0599638704530368,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192087968757435,0.00285259718668249,0,0,0,0,0,0
X600028.SH,0.290145620115024,0,0,0,0.0121775329361555,0,0,0,0,0,0,0,0,0,0.00455452587506821,0,0,0,0,0,0,0,0.0132568659928896,0,0,0.0895791911071601,0,0,0,0,0.164228056966589,3.3881317890172e-21,0,0,0,0,0,0,0,0,-0.0191176842229475,0,0,0,0.0603244877258352,0,0,0,0,0,0,0,0.0131275826592319,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0629923857548142,0,0.205352637372384,0,0,0,0,0,0.22945777512185,0,0,0,0.13194992145946,0,0,0,0,-0.0238038220456844,0,0,0,0,0,0,-0.0827056805012952,0.173307374116536,-0.0417309415856695,-0.0288711407755906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188856205643109,-0.0203114995706286,0,0,0,0,0,0
X600188.SH,0,0.0508254773012531,0,0,0,0,0,0,0,0,0.121434382753826,0,0,0,0.0496393299877773,0,0,0,0,0,0,0,0,0,0,0.0920269585392924,0,0,0.124951248538397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402029996932393,0,0,0.0329040993922882,0,0,0,-0.0149867017752459,-0.0182035365776715,0.0323268340029207,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2219783198027,0,0,0,0,0.365145350531749,0,0,0,0,-0.00570724847956264,0,0,0,0.0111991526605169,0.211681499222569,0,0,0,0,0,0,0,0,0,0,0.0838429573959415,0.0608637047910828,0,0,0,0,0,0,0.0781704651640527,0,0.00474401033705173,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.597711943143018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783968581004318,0,0.0511060310965048,0,0,0.0793590497440125,0.000421821465971112,0,0,0,0,0.00755212489404613,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.715967435835582,0,0,0,0,0,0,0,0,0,0,-0.0101021540493185,0,0,0,0,0,0,0,0.0409674768368595,0,0,-0.0557977920963394,0,0,0,0,0.132524193149711,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.00103355067530045,0.0122747340594748,0,0,0,0,0,0
X600019.SH,0,0,0,0,-3.46944695195361e-18,0.0358086647139363,0,0,0,0,0.194619497973244,0,0,0,0,0,0,0,0,0.0827275764048738,0,0,0,0,0,0,0.0104504073750534,0,0,0.0155213939706018,0,0.159714362991596,0,0,0,0,0,0,0,0,0,0,0,0,0.14693392858687,-0.0333247788519892,0,0,0,0,0,0,-0.000238250478925417,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.205234270603595,0.105736881713425,0,0,0,0,0.171642433757188,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0436360244515602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195684093162473,0,0,0,0,0,-0.00202851512545082,-0.00891002579661657,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.270725046277686,0,0,-0.0185961289388642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165932901418477,0.103433860415232,0.0114493371342262,0,0,0,0,0,0,0,0.023683447061356,0,0,0,0,0,0,0,0.110022549904188,0,0,0,0,0,0,0,-0.00347721481537238,-0.00491181230634835,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.121903870970356,0,0,0.0335375731271977,0,0,0,0,0,0,0,0,0,0,0,0,0.160224936380846,0.438141906784101,0.458422808196362,0,0,0,0,0,0,0.118494409878854,0,0,0,0,0,-0.0493682074845513,0,0,0,0,0,0,0,0.00129382710138299,0.0143625610733746,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0180693230721432,0,0,0.161058666499395,0,0,0,0,0.0992932983820233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112345480172066,0,0.0226222663991399,0,0,0,0,0,0.208690457079095,0.045209927677717,0,0,0,0,0,0,0,0,0,0.0248816638846871,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0713606930132501,0,0,0.0998917362467114,0,0,0,0,0,0,0,0,0.0050842689280691,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.162615472978133,0,0,0,0,0,0,0,0,0.0323300428274355,0,0,0,0,0,0,0,0,-0.017540117168857,0.00141401724298128,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102787923962741,0.102962419711215,0,0,0.233303880567273,0,0,0,0,0,0,0,0.00283952090060756,0,0,0,0.178324277621488,0,0,0.419325451277206,0,0,0.233343080209276,0,0.013088549528264,0,0,0,0,-0.0805588165898108,0.0374155724174866,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0477911293890039,0,0,0,0,0,0,0,0,0,-0.106692609760149,0,0,0,0,0.0793906985411865,0,0,0,0,0,0,0,0,0.749534894822911,0,0,0,0,0,-0.0734934625394463,0,0,0,0,0,0,0,0,0,0,0,0,-0.122716329367098,0.0116033948696709,0.010654786933425,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.273681049167625,0,0.0337283553471116,0.053929166378191,0,0,0,0,0,0.0462914686657026,0,0,0.0278509236045072,0,0.00393910435816558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777610258107533,0,0.0190645583961286,0,0,0,0,0,0,0.00152603882725455,0,0,0,0,0,0,-0.0191468524093709,0.0184517420817944,0,0,0,0,0,0
X600010.SH,0,0.124976807161068,0,0,0,0,0,0,0,0,0,0,0.273856817441975,0,0,-0.0766279232325279,0,0,0,0,0,0,-0.0127229240988871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944066967802411,0,0,0,0,0.0168612791312961,0,0,0,0,0,0,0,0,0,0,0.0224454343681569,0,0,0,0,0,0
X600547.SH,0,0.073809724240665,0,0,0,0,0,0,0,0,0.0661387791139278,0.0785013204570897,0,0,0,0,0,0,0,0,0,0.0066852121100227,0,0,0.129968819009252,0,0,0,0.114548893101969,0,0,0,0,0,0,0,0,0.00183321197451154,0,0.496754834340717,0,0,0,0,0,0,0,0,0,0,0,0.0151635897698602,-0.0273974843819437,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0111883552911534,0,0,0,0,0,0,0,0,0,0.1748820786846,0,0,0,0,0,0,0,0.139886670097137,0,0,0,0.17726472897706,0,0.0260956402625865,0,0,0,0,0,0,0,0.187795824789768,0.0250774002007697,-0.0378581720760225,0,0,0,0,0.00960760954595595,0.0264753576140707,-0.00501661677404051,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.000229103579711381,0.16954877824758,0,0,0.0817951784963618,0,0,0,-0.032264742605706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628424158039435,0,0,0,0,0,0,0,0,0,0,0,0,0.0447232674628256,0,-0.21956843109038,0,0,0,0,0,-0.0529419909462663,-0.0101994935313535,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0.186073408546063,0,0.319938102676491,0,-0.00566486640572242,0,0,0,0,0,0,0.0805158506156541,0,0,0,0,0.165748566036031,0,0,0,0,0,0,0,0,0,0.0434844714401184,0,0.117975704437667,0,0,0,0.0130375186853526,0,0,0,0,0,0,0.0713521115572867,0.0516203171468919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0114922767276906,0,0,0,0,0,0,0,0,0,0.0220282135790721,0.00389914849544076,0,0,0,0,0,0,0,0,0,0.299057539125468,0,0,0,0,0.0839171179176132,0,0,0,0,0,0,-0.216619676046677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00577055137720399,0,0,0,0,0,0
