,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X600426.SH,X601600.SH,X601898.SH,X600801.SH,X600010.SH,X600352.SH,X600188.SH,X600489.SH,X000301.SZ,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X600299.SH,X600486.SH,X002466.SZ,X000932.SZ,X600027.SH,X002075.SZ,X300037.SZ,X600219.SH,X601992.SH,X002080.SZ,X002353.SZ,X601168.SH,X000898.SZ,X000630.SZ,X600315.SH,X000723.SZ,X000027.SZ,X002409.SZ,X000883.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00829546941969743,0,-0.0112826297237174,0,0,0.0896311279549147,0,0,0,0.1273103138139,0,0,8.67361737988404e-19,0,0,0,0,0.00966841154878601,0,0.0043105616577327,0,0,0,0,0,0,0,0,-0.00908048095343444,0.025482142681806,0,0.0314720976331888,0,0.0172078832536288,0,0.0389484395118185,0,0,0,0,0,0,0,0,-0.0151035910842552,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0266417169972735,5.42101086242752e-20,0,0,0,0,0,0.0128640068829313,0.00845788905748061,0.0317315968253643,0.00295680011341481,0,0,0,0,0,0,0.00450990519777516,0,0,0,0,0.0141956590379645,0,0.0327581427101877,0,0,0,0,0,0,0,0,0,0.051340895318018,0,-0.0133437229713777,0,0,0,0,-0.0189883789120852,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0100728830460272,0.0108702176441686,0,0.00617331127832372,0,0,0,0,0.00987373754317595,0,0,0,0,0,0.0858620321158513,0,0,0,0,0,0,0.0166266466075265,0,0,0.0571588805153418,0,0,0,0.00320934246166805,0,0,0.0291844217409273,0,0,0,0,0,0,0,0,0,0.0618222495438274,0,0,0,0,0,0,-0.0143079479127396,0,0
X600585.SH,0,0,0,0,0.00865710078898309,0,0.140583342141991,0,0,0.0398261197651231,0,-0.0300470978892886,0.0306364073190132,0,0,0,0,0,0.0310909766593479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04551647901322,0,0,0,0,0,0,0,-0.0428197058986939,0.0334598042905616,0,0,0.081835332859524,0,0,0,0,0,0,0.00611582297486154,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445067784483972,0,0,0,0,0,0,0.0630639644076324,0,0,0,0,0,0,0,0.106277359534342,0.137966459292676,0,0,0.0938929029747675,0.0973220510162682,0,0,0.0125831898692392,0.118478524328044,0,0,0,0,0,0,0,0,0,0,0.0155004266923009,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0117763005164564,0,0,0,0,0,0,0,-0.00238439449274391,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0686274338542835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117002536853074,0.0759863908623342,0,0,0,0,0.147439829731686,0,0.0284352585648986,0.027474698275581,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0497658504962412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677470070865127,0,0.124447422656008,0,0,0,0,0,0,0.0195331864861272,0,0,-0.00748028856129458,0.028651741409681,0,0,0,0,0,0,0,0.0562782979327017,0,0,0,0,0,0,-0.00433317731064283,0,0,0,0,-0.00011823635493978,0,0
X000708.SZ,0,0,0,0,0.0430747659959526,0,0,0,0,0,0,0.0695070493302884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267239522766761,0,0,-0.0434821810920347,-0.122788397586585,0,0,0,0.0268336579064231,0,0,0,0.124908903644592,0,0,0,0,0,0,0,0,0,0,0,0.0354593585535795,0,0
X600660.SH,0,0,0,0,0,0,0,-0.117787581217818,0,0,-0.0428963703826419,0,0,0,0,0,0,0,0,0,0,0.103531725463163,0,0,0,0,0,-0.0828505916232949,0,0.128439830272422,0,0,-0.00625200439270361,0,0,0,0.287945823463295,0,0,0,0,0,0,0,0,0,0,0,0,0.0195589558584201,0,0,0.067039279516174,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.122819855030909,0.171963337933681,0,0,0,0.128690585349743,0,0,0,0,0,0,0,0,0,0,0,0,0.180451340046077,0,0,0,0,0,0,0,0,0.234000367181823,0,0,0,0.232583581163934,0,0,0,0,0.103966297902253,0,0,0.0624589033740551,0,0,0,0,0.0145599276972862,0,0,-0.0541270480787258,0,0,0,-0.0221507900413972,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233623659014768,0,0,0,0,0,0,0.189896747150336,0,0,0,0,0,0,0,0.00454642774897056,0,0,0.107060190546813,0,0,0,-0.0161658523622741,0.0450922340427713,0,0,0,0.00543914675081287,0,0
