,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X600011.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X600547.SH,X000301.SZ,X601898.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X300073.SZ,X600027.SH,X300037.SZ,X600688.SH,X600489.SH,X600801.SH,X002353.SZ,X600352.SH,X000807.SZ,X000825.SZ,X000959.SZ,X000932.SZ,X600486.SH,X601699.SH,X600399.SH,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0191505536380566,0,0,0.00299237043353383,0,0,0,0,0.0342828411860523,0,0,0,0,0,0,0,0,0,0.126960773537867,0,0.178173640496764,0,0.0107666546531643,0,0,0,0.0420621609632419,0,0,0,0,0,0,0,0,-0.0386320660280399,0,0,0,0,0,0,0
X600028.SH,0.229617647805819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449046872068722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811343775586974,0,0.0455212134889428,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00828950418071661,0,-0.0150912432655896,0.00271146385040825,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0396635853047515,0,0.165242768614232,0,0,0,0,0,0,0,0,0,0,0.0966418698255867,0,0,0,0,0,0,0,0,0,0,0.119963781351569,0,0,0,0,0,0,0,0,0,0.0542271941121495,-0.0166597801304942,0,0,0,0.00987990355129707,0,0,0,0,0.00940762805310863,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0689333939335647,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0133746380558355,0.0340373712534443,0,0.0376609726868163,0,0.0840258175868107,0,0.0709218814517358,0,0,0,0,0,0,0,0,0,0.0109499586093373,0,0,0.0168977018101155,0,0,0,0,0,-0.0178535550716769,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932032411004471,0,0,0.0406525181262022,0,0,0,0,0,0,0.151948997976649,0,0.0150645345106742,0.057166065135748,0,0,0,0,-0.0317430220948016,0,0,0,0,0,0,0.358643157731112,0,0,0,0.0275567897482019,0,0,0,0,0,0,0,0,0,-0.00336762594424381,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.604719626730637,0.0900379785887227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972010540828871,0,0,0.00292389974889667,0,0,0.0975030911540354,0,0.137037284905343,0,0,0,0,0,0,0,-0.00917127806010299,0,0,0,0,0,0,0,0,0,-0.013299999258658,0,0,0,0,-0.0909810478258427,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0375688352040766,0.0494583027508545,0,0,0,0,0,0,0,0,0,0,0,0,-0.025785647418638,0,0,0,0,0,0,0,0,0.0960604549782339,0,0,0,0,0,0,0,0.174654952012361,0,0.283413298210926,0,0,-0.00322330482475277,0,0,0,0,-0.00277468001043783,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.292186827877988,0.087106119376014,0,-0.183491299256364,-0.103152238062537,0,0.0686640040189944,0,1.73472347597681e-18,0,0,0.169899535869553,0,0,0,0,0,0.0896520629142002,0,0,0.307217957391953,0,0,0,0,0,0,0.05816345622925,0.0177527464125647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266240426208277,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.489773071622743,0,0,0,0,0,0,0.235998235726883,0,0,0.0454400797347631,0,0,0,0,0,0.0284252748845681,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372265181251695,0,0,0,-0.0109738488359151,0,0
X002466.SZ,0,0,0,0,0,0.585525356889872,0,0.110275231056915,0.105105762867184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243215580452217,0,0,0,0,0.0701264672283631,-0.0230665793467869,0,0,0,0,0,0,0,0,0.0428800161113989,0,0,0,0,0,0.0469534726835327,0,0,-0.0104352372140033,0,0,0,0,0,0
