,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600801.SH,X002466.SZ,X600362.SH,X002271.SZ,X600188.SH,X600352.SH,X000786.SZ,X600795.SH,X600688.SH,X601991.SH,X000723.SZ,X601992.SH,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600516.SH,X600489.SH,X600426.SH,X600299.SH,X000898.SZ,X600583.SH,X000792.SZ,X600219.SH,X601158.SH,X000401.SZ,X000932.SZ,X000883.SZ,X000709.SZ,X600612.SH,X000553.SZ,X600160.SH,X000630.SZ,X002080.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0320516536968384,0,0,0,0.156386714175122,0,0,0.0372161494877313,0,0,0,0,0,0,0.199190329328913,0,0,0,0.00403786029315283,0,0,0,0,0.0147100322311093,0,0,0,0,0,0,0,0,0.0251360857093971,0,0,0.0906624819636798,0,0,0,0.0269322760410983,0,0,-0.00661599518316377,0,0,0,0,8.67361737988404e-19,0,0
X600028.SH,0.367348897803996,0,0,0,0,0,0,0,0,0.00239246777072568,0,0,0,0,0,0,0.0165214816062752,0,0,0,0,0,0,0.078054238503696,0,0,0,0.0407075995728132,0,0,0,0,0,0,0,0,0.00243324452973172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223308606927828,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378237423804515,0,0,0,0,0,0.068419517283717,0,0,0,0,0,0,0,0,0,0,0.0279123370048869,0,0,0,0,0,0,0,0,0.0210316967014353,0,0,0,0,0,0,0.00573957823786532,0,0,0,0.0221286829793313,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444690226495009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982043838471398,0,0,0.161948108348122,0.025466754633625,0,0,0,0,0,0,0,0,0,-0.00445345446485712,0.0169512366103524,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0767861320104594,0,0,0,0,0,0,0,0.218967569195084,0,0.117750240671929,0,0,0,0,0,0,0,0,0,-0.0811448612958147,0,0.0108976165490782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161662512184729,0,0,-0.013387556938593,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538022517730431,0,0.0211290876286533,0,0,0,0,0,0,0,0,0.112091552900202,0.0630060435304036,0,0,0,0.0912730475284126,0,0,0,0,0,0,0,0,0,0.0562668629797034,0,0,0,0,0,0,0.0420929941185434,0,0,0.0122364277764563,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0283031204615399,0,0,0,0,0,0,-0.0281585081924804,0,0,-0.0549826338698288,0,0,0,0,0,0,0,0,0,0,0,0,0.863785747243458,0,0,0,0,0,0,0,0,0,0,0,0.279818892563812,0,0,0,-0.0155324817635682,0,0,0.00456217463624269,0.00633373756890133,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732335948636292,0,0,0,0,0.370146340897777,0,0,0,0,0,0,0.118535224513199,0,0,0,0,0,0.14234897189959,0,0,0,0,0,0,0,0,0,0,0,0,0.238951922761199,0,0,0,0,0,-0.0059458877445642,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00353148678393171,0,0,0,0,0,0,0,0,0,0,0,0,0.179095600062356,0.10568957316498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212800434406333,0.0835551674053842,0,0,0,0.0427987463916778,0,0.0200032790017818,0,0,0.00247102654637917,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637983711244884,0,0,0,0,0,0,0,0,0.00321837976504577,0,0.0621064645248925,0.318222604493274,0,0,0,0,0,0,0,0.491926865010974,-0.242653092209111,0,0,0,0,0.0564067078812149,0,0,0,0,0,0,0,0,-0.018710477058961,0.0275976873568372,0,0,0,-1.73472347597681e-18,0,0
X600660.SH,0,0,0,0,0,0.127824893209388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180303380700879,0.142507691104375,0.0700107686030621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130039794180988,0.125889254229405,0,0,0,0,0,0,0,0,0,0.0151538676105729,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754652665440734,0,0,0,0,0,0.592712313776913,0,0,0,0.0389165277799274,0,0,0,0,0.028201024286997,0,0,0,0,0,0.0226073006475726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016117918324508,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.060773754235201,0,0,0,0.109022007584794,0,0,0,0,0,0.177903812392669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326084621422493,0,0.19462972065216,0,0.0292224451208654,0,0,0,0,0,0.0063294300158069,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0489262024050869,0,0,0,0,0,0,0,0,0,0,0.10215546553066,0,0,0,0,0,0,0,0.307345868449181,0,0,0.036510800774762,0,0,0,0,0,0,0.00107718241758689,0,0,0.126955542357187,0,0,0,0,0,0,0.0164693634125227,0,0,0.00892439817348638,0.00354257019873275,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0370336918166954,0,-0.0297857980412986,0,0,0,0,0,0,0,0,0,0.0265209186241869,0,0,0,0,0,0,0,0,-0.0252450804691047,0,0,0,0.197550812360322,0,0,0,0,0,0,0,0.0493930042646623,0,0,0,0.284916495886089,0,0,0,0,-0.0109715271301074,0,0,0,0,0,0.00385050208113076,0,0,0,0,0,0
X600801.SH,0,0,0,0.575482050394902,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0432046021650235,0,0,0,0,0,0,0,0,0,0,0.0614175183048984,0,0,0,0.316448243873732,0,0,0,0,0.00675164010901396,0,0,0,0,0,0,0,0,0,0,0.00833630234446656,0,0
X002466.SZ,0,0,0,0,0,-0.104639111956976,0,0.177159099609525,0,0.603786421060032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174351204027537,0,0,0,0,-0.184365745048764,0,0,0,0,0.19361804544957,0,0,0,0,0,0,0,0,0,0.0789684175580327,0,0.0959483606994186,0,0,0.0674807031397937,-0.0962911537901616,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864977211625898,0,0,0.0464083089420361,0,0,0.206229500266191,0,0,0,0,0,0,0.161249208136402,0,0,0,0,0,0,0,0,0,0.0829352435248473,0,0,0,-0.020003500488496,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.129700366419925,0,0,0,0,0,0.168934065467262,0.0309045952066522,0,0,0,0,0.0258721038038609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144752753089669,0,0,0,0,0,0,0,0,0,0.0437240376371811,0,0.0900784555241413,0,0,0,0.0352988921435881,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.189801311913968,0.399345532012063,0,0,0.0469606380671925,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13529413146983,0,0,0,0,0,0.0076245724837706,0,0,0,0,0,-0.000294324620755206,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.0652002011887379,0,0,0,0.208716557475582,0,0,0,0,-3.46944695195361e-18,0.0667114156587511,0.0844282761717645,0,0,0,0,0.160778929377085,0,0,0,0,0,0,0,0,0,0.0173747961814642,0,0,0,0,0,0,0,0,0,-0.00997622962478803,-0.007427333780217,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.073952032214382,0,0.0504395701059586,0,0,0,0,0,0,0,0.12007414267136,0,0,0,0,0,0,0,0.0726799292269998,0,0.0572096514001834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171656511687211,0,0.212379575718932,0,0,0,0,0,0,0,0.00344413320929185,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.169413061367138,0,0,0,0.0779004382859062,0,0,0,0,0,0,0.158656892519127,0,0,0,0,0,0.0194566898613754,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.132573590220729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373797472563246,0,0,0,0,0,0
X600688.SH,0.504383336772183,0,0,0,0,0,0,-0.0239688433644262,0,0,0,0,0,0,0,0.057517967700035,0,0,0.00817273312315629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16368705240157,0.224629647533846,0,0,0,0,0,0,0.00922154473874749,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934514683458536,0.112633912451746,0,0,0,0,0,0.0765397235908164,0,0,0,0,0.205086075094327,0,0,0.0681374146275755,0,0,0,0,0,0.0366820809344576,0.00145816325635154,0,0,0,0,0,0,-2.16840434497101e-19,0.0272919474803563,0,0,0,0,0,0,0.015959151803876,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.208927774809216,0,0,0,0,0,0.185331941641852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284203509885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232464931644058,0,0,0,0,0.271350269921923,0,-0.0121576842023589,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119296974043944,0,0,0,0.228479858734668,0.146478822745347,0,0,0,0,0.0240307185136855,0,0,0,0,0,0.103632058624765,0,0,0.101413020931331,0,0.06054934405023,0,0,0,0.116876151503268,0,0,0,0,0.0718352387368548,0.0246580973533495,0,0,0,0,0,0.00781651355964318,0,0,0,0.0352497668796542,0,0
X002353.SZ,0.285870270270119,0,0,0,0,0,0.0779871222012859,0,0,0,0,0,0,0,0,0,0.137574247218305,0,0,0,0,0.0748938811015268,0,0,0,0,0,0,0,0,0,0,0,0.127390912301624,0,0,0.192937951544283,0,0,0,0,0,0,0,0,0,0,0,0.0728541838565497,0,-0.0342300396599633,-0.0305532567063811,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555520117070922,0,0,0,0.248892951105626,0,0,0,0.0726488520087822,0,0,0,0,0,0,0.0489812344149633,0,0,0,0,0.0685574100672384,0,0,0,0,0,0,0,0,0.0963456890231008,0,0,0,0,0,0,8.02274247986948e-05,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0979177875333919,0,0,0.0270825284409023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286286266713761,0.0638888533454065,0,0,0,0,0,0,0.266955310670367,0,0,0,0,0,0,0.100285390397411,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0570622516307237,0.172985381583855,0,0,0.0986262284287507,0,0,0,0,0.023592470964644,0,0,0.0522745474067016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111446840181774,0,0,0,0,0,0,0.0460159067246661,0,0,0,0.0176233306034998,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163846316968412,0,0.0867081057539358,0,0,0.238883322818496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430971491143972,0.26862244924735,0,0,0,0.00972109203688831,0,0,0.0781582091307869,0,0.0409111031086806,0,0
X600489.SH,0,0,0,0,0,0,0.526393666771891,0,0,0.00362467337485817,0,0,0,0,0,0,0,0,0.0526408822870809,0,0,0,0,0.140425683659092,0,0.0926792483330373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145472529554467,0,0,0.0886086322494879,0,0,0,0.00481926391032536,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185746156582651,0.0663452422052898,0,0,0,0,0,0,0,0,0,0,0.118702884578718,0,0.00576360503717661,0,0.186635320004473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485299398517609,-0.0283840183664636,0,0,0,0,2.16840434497101e-19,0.00753428504349094,0,0,0,0.0296614169164784,0,0
X600299.SH,0,0,0,0,0,0,0,0.154434673801394,0.0621624520416244,0,0,0,0,0,0,0,0,0,0.0379539668404238,0,0,0,0,0.0416391278386161,0,0.137699462444544,0.147107294657668,0,0.230801272272591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0297008439789451,0,0,0,0,-0.0480489755872402,0.0165496596341386,0.017651923244321,0,0,0,0,0,0
