,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600188.SH,X600362.SH,X600623.SH,X600886.SH,X600547.SH,X002466.SZ,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X600549.SH,X300072.SZ,X600583.SH,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000012.SZ,X000983.SZ,X600021.SH,X600098.SH,X000060.SZ,X600176.SH,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.105865159974704,0,0,0,0.0685765346505539,0,0,0,0,0,-0.00480621225273021,0,0,0,-0.0285578704174951,0,0,0,0.14290087784625,0,-0.0220168042343378,0,0.0334630469588598,0,0,0,0,0,0,0,-0.0443459788912709,0,0,-0.00342496018844006,0,0,0,0,0,0,0,0.0330206731292368,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.12335744249039,0,0,0,0,0,0,-0.021066605346953,0,0.138507368983083,0,0,0,0,0,0,0,0,0.0716392390595648,0,0,0,0.100207071983098,0,0,0,0,0,0,0,-0.0583667578309169,0,0,-0.00116711113511775,0,-0.0292578353726032,0,0,0,0,0,0.00842521423182214,0,0,0.0053961694938832,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.128520790684122,0,0,0,0,0,0,0,0.00799091480101847,0,0,0.0322694081482032,0,0,0,0,0,0,0.036427596981907,0,0,0.0260656893234306,0,0,0,0,0,0,0,0,0,0.1218786245788,0,0,0,0,0,0,0.0424838708818072,0,0,0.0456277200955029,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00581392360197736,0.0658817587447444,0,0,0,0.0486455850343279,0,0.10241775385395,0,0,0,0.0172438182998471,0.0727936064195316,0,0,0,0.0486599517423857,0,0,0,0,0,-0.0153565921858669,0,0.213406325649894,-0.0444282791890466,0,0,0,0,0,0,0,0,0,0,0.0144487510978401,0,0,0,0,0,0,0,0,0,-0.0221491415087845,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.221917276507598,0,0.299117095586359,0,0,0,0,0,0,0,0.0212875420461058,-0.00914260767834872,0,0,0,0,0,0,0.0627358177524295,0,0,0,0,0,0,0,0,0,0.019808175267867,0,0,0,0,0,0,0.0280953194450479,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0131065690447015,0,0.0729936034543616,0,0,0,0,0,0,0,0.0416010857704054,0,0,0,0,0,0,0,0,0,0.0408836822581805,0,0,0.101193364179401,0,0,0.0645969606850453,0,0.34715583103429,0,0,0,0,0,0,0,0.0138420527650278,0,0,0,0,0,0,0,-0.0147438047570467,0,0,0,0,0,0,0
X600585.SH,0,0,0.385855406824526,0,0,0,0,0,0,0,0,0.177172100061009,0,0,0,0,0,0.100920982327276,0,0,0,0,0,0,0,0,0,0.0456443090548032,0,0,0,0,0,0,0,0,0,0,0,0,0.0768756581520027,0,0.0211627273380155,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0127038912941984,0,0.0927422756294312,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205402817480883,0,0,0,0,0,0,0,0,0,0,0,0.00802502767781679,0.259005129671714,0,0,0.199234252921901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0963662454529892,0.0446308625145606,0,-0.0200981917514102,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0578691286896886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629578198675368,0,0,0.0402520962784091,0,0,0,0.018755544160675,0,0,0,0,0,0.101363979802848,0,0,0.0106340523664752,0,0,0,0.218407944436262,0,0,0,0.125145197489318,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0831470726648996,0,0.0785935888647365,0,0,0,0.12282146130318,0,0,0,0,0,0,0,0.0071480283623264,0,0,0,0,0,0,0.00382680733821845,0.123930033376656,0,0,0,0,0,0,0,0,0,0.133188649562657,0,0,0,0,0,0,0,0,0,0.181446648539602,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.110680772712795,0.0108377712616421,0,0,0,0.0205245683904918,0,0,0,0,0.00637088788577311,0,0,0,0,0,0,0.0199530608558275,0,0,0,0,0.017977686686232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356165856787793,0.0271055198332552,0,0,0.00451140289639993,0.0542000799417387,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.208690967134617,0,0,0,0,0,0,0,0,0,0,0.106962751823473,0,0.040470650208239,0,0.0302532150106869,0,0,0,0,0,0,0,0.298559906552751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630150208729758,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0635086118143712,0,0,0,0,0,0,0.0111385014132486,0,0,0,0,0,0,0,0,0.0277967787415643,0,0,0,0,0.0869596699380809,0,0,0,0,0,0,0,0,0,0.219893436822125,0,0,0,0,-1.73472347597681e-18,0.119451921795188,0,0,0,0.0347783266392815,0,0,-0.0470004470679142,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.106881062392035,0.0489581375361215,0,0,0,0,0,0,0,0,0,0.00433136009528974,0.0202725294209708,0,0.0321968385208506,0,0,0,0,0,0,0,0,0,0.0275683711313272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868264342884491,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0589628855723907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187613428006148,0,0,0,0.0591101943659229,0,0,0.0802797240367123,0,0,0,0,0,0,0,0,0,0,0.0341232353522485,0,0.0120532861871943,0,0.0516901111165324,0.0625354980487515,0.0561664942203582,0.0353137177743059,0,0,0.0619333190210052,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0799001805642576,0,0,0,0.0855459665731207,0,0,0,0,0.0274904852019011,0,0,0.0992230546897471,0,0,0,0.104620650588644,0,0,0,0.115487206307494,0,0,0,0.0622757266107613,0,0,0,0,0,0,0,0,0,0,-0.0860640563625564,0,0.411155042349922,0,0,0,0,0,0,-0.00997809890078364,0,0,0,0,0,0,0
X600362.SH,0,0,0.177878684127453,0,0,0,0,0,0,0,0,0.107498300504152,0,0,0,0.290770470886836,0,0,0.0196699078284152,0,0,0,0,0,0,0,0,0.045615317843421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108481388009912,0,0,0,0,0.24571402178194,0,0,0,-0.0434364995436742,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0.0496754181718765,0,0,0,0,0.142422076382684,0,0,0,0,0,0,0,0,0,0,0,0,0.20912763027201,0,0,0,0,0,0,0.121980880116912,0,0.222166759745605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440316885671408,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.230053090232437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132573906692954,0.0491048956686321,0,0,0,0,0,0,-0.00595092188759712,0.152947717937978,0,0,0,-0.0269165755463657,0.0614413950962881,0,0,0.0937920229804836,0,0.0299593777375343,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.703720323300029,0.0016382582291041,0,0,0,0.142649226006694,0,0,0,0,0,0,0,0,0.0928361525934569,0,0,0,0,0,0,0,0,0,0,0.0240378384790221,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.137039080770227,0,0,0,0,0,0,0,0,0,0,0,-0.0700356525976911,0,0,0,0,0.315640643712198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549694031044026,0,0.280127061589929,0,0,0,0,0,0,-0.108355388091505,0,0.0136863775402224,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.154582922101466,0.0252856842379663,0,0,0,0,0,0,0,0,0,0.0202434756983888,0,0,0.101508587382402,0,0,0,0.0852994487750363,0,0,0,0,0.377469945899521,0,0.0284065147810508,0,0,0,0,0,-0.0361442560335845,0,0,0,0,0,0,0.0640392045674988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
