,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600299.SH,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X600157.SH,X002110.SZ,X002470.SZ,X600339.SH,X600021.SH,X601699.SH,X000408.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.104979482846648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918563453428756,0.0158621215727492,0.00102249645282588,0,0,0,0,0,0,0,0.0313738780901737,0,0,0,0,0,0,0,0,0,0,0,0,0.21109629380901,0,0,0,0,0,0,-0.00286923101020601,0.019385076391706,0,0,0,0.00163567555378942,0,0
X600028.SH,0,0,0,0,-0.026027383736479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480344699537585,0,0,0,0,0,-0.0489157757826283,0,0,0,0,0,0,0,0,0,0.186772036128366,0,0,-0.0335080845444485,0,0.0917114401251209,0.133166662682689,0,0,0,0,0,0,0.0356627283843717,0.0722775626483917,0,0,0,0.0346553297292524,0,0
X601088.SH,0,0,0,0,0,0.17121002139503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273192681996779,0,0,0,0,0,0,0,0,0,0.0595833963768725,0,0,0,0,0,0,0.122324485177918,0,0,0.00111911926222235,0,0,0,0,0.104392462008338,0,0,0,0,0.00731284406811258,0.00721988429270898,0,0,0,0.0199322655272609,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696374551267311,0,0,0,0,0,0,0,0,0,-0.0151620313097279,0,0,0.0442698071990479,0,0,0.338628643605338,0,0,0,0,0,0,0,0.119065589276083,0,0,0,0,0,0,0.121132926767594,0,-0.0159489412178002,0.0347462675018781,0,0,0,0.0630332401282193,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849599396853011,6.93889390390723e-18,0.0518920757077386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490251966638487,0.311219319320157,0,0,0,0,0,0,0,0,0.00680341533360795,0.0147462833851054,0,0,0,0.0431656970650421,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215603939153707,0,0,0,0,0,0,0,0,0.221001135309589,0.10950532318927,0,0.296914377935018,0,0,0,0,0,0,0,0.0317009363677529,0.161622362005159,0.0578550388788581,0,0,0,0,0,0,-0.0122355721133213,0.00679348488637578,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523080630719595,0,0,0.629072703716033,0,0,0,0,-0.222385874603237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449948700739875,0,0.0817948329565613,-0.098967446538964,0,0,0,0,0,0,0.00740967078948539,0.00440529196440334,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.09546753251055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129810947659133,0.610343599127885,0,0,0,0,0,0,0,0.0428372253261229,0,0,0,0,0,0,0,0.0201423781159698,0,0,0,0,0,0,0,0,0,0,0.00163706291884694,0,0
X600010.SH,0,0.032645682863389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106861834361308,0,-0.0724819112487266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169568863291743,0,0,0,0.0977670086668576,0,0.0656696854121809,0,0,0,0,0,0,0,0.01204513183266,0,0,0,0.0474388247879382,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113944400265502,0,0,0.136424901405171,0,0,0,0.0141454084421193,0,0.0588895763712309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076881327290188,0.00953484121127282,0,0,0,1.0842021724855e-19,0,-0.0122489347287375,0.0415410852040495,0,0,0,0.0499259369456192,0,0
X600660.SH,0,0.124189282572167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126644389990523,0,0,0,0,0.0636232630579871,0,0,0,0,0,0,0.280836689517989,0,0,-0.0265648280749147,0,0,0,0,0,0,0,0,0.0149891157709182,-2.16840434497101e-19,-0.0426211615421751,0,0,0,-0.00904262908959723,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445521734099339,0,0,0,0.0825266201838438,0,0.0655083973642826,0,0,0,0,0,0,0.0642505735637708,0,0,0,0,0,0.0229188983813161,0,0,0,0,0,0,0.0542106396165883,0,0,0,0,0,0,0,-0.00409828794161914,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0465570129093779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468183272628341,0,0,0.233338110079254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624173725822785,0,0,0,0,0,0.0831178280987938,0,-0.00494168347439548,-0.00357870654981071,0,0,0,0.0535169129802265,0,0
