,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X002466.SZ,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X000629.SZ,X000786.SZ,X600096.SH,X601991.SH,X000983.SZ,X300073.SZ,X600803.SH,X600027.SH,X000723.SZ,X600141.SH,X002080.SZ,X601699.SH,X600219.SH,X600801.SH,X002192.SZ,X600157.SH,X600486.SH,X002353.SZ,X000959.SZ,X300037.SZ,X600399.SH,X600378.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.030883012690484,0,0,0,0,0.0540380381997488,0,0,0,0,0.0475998377558169,0,0,0,0.0290650316284014,0,0,0,0,0,0,0,0.14557010936583,0,0.196165159589566,0,0.00147780830185818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959576173539244,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.100255348882037,0,0,0,0.234081809062669,0,0,0.145204705544293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403615791663727,0,0,0,0,0,0,0,0,0,0,0.0909329165603027,0,0,0,0,0.0399319416861154,0.0214224554434497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0153982093860657,0,0,0,0,0,0,0,0,0,0,0,0,0.0768073032412842,0,0,0,0,0,0.0221844435252187,0,0,0,0,0,0,0,0,0,0,0.0796643719111709,0,0,0,0.0540198270336048,0,0,0,0,0.0419994607457973,0,0,0,0.00126616255021397,0,0,0,0,0,0,0
X600309.SH,0,0.0926943341905395,0,0,0,0,0,0,0,0,0.124806747009337,0,0,0,0,0.122833594953559,0,-0.0106391860056711,0,0,0,0,0.0495534370880086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178340846038187,0,0,0.0692296260948232,0,0,0.001873974249278,0.0406401184326042,0,0.0466967635239485,0,0,0,0.00803468886921758,-0.0167519602831352,0,0,0,-0.0226843705785427,0,0
X002460.SZ,0,0,0,0,0,0,0.266471125972695,0,0,0,0,0,0.100898722721452,0,0,0,0.121757515320415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576852235736375,0,0.0111589974788367,0.0706279363786645,0,0,0.0465065248022276,0,0,0,0.115365961651358,0,0,0,0,0,0,0,0,0,0,0.0172843226411967,0,0
X600585.SH,0,0,0,0.0128193163970714,0,0,0,0,-0.0539225281490555,0,0,0,0,0.0986766209483342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279559442889674,0.0263952581520925,0,0,0,0,0,0.080737066001528,0,0,0,0,0.366905567928991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106359842852446,0,0
X002466.SZ,0,0,0,0,0.52131404187816,0,0,0,0,0,0,0,0.176426235980263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373930904480543,0,0.0447160708207126,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.243650902857715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933307803353698,0,0
X600188.SH,0,0.316000083547784,0,0,0,0,0,0,0,0,0.114381797345432,-0.157985915907237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600436198628194,0,0,0,0,0,0,0,0,0.376038612118932,0,0,0,0,0,0,0,0,0,0,0,0,0.0724848657661159,-0.121460603814973,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.108397074699732,0,0,0.108172732210628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561379337206529,0,0,0,0.389618114340628,0,0,0.0535050861995556,0.0435635528213391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400702919841694,0,0,0,0,0,0,0,0.0964083282098231,0,0,0,0,0,0.0114017054064979,0.0268607729113278,0,0,0,0,0,0,0,0,0,0.0647869056865764,0,0,0,0.0822108548061493,0,0.0344626460988444,0.145747856013389,0,0,0,0,0,0.0171892474315223,0,0,0,0,0,0,0
