,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600886.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600188.SH,X600111.SH,X600362.SH,X002075.SZ,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X000539.SZ,X000898.SZ,X000027.SZ,X002353.SZ,X600021.SH,X600352.SH,X000883.SZ,X002470.SZ,X601918.SH,X000792.SZ,X000878.SZ,X000629.SZ,X600660.SH,X600808.SH,X600307.SH,X600863.SH,X600578.SH,X600098.SH,X000060.SZ,X000825.SZ,X300072.SZ,X600489.SH,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698153109715385,0.0645875380826328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589311429252471,0,0,0,0,0,0,0,0,0,0.0596848789224895,0,0,0,0,0,0,0.0168974232546151,-0.00729553400785255,0,0,0,-0.077218507227541,0,0
X600028.SH,0.342389816150571,0,0,0,0,0.254719225849397,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.117083666429259,0,0.0354574044003859,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101270694388221,0,0,0,0,0,0,0
X601088.SH,0,0.236111526572139,0,0,0.0120877729082084,0,0,0.0484119668628874,0,0,0,0.0124731207055492,0,0,0,0,0.248181129824988,0,0,0,0.0324217133107857,0,0,0.0619883268098619,0,0,0,0,0,0,0,0,0,0.119314893117773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165865562000176,0.0323737604745615,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0913653041358543,0,0,0,0.208132384365859,0,0,0.202080669503312,0,0,0,0,0,0,0,0,0.0334090771689449,0,0.0310632893480258,0,0,0,0,0,0,0.0150061527520888,0,0,0,0,0.0301905584190839,0,0,0.209995943965998,0,0,0,0,0,0,0,0,0,-0.00645595783357585,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.122562761974015,0.0747171344430694,0,0,0,0,0,0,0,0,0,0.108320710262419,0.192588407313427,0,0,0,0,0,0,0,0.0522941288685415,0,0,0.0237434176841338,0,0,0,0,0,0,0,0,0.0375437845087744,0,0,0,0,0.138066763460857,0,0,0,0,0,0,0,-0.0167697334380643,0,0,0,0,0,0
X600019.SH,0,0.0199129973687823,0.0554269700502931,0.164040503971607,0,0,0,0,0,0,0,0,0,0,0.130654913213825,0,0.0290666329981115,0,0,0,0,0,0.0723326164831946,0,0,0.267954903729291,0,0,0.0375035714586851,0,0,0,0.0121933975053131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600585.SH,0,0.00252775465037703,0.14258145593288,0.043804079213655,0,0.100191421984296,0,0,0,0,0.124311549952508,0,0,0,0,0,0,0.0409450953258284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237262004683967,0,0,0,0,0,0,0,0,0,0,0,0,-0.00918395627598193,-0.0108980842515202,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.154794450898707,0,0,0,0,0,0.381223007916968,0,0,0,0.321271918984516,0,0,0,0,0,0,0,0,0,0,0,0.0625943043810706,0,0,0,0,0,0,0,0.142172870624754,0,0.006882273308732,0,0,0,0,0,0,-0.0124779521163498,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0676360136468556,0,0,0,0,0,0,0.0352017201008928,0.309509159620702,0,0.0241195681743777,0,0,0,0,0,0,0,0,0.0730061792316935,0,0.0233200933227353,0,0,0,-0.0761752115388361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155379698908608,0,0,0,0,-0.0439146620229151,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0494045127754506,0,0,0.137319588512751,0,0,0,0.0710486417278752,0,0,0,0,0,0.0527228468760761,0,0.0667670820173503,0,0,0,0,0,0.0703070060504825,0,0,0,0.0153041290157871,0,0,0.106498994987161,0,0,0,0,0.169801195793154,0,0,0.0112716235120721,0,0,0.0434201183987369,0,0,0,0,0,0,0,0,0,0
