,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X000883.SZ,X600583.SH,X601992.SH,X002353.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000027.SZ,X000630.SZ,X600549.SH,X600578.SH,X600307.SH,X000983.SZ,X600490.SH,X000959.SZ,X002470.SZ,X000937.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.196297716238856,0,0,0.0746867384199363,0.00497050788844107,0,0,0,0.0486081697271925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749772726595122,0.0198049160530002,0,0,0,0.04105993024734,0,0,0,0,0,0,0,0,0,0.0197391714196744,0,0,0,0,0,0,0,0,0,-0.00820976141584546,0,0,0,0,-0.0318622164604492,0,0
X600028.SH,0,0,0,0.0205708771913592,0,0.0690946308550067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938504610655865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324568339804149,0,0,0,0,-0.0290189614640682,0,0.0705419470489641,0.0944439019928644,0.0500719187142176,0,-0.0150606212245767,0,0,0,0,-0.0368871163867754,0,0
X601088.SH,0,0,0,0,0,0,0.125807488900892,0,0,0.0462158628025222,0,0,0,0,0.125581985022679,0,0,0,0,0,0.052659119851833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273137206878466,0,0,0,0,0,0,0.0350084764558785,0,0,0.0293419525120088,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.127146424816636,0,0,0,0,0,0.0948938752431224,0,0.0269096542390554,0,0.176204124178628,0,0,-0.0504665494788495,0,0,0,0,0,0,0,0,0,0,0,0.10994796278617,-0.0157292948603829,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0139777926141996,0,0,0,0,0,0,0
X600585.SH,0,0,0.0714000409202433,0,0,0.12895544820671,0,0,0,0,0,0,0,0.120348659504043,0,0.0586097340949117,-0.0318302050305728,0,0,0,0,0.0228138395952995,0,0,0,0,0,0,0,0,0.0201542848095097,0,0,0,0,0,0,0,0,0,0,0.152414907597619,0,0,0,0,0,0,0,0,-0.0144949754258138,0.0135855960614134,0,0,0,-0.0505976483860819,0,0
X600019.SH,0,0,0,0.141480142104018,0,0,0.0748320949610002,0,0,0.0206449494059283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15778133821099,0.228298695374081,0,0,0,0,0,0,0,0,0.00615316355103547,0,0,0,0,0,0,0.0522126713554025,0.0735752914742955,0,0,0,0,0,0,-0.0120824497080538,0.0322989484329718,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.187901250103055,0,0.308943724434704,0,0,0,0.0232821442662889,0.0679418672382948,0,0,0,0,0,0.00582328739786712,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.128394454201241,0,0,0.0275626123651938,0.0445670343074702,0,0,0,0,0,-0.0601983938372304,0,0,0,0,0,0,0,0,0,0,-0.00767521007479441,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188435732700583,0,0,0.0323831525810438,0.0293182006276647,0,0,0,0,0,0,0.109211474384684,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.150226836141459,0.00764489194190592,0,0,0,0,0.0397014761248727,0,0,0,0,0.0186367475586855,-0.0322973096700841,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883192559445431,0,0,0,0,0,0,0,0,0.0244970957220918,4.33680868994202e-19,0,0.0297488794278176,0,0,0,0.00196485310412079,0.0835804889764631,0,0,0,0,0,0,0.262018996485455,0,0,8.67361737988404e-19,0,0,0,0,0,0.18719659759137,0,0,-0.0067137387797192,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.316807382507194,0,0,0,0,0,0,0,0,0,0,0,0.0625261641388986,0,0.122520555581186,0,0,0,0,0.0136120259482308,0,0,0.0521200282834232,0.0315570716151146,0,0,0,0,0,0,0.039247581134204,0.103705698867645,0,0,0,0.0662034187762125,0,0,0,0,0,0,0,0,0,0
