,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600886.SH,X600660.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600126.SH,X600111.SH,X600027.SH,X600176.SH,X601992.SH,X002466.SZ,X600299.SH,X600426.SH,X002353.SZ,X002075.SZ,X600529.SH,X600315.SH,X000723.SZ,X600486.SH,X600516.SH,X600219.SH,X600612.SH,X002080.SZ,X000401.SZ,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00110454766913597,0,0,0,0,0,0,0,0,0,0,0,0.0700299467374636,0.132701478814696,0,0,0,0,0,0,0.0734317073716769,0,0,0,0,0,0,0,0,0.0413226336110067,0,0,0,0,0,0.0416236068951827,0,0,0,0,0,0,0.00725723503256524,0.00375873778813472,-0.012203690485435,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0972894963339755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111909517383731,0,0,0,0,0,0,0.0716343420755657,0.114759970481541,0,0,0.019437494814876,0,0.0568717890387046,0,-0.00841396990832106,0,0,0,0.031300605719661,0,0,0,0,0,0,0,0,0,0,0,0.00277729175868248,-0.00348821747498537,0,0,0,0,0,0
X601088.SH,0,0,0,0.17215056056652,0,0,0,0,0.230474724899038,0,-0.0501542694438271,0,0,0,0,0,0,0,0,0,0,0,0,0.0812047566640724,0,0,-0.00694303253354376,0.0594004446792557,0.0232755671706029,0,0,0,0,0,-0.0519444779633839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00198460967616099,-0.00213744005293974,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0441253336699176,0.020225223435499,0,0,0.471587161062319,0,0,0,0,0,0,0,0,0,0.00669164003482768,0,0.0300659758316046,0,0,0,0,0.0297122770664716,0,0,0,-0.013805844359864,0.0786529780204522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587483297494718,-0.0104919627244813,0.0093033570942708,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0531682746989774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108371556784897,0,0.155355960610313,0,0.0677745237782112,0,0,0.0645042811294105,0,0,0,0,0,0,0.00800674894637721,0,0,0,0,0,0,0,0,0.00963533606972953,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602673557966729,0,0,0.104761769051548,0,0,0,0,0,0,0.0845339648796887,0,-0.0500129730291511,0,0.0606114805482579,0,0,0,0,-0.116073205558414,0,0.242262239663673,0,0,0,0,0,0,0,0,0,0,-0.0104743142706332,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.221836279779682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963780474174176,0,0.0591621521577411,0,0,0,0,0.00341072175063618,0,0,0,0.00676845532087191,0,-0.0302222849072795,0.00338523731987373,0,0.0176207709894943,0.0718526566853977,0,0,0,0,0,0,0,0,0,0,0,0,0.00572997034392319,-0.0127787444481127,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0531356568848248,0,0,0,0,0,0,0,0,0,0,0,0.121589841607586,0,0.114996347594083,0,0,0,-0.1706237595116,0.172771688220238,0,0.0824774818011424,0,0,0,0,0,0,0,0.0344718168237156,0,0,0,0,0,0,0,0,0,0,0,-0.0582524319518866,-0.0158493554572867,-0.0123690633115512,0,0,0,0,0,0
X600011.SH,0,0,0.321132962607407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00758472200499975,0,0.115274478458969,0,0,0,0.137464274343503,0,0,0,0,0.0346100192722536,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232950066836892,0.00882223262071335,-0.0103857367419677,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24145747772216,0,0,0,0.00658571051057468,0.0573040936103999,0.0765235296771721,0,0,0,0,0,0.44530874407367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.286107673867176,0,0,0,0.0246590627825828,0,0,0,0,-0.0462903996508972,0,0,0,0,0,0,0,0,-0.0189282841487828,0,0,0,0.0302178330249579,0,0,0,0,0.0506724541562302,0,0,0,0,0.158106551587834,0,0,0.140577252434619,0,0,0,0,0,0,0,0,0,0,0,0,-0.00943332111381748,-0.00946460933824622,0,0,0,0,0,0
X600886.SH,0,0,0.22705943160096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106723364564522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477669257568137,0,-0.0240166086327249,0,0,0,0,0,0,0.0197566078392213,0.0059870726634671,-0.00990454022659804,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0993449804131709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139840689462593,0,0,0,0,0,0,0,0,0,0.175827968399234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029563964302842,-0.00305768057504466,0,0,0,0,0,0
X600801.SH,0,0,0,0.149738507438952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025734544113698,0,0.0171832521205493,0,0,0.0741796702959913,0,0,0,0,0,0,0,0,0.0340624295234765,0,0,0,0,0.0883503457000955,0.402916594119303,0,0,0,0,0,0,0,0.00271880598203676,0.00834020645128742,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0149127466164242,0,0,0,0,0,0,0,0,0,0,0,0.066408239869097,0,0,0.00848558012018098,0.0163068339428656,0,0,0,0,0,0.0857321795888858,0.0300012855688369,0,0.0404987135852304,0.0394598582326545,0.0400791434446113,0,0,0,0,0.0321894426441296,0,0,0,0,0,0,0,0,0,0,0.0449371927398567,0,0,0.00134318519420859,-0.000680827534435478,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081694622192514,0,0,0.0413283162595125,0.0837140914634981,0,0,0,0,0,0,0,0.0621155267565334,0,0,0,0,0,0,0,0,0,0,0,-0.0149457078076296,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820222724925941,0,0,0,0,0,0,0,0,0.0473899925605869,0.0367434869484659,0,0,0.0625405547899244,0,0,0,0,-0.0244332821974468,0,0.1014517474473,0,0.120122904036854,0,0,0,0,0,0,0,0,0.00958836149210789,0,0,-0.00494382538648279,0.00165709559276198,0,0,0,0,0,0
X600362.SH,0,0,0.104855384231984,0,0,0.012332866961103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021958384846209,0,0.0310014892428852,0,0.00753427557368671,0,0,0.0584573769570047,0,0,0.114903186384497,-0.00362642400900925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600595928709,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0489249219207218,0,0,0,0,0,0,0,0,0,0.0681319975230145,0,-1.73472347597681e-18,0,0,0,0,0,0,0.130980259766126,0,0.0194602778821128,0.132139026510332,0,0,-0.0297290947400319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124417727793495,0,0,0.00742209844294607,-0.00620348486621123,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.139892679692453,0,0,0,0,0,0,0,0,0,0,0,0.0330907708927777,0,0,0,0,0,0,0,0,0.0357751462688786,0,0,0.0228181812570994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119521373929534,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.559302638859543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217838796915682,0,0,0,0.0251447040179099,0,0,0,0,0,0,0,0,0,0,0.0391520831783776,0,0,0.128769109545036,0,0,0,0,0,0,0,0,0,0,0,-0.00358910975067775,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0824174600030384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262831269306115,0,0,0,0,0.0400650699843393,0,0.246440057203522,0.0903161661398836,0,0,0,0,0,0.0691639695232108,0,0.0722184401710542,0,0,0,0,0,0,0.0747795612923907,0,0,0.0542616732684853,-0.0444149175268179,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122376514214494,0.0432981851955421,0,0,0,2.16840434497101e-19,0,0,0,0,0.0767235523127142,0,0,0.035242243480187,0.0073562657178402,0,0,0.0273696088143912,0.0532754292767535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052122334308061,-0.00289548919980899,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.145623143193267,0,0,0.0259828917037333,0,0,0,0,0,0,0,0,0,0,0,0.0699884799329826,0,0,0.201803333947995,0,0.123219951679022,0,0.0257696188615721,0.0792677571821723,0,0,0,0.0500365537028847,0,0,0,0,0,0,0,0,0,0,0,0,0.0243654093942444,8.67361737988404e-19,0.00495650470659009,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0189654314247222,0,0,0,0,0,0,0,0,0,0,0,0,0.0748846338533693,0,0,0,0,0.0101073804690779,0,0,0.0280608664572606,0,0,0,-0.0176619885142016,0.00998937038277697,0,0,0,-0.0921508215146462,0,0.0344005993284051,0,0,0,0,0,0,0,0,0,-0.0018733375766416,0.0239915991010987,0,0,0,0,0,0
X600126.SH,0,0,0,0.311419307830624,0,0,0,0.377984488650181,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0425777802326777,0,0,0.152981623552147,-0.12713203046011,-0.25279786319758,0.0210021944233705,0,0,0,0,0.172078615902261,0,0,0,0,0,0.142767837365405,0,0.0990874682719403,0,-0.0772805501102067,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180717309956545,-0.025019466220507,0,-0.176472103880684,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0240688569322046,0,0,0,0,0,0,0,0,0,0,0,0.0169653559534858,0,0,0,0,0,0,0,0,0.139442784277973,0,0,0,0,0.059037693174501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133923482620796,0.0177551617632137,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0270166144154033,0,0,0.168689659780276,0,0,0,0,0,0,0,0,0.109070588436074,0,0,0.184217153351257,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.0381798695436512,0,0,0,0,0.0422675531257546,0,0,0,0,0,0,0,0,0,0,0,0,0.0221977449513078,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0153043462144048,0,0,0,0,0.0480992094482324,0,0,0,0.00128311720159043,0,0,0,0,0,0,0,0,0,0.0318241871591293,0,0,0,0,0,0,0.0790662193843432,0,0,0.198909869835779,0,0,0,0.0980788682444018,0,0,0,0,0.0511026221045726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160611515414368,0,0.0360437982699901,0,0,0,0,-8.67361737988404e-19,0,0.0823320548820592,0,0,0.0152990214925585,0,0,0,0.0381549780077728,0,0,0,0,0,0.253592288110771,0,0,0,0,0,0,0,0.00157061296997865,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0744921039475087,0,0,0,0,0,0.315220444490118,0,0,0,0,0,0.278331743790513,0,0,0,0,0.00416207103413054,0,0,0,0,0,0.270543388634625,-0.101617245664354,0.0848084704976634,0,0,0,0.570008546204175,0.038027817263063,0,0,0,0,0,0,0,0,0,0,0,-0.00795677912511814,-0.0404448516644353,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.0875257394122721,0,0,0,0.10084592854679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257789417729061,0,0.143080836442195,0,0,0.018027448560783,0,0,0.161176180914142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641254640242446,0,-0.0198376775889571,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.00663011868566192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182016951407214,0,0,0,0,0,0,0,0,0.0678071379366478,0.0885773369321068,0,0.133985529581101,0,0.0304637277416428,0.147363176679739,0,0,0,0,0,0.166552201490758,0,0,0,0,0,0,0,0,0.0141019553905877,0,0,0,0,0,0,0
