,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X002271.SZ,X600111.SH,X600011.SH,X600010.SH,X600660.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X600096.SH,X600426.SH,X000786.SZ,X000408.SZ,X000983.SZ,X600803.SH,X000723.SZ,X600141.SH,X601991.SH,X300073.SZ,X002080.SZ,X002192.SZ,X600219.SH,X601699.SH,X600027.SH,X600486.SH,X600801.SH,X300037.SZ,X002407.SZ,X002497.SZ,X000629.SZ,X002353.SZ,X600295.SH,X600160.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0425192647873902,0,0,0,0,0,0,0,0,0.00904814089391848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120787257537844,0,0,0,0.159804963679959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579177022319319,0,0.0330492462283734,0.0758145517265113,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.270608419268191,0,0,0,0.129912887907875,0,0,0,0,-0.0323630061751579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119948598985292,0,-0.0473774644635526,0,0.0365727094802148,0,0,0,0,0,0,0,0,0,0,0,0,0.00230885004876185,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08493803203843,0,0,0,0,0,0,0,0.0170479405331251,0,0.0193476085515839,0,0,0,0,0,0,0.0576494126584367,0,0,0,0,0,0,0,0.0229637276118594,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0777667959936447,0,0,0,0,0,0,-0.0174080615921292,0,0,0,0,0.0338499285554479,0,0,0,0,0.0392645427893641,0,0,0,0,0,0,0,0,0.0254332449178724,0,0,0,0,0,0,0,0.0157959370625868,0,0.0663659677461882,0.148757870599537,0,0,0,0,-0.0227244853172816,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.209183993702475,0,0,0,0,0,0,0.129691969704014,0,0.11865655981522,0,0,0,0,0,0,0.0547835516967838,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0317608201135586,0,0,0,0,0,0.189104954262423,0,0,0,0,0,0,0.0215592864028115,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.570358187702122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655261486544423,0,0.249574783059973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.392407873316875,0,0,0,0,0,0,0.0363397700580432,0,0,0,0,-0.240922097232508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340982674419951,0,0,0.0207660077048254,0,0,0,0,0,0.0965214452094587,0,0.028544014900625,0,0.0350044354026003,-0.0548207484054943,0,0,0,0,0,0
X600585.SH,0,0,0,0.0157432549773792,0,0,0,0,-0.0469888934725358,0,0,0.133876094628561,0,0,-0.0503680150876094,0,0,0,0,0.172766535819199,0,0,0,0,0,0,0,0,0,0.0072566383223644,0,0.000334748485465929,0,0,0,0,0,0,0,0,0,0.401189220673027,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0021458293222716,0,0,0,0,-0.0236792321290318,0,0
X000792.SZ,0,0,0,0,0.0663396202520896,0,0.0756089419183164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464580437496037,0,0.0578459410575889,0.422144635572078,0,0,0,0.0163937205457947,0,0,0,0,0,0,0,0,0,0,0.0392696776382695,0,0,0,0,0,0.0280147679989358,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.127715243438749,0,0,0.0816701335899149,0,0,0,0,0,0,0.0771016821323092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440406640137147,0.0253928079909739,0.139771407894151,0,0,0,0,0,0,0,0,0,0,0
